source,target,n_lines,n_tokens,edge_type
#ATTENDANTS.0.1_WT,2.01.0011,6,39,active
#ATTENDANTS.0.1_WT,2.01.0013,13,89,active
#ATTENDANTS.0.1_WT,2.03.0022,1,4,active
#ATTENDANTS.0.1_WT,2.03.0024,7,58,active
#ATTENDANTS.0.1_WT,2.03.0026,2,10,active
#ATTENDANTS.0.1_WT,3.02.0031,3,15,active
#ATTENDANTS.0.1_WT,3.02.0036,5,27,active
#ATTENDANTS.1_WT,5.02.0065,18,146,active
#ATTENDANTS.1_WT,5.02.0066,2,11,active
#ATTENDANTS.1_WT,5.02.0067,10,64,active
#ATTENDANTS.2_WT,5.02.0066,4,32,active
#ATTENDANTS.2_WT,5.02.0067,13,94,active
#ATTENDANTS.3_WT,5.02.0067,70,594,active
#ATTENDANTS.X_WT,5.01.0064,24,172,active
#ATTENDANTS_WT,2.03.0024,2,13,active
#ATTENDANTS_WT,3.02.0033,1,6,active
#Antigonus_WT,2.01.0013,31,219,active
#Antigonus_WT,2.03.0022,1,2,active
#Antigonus_WT,2.03.0023,10,59,active
#Antigonus_WT,2.03.0024,18,119,active
#Antigonus_WT,3.03.0037,7,40,active
#Antigonus_WT,3.03.0038,46,346,active
#Archidamus_WT,1.01.0001,23,176,active
#Autolycus_WT,4.03.0043,31,243,active
#Autolycus_WT,4.03.0044,46,328,active
#Autolycus_WT,4.03.0045,9,70,active
#Autolycus_WT,4.04.0050,47,318,active
#Autolycus_WT,4.04.0051,10,51,active
#Autolycus_WT,4.04.0056,33,285,active
#Autolycus_WT,4.04.0057,14,137,active
#Autolycus_WT,4.04.0058,79,651,active
#Autolycus_WT,4.04.0059,12,119,active
#Autolycus_WT,5.02.0065,3,18,active
#Autolycus_WT,5.02.0068,12,102,active
#Autolycus_WT,5.02.0069,9,73,active
#Camillo_WT,1.01.0001,25,179,active
#Camillo_WT,1.02.0003,1,4,active
#Camillo_WT,1.02.0004,61,403,active
#Camillo_WT,1.02.0005,14,109,active
#Camillo_WT,1.02.0006,48,327,active
#Camillo_WT,4.02.0042,16,142,active
#Camillo_WT,4.04.0047,5,34,active
#Camillo_WT,4.04.0053,1,5,active
#Camillo_WT,4.04.0054,2,8,active
#Camillo_WT,4.04.0055,88,590,active
#Camillo_WT,4.04.0056,37,245,active
#Camillo_WT,5.03.0071,7,48,active
#Chorus_WT,4.01.0041,33,266,active
#Cleomenes_WT,3.01.0027,11,60,active
#Cleomenes_WT,3.02.0033,1,4,active
#Cleomenes_WT,5.01.0060,13,76,active
#Dion_WT,3.01.0027,16,111,active
#Dion_WT,3.02.0033,1,4,active
#Dion_WT,5.01.0060,11,75,active
#Dorcas_WT,4.04.0047,2,12,active
#Dorcas_WT,4.04.0050,11,55,active
#Florizell_WT,4.04.0046,35,239,active
#Florizell_WT,4.04.0047,18,135,active
#Florizell_WT,4.04.0053,41,263,active
#Florizell_WT,4.04.0055,68,450,active
#Florizell_WT,4.04.0056,8,45,active
#Florizell_WT,5.01.0063,24,153,active
#Florizell_WT,5.01.0064,16,106,active
#Hermione_WT,1.02.0002,71,510,active
#Hermione_WT,2.01.0007,2,12,active
#Hermione_WT,2.01.0009,9,69,active
#Hermione_WT,2.01.0011,1,4,active
#Hermione_WT,2.01.0012,34,250,active
#Hermione_WT,3.02.0030,84,646,active
#Hermione_WT,3.02.0032,5,35,active
#Hermione_WT,3.02.0033,1,1,active
#Hermione_WT,5.03.0071,9,57,active
#Jailer_WT,2.02.0015,7,36,active
#Jailer_WT,2.02.0016,1,9,active
#Jailer_WT,2.02.0018,4,27,active
#LADIES.0.1_WT,2.01.0008,3,13,active
#LADIES.0.1_WT,2.01.0009,6,36,active
#LADIES.0.2_WT,2.01.0009,4,21,active
#LADIES.Emilia_WT,2.02.0018,21,142,active
#Leontes_WT,1.02.0002,95,639,active
#Leontes_WT,1.02.0003,29,213,active
#Leontes_WT,1.02.0004,100,700,active
#Leontes_WT,2.01.0010,1,9,active
#Leontes_WT,2.01.0011,28,203,active
#Leontes_WT,2.01.0012,39,270,active
#Leontes_WT,2.01.0013,44,307,active
#Leontes_WT,2.03.0019,9,78,active
#Leontes_WT,2.03.0020,8,49,active
#Leontes_WT,2.03.0021,9,69,active
#Leontes_WT,2.03.0023,35,191,active
#Leontes_WT,2.03.0024,41,322,active
#Leontes_WT,2.03.0025,2,6,active
#Leontes_WT,2.03.0026,10,69,active
#Leontes_WT,3.02.0028,8,59,active
#Leontes_WT,3.02.0030,18,127,active
#Leontes_WT,3.02.0033,4,27,active
#Leontes_WT,3.02.0034,10,49,active
#Leontes_WT,3.02.0035,20,138,active
#Leontes_WT,3.02.0036,15,113,active
#Leontes_WT,5.01.0060,32,210,active
#Leontes_WT,5.01.0061,9,53,active
#Leontes_WT,5.01.0062,8,47,active
#Leontes_WT,5.01.0063,38,275,active
#Leontes_WT,5.01.0064,21,138,active
#Leontes_WT,5.03.0070,9,61,active
#Leontes_WT,5.03.0071,70,481,active
#Mamillius_WT,1.02.0002,3,15,active
#Mamillius_WT,1.02.0003,1,6,active
#Mamillius_WT,2.01.0008,3,24,active
#Mamillius_WT,2.01.0009,15,106,active
#Mopsa_WT,4.04.0047,1,4,active
#Mopsa_WT,4.04.0050,20,138,active
#OFFICERS.0.1_WT,3.02.0029,2,14,active
#OFFICERS.0.1_WT,3.02.0030,11,80,active
#OFFICERS.0.1_WT,3.02.0033,14,99,active
#Paulina_WT,2.02.0014,5,32,active
#Paulina_WT,2.02.0015,9,51,active
#Paulina_WT,2.02.0016,1,5,active
#Paulina_WT,2.02.0017,2,12,active
#Paulina_WT,2.02.0018,30,205,active
#Paulina_WT,2.03.0022,4,30,active
#Paulina_WT,2.03.0023,83,589,active
#Paulina_WT,3.02.0034,2,15,active
#Paulina_WT,3.02.0036,60,457,active
#Paulina_WT,5.01.0060,50,332,active
#Paulina_WT,5.01.0061,11,71,active
#Paulina_WT,5.01.0062,4,25,active
#Paulina_WT,5.01.0064,5,30,active
#Paulina_WT,5.03.0070,14,107,active
#Paulina_WT,5.03.0071,65,429,active
#Perdita_WT,4.04.0046,28,196,active
#Perdita_WT,4.04.0047,68,448,active
#Perdita_WT,4.04.0048,2,11,active
#Perdita_WT,4.04.0049,1,8,active
#Perdita_WT,4.04.0053,4,26,active
#Perdita_WT,4.04.0054,11,82,active
#Perdita_WT,4.04.0055,8,47,active
#Perdita_WT,4.04.0056,4,21,active
#Perdita_WT,5.01.0064,3,16,active
#Perdita_WT,5.03.0071,8,43,active
#Polixenes_WT,1.02.0002,61,399,active
#Polixenes_WT,1.02.0006,71,499,active
#Polixenes_WT,4.02.0042,41,335,active
#Polixenes_WT,4.04.0047,24,155,active
#Polixenes_WT,4.04.0048,1,5,active
#Polixenes_WT,4.04.0052,2,14,active
#Polixenes_WT,4.04.0053,73,493,active
#Polixenes_WT,5.03.0071,10,60,active
#SERVANTS.0_WT,2.03.0023,2,12,active
#SERVANTS.SHEPHERD.1_WT,4.04.0048,25,211,active
#SERVANTS.SHEPHERD.1_WT,4.04.0052,14,104,active
#SERVANTS.X.1_WT,2.03.0020,3,13,active
#SERVANTS.X.1_WT,3.02.0034,5,32,active
#SERVANTS.X.2_WT,2.03.0026,5,31,active
#SERVANTS.X.3_WT,5.01.0061,18,119,active
#Sailor_WT,3.03.0037,11,80,active
#Shepherd_WT,3.03.0039,19,174,active
#Shepherd_WT,3.03.0040,25,197,active
#Shepherd_WT,4.04.0047,29,239,active
#Shepherd_WT,4.04.0052,5,35,active
#Shepherd_WT,4.04.0053,11,59,active
#Shepherd_WT,4.04.0054,15,99,active
#Shepherd_WT,4.04.0058,30,213,active
#Shepherd_WT,5.02.0069,8,56,active
#ShepherdsSon_WT,3.03.0040,37,311,active
#ShepherdsSon_WT,4.03.0044,47,347,active
#ShepherdsSon_WT,4.04.0047,3,17,active
#ShepherdsSon_WT,4.04.0048,9,57,active
#ShepherdsSon_WT,4.04.0049,2,14,active
#ShepherdsSon_WT,4.04.0050,26,186,active
#ShepherdsSon_WT,4.04.0058,48,350,active
#ShepherdsSon_WT,5.02.0069,38,315,active
1.01.0001,#Archidamus_WT,25,179,passive
1.01.0001,#Camillo_WT,23,176,passive
1.02.0002,#ATTENDANTS_WT,230,1563,passive
1.02.0002,#Camillo_WT,230,1563,passive
1.02.0002,#Hermione_WT,159,1053,passive
1.02.0002,#Leontes_WT,135,924,passive
1.02.0002,#Mamillius_WT,227,1548,passive
1.02.0002,#Polixenes_WT,169,1164,passive
1.02.0003,#Camillo_WT,30,219,passive
1.02.0003,#Leontes_WT,2,10,passive
1.02.0003,#Mamillius_WT,30,217,passive
1.02.0004,#Camillo_WT,100,700,passive
1.02.0004,#Leontes_WT,61,403,passive
1.02.0006,#Camillo_WT,71,499,passive
1.02.0006,#Polixenes_WT,48,327,passive
2.01.0007,#LADIES_WT,2,12,passive
2.01.0007,#Mamillius_WT,2,12,passive
2.01.0008,#Hermione_WT,6,37,passive
2.01.0008,#LADIES.0.1_WT,3,24,passive
2.01.0008,#LADIES_WT,6,37,passive
2.01.0008,#Mamillius_WT,3,13,passive
2.01.0009,#Hermione_WT,25,163,passive
2.01.0009,#LADIES.0.1_WT,28,196,passive
2.01.0009,#LADIES.0.2_WT,30,211,passive
2.01.0009,#LADIES_WT,34,232,passive
2.01.0009,#Mamillius_WT,19,126,passive
2.01.0010,#ATTENDANTS_WT,1,9,passive
2.01.0010,#Antigonus_WT,1,9,passive
2.01.0010,#Hermione_WT,1,9,passive
2.01.0010,#LADIES.0.1_WT,1,9,passive
2.01.0010,#LADIES.0.2_WT,1,9,passive
2.01.0010,#LADIES_WT,1,9,passive
2.01.0010,#Mamillius_WT,1,9,passive
2.01.0011,#ATTENDANTS.0.1_WT,29,207,passive
2.01.0011,#ATTENDANTS_WT,35,246,passive
2.01.0011,#Antigonus_WT,35,246,passive
2.01.0011,#Hermione_WT,34,242,passive
2.01.0011,#LADIES.0.1_WT,35,246,passive
2.01.0011,#LADIES.0.2_WT,35,246,passive
2.01.0011,#LADIES_WT,35,246,passive
2.01.0011,#Leontes_WT,7,43,passive
2.01.0011,#Mamillius_WT,35,246,passive
2.01.0012,#ATTENDANTS.0.1_WT,73,520,passive
2.01.0012,#ATTENDANTS_WT,73,520,passive
2.01.0012,#Antigonus_WT,73,520,passive
2.01.0012,#Hermione_WT,39,270,passive
2.01.0012,#LADIES.0.1_WT,73,520,passive
2.01.0012,#LADIES.0.2_WT,73,520,passive
2.01.0012,#LADIES_WT,73,520,passive
2.01.0012,#Leontes_WT,34,250,passive
2.01.0013,#ATTENDANTS.0.1_WT,75,526,passive
2.01.0013,#ATTENDANTS_WT,88,615,passive
2.01.0013,#Antigonus_WT,57,396,passive
2.01.0013,#LADIES.0.1_WT,88,615,passive
2.01.0013,#LADIES.0.2_WT,88,615,passive
