act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
0,0,1,#Chorus_H5,244,36,244,36
1,1,2,#BishopOfCanterbury_H5,603,83,732,103
1,1,2,#BishopOfEly_H5,129,20,732,103
1,2,3,#Exeter_H5,4,1,49,7
1,2,3,#HenryV_H5,37,5,49,7
1,2,3,#Westmoreland_1H4,8,1,49,7
1,2,4,#BishopOfCanterbury_H5,1049,143,1718,234
1,2,4,#BishopOfEly_H5,111,15,1718,234
1,2,4,#Exeter_H5,95,13,1718,234
1,2,4,#HenryV_H5,421,57,1718,234
1,2,4,#Westmoreland_1H4,42,6,1718,234
1,2,5,#HenryV_H5,26,3,26,3
1,2,6,#AMBASSADORS.0.1_H5,132,17,517,66
1,2,6,#Exeter_H5,4,2,517,66
1,2,6,#HenryV_H5,381,47,517,66
1,2,7,#Exeter_H5,5,1,101,13
1,2,7,#HenryV_H5,96,12,101,13
2,0,8,#Chorus_H5,320,42,320,42
2,1,9,#Bardolph_1H4,60,9,218,26
2,1,9,#Nym_H5,158,17,218,26
2,1,10,#Bardolph_1H4,49,8,407,52
2,1,10,#MistressQuickly_1H4,65,8,407,52
2,1,10,#Nym_H5,89,11,407,52
2,1,10,#Pistol_2H4,204,25,407,52
2,1,11,#Bardolph_1H4,3,1,66,9
2,1,11,#Boy_H5,39,5,66,9
2,1,11,#MistressQuickly_1H4,24,3,66,9
2,1,12,#Bardolph_1H4,64,9,186,26
2,1,12,#Nym_H5,34,5,186,26
2,1,12,#Pistol_2H4,88,12,186,26
2,1,13,#MistressQuickly_1H4,35,4,90,12
2,1,13,#Nym_H5,33,4,90,12
2,1,13,#Pistol_2H4,22,4,90,12
2,2,14,#Bedford_H5,26,3,87,12
2,2,14,#Exeter_H5,40,6,87,12
2,2,14,#Westmoreland_1H4,21,3,87,12
2,2,15,#Cambridge_H5,107,15,1305,178
2,2,15,#Exeter_H5,44,6,1305,178
2,2,15,#Grey_H5,86,12,1305,178
2,2,15,#HenryV_H5,980,133,1305,178
2,2,15,#Scroop_H5,93,13,1305,178
2,2,16,#HenryV_H5,91,12,91,12
2,3,17,#Bardolph_1H4,37,6,467,62
2,3,17,#Boy_H5,50,8,467,62
2,3,17,#MistressQuickly_1H4,236,28,467,62
2,3,17,#Nym_H5,28,4,467,62
2,3,17,#Pistol_2H4,116,16,467,62
2,4,18,#Constable_H5,81,12,495,68
2,4,18,#Dauphin_H5,178,24,495,68
2,4,18,#KingOfFrance_H5,236,32,495,68
2,4,19,#KingOfFrance_H5,9,2,21,4
2,4,19,#MESSENGERS.X.1_H5,12,2,21,4
2,4,20,#Dauphin_H5,53,8,61,9
2,4,20,#KingOfFrance_H5,8,1,61,9
2,4,21,#Dauphin_H5,51,7,548,74
2,4,21,#Exeter_H5,436,58,548,74
2,4,21,#KingOfFrance_H5,61,9,548,74
3,0,22,#Chorus_H5,261,37,261,37
3,1,23,#HenryV_H5,273,37,273,37
3,2,24,#Bardolph_1H4,11,2,128,21
3,2,24,#Boy_H5,33,5,128,21
3,2,24,#Nym_H5,35,4,128,21
3,2,24,#Pistol_2H4,49,10,128,21
3,2,25,#Fluellen_H5,9,1,47,7
3,2,25,#Nym_H5,9,2,47,7
3,2,25,#Pistol_2H4,29,4,47,7
3,2,26,#Boy_H5,259,27,259,27
3,2,27,#Fluellen_H5,122,13,168,20
3,2,27,#Gower_H5,46,7,168,20
3,2,28,#Fluellen_H5,235,31,575,68
3,2,28,#Gower_H5,37,6,575,68
3,2,28,#Jamy_H5,98,11,575,68
3,2,28,#MacMorris_H5,205,20,575,68
3,3,29,#HenryV_H5,332,43,332,43
3,3,30,#Governor_H5,56,7,59,8
3,3,30,#HenryV_H5,3,1,59,8
3,3,31,#HenryV_H5,56,8,56,8
3,4,32,#Alice_H5,112,21,383,60
3,4,32,#Katherine_H5,271,39,383,60
3,5,33,#Brittany_H5,65,9,520,71
3,5,33,#Constable_H5,172,22,520,71
3,5,33,#Dauphin_H5,76,11,520,71
3,5,33,#KingOfFrance_H5,207,29,520,71
3,6,34,#Fluellen_H5,119,14,143,19
3,6,34,#Gower_H5,24,5,143,19
3,6,35,#Fluellen_H5,152,21,303,39
3,6,35,#Pistol_2H4,151,18,303,39
3,6,36,#Fluellen_H5,81,9,240,27
3,6,36,#Gower_H5,159,18,240,27
3,6,37,#Fluellen_H5,171,20,244,31
3,6,37,#HenryV_H5,73,11,244,31
3,6,38,#HenryV_H5,252,32,445,56
3,6,38,#Montjoy_H5,193,24,445,56
3,6,39,#Gloucester_2H4,9,1,40,5
3,6,39,#HenryV_H5,31,4,40,5
3,7,40,#Constable_H5,168,24,694,91
3,7,40,#Dauphin_H5,443,53,694,91
3,7,40,#Orleans_H5,54,10,694,91
3,7,40,#Rambures_H5,29,4,694,91
3,7,41,#Constable_H5,130,19,227,35
3,7,41,#Orleans_H5,91,15,227,35
3,7,41,#Rambures_H5,6,1,227,35
3,7,42,#Constable_H5,108,14,247,35
3,7,42,#MESSENGERS.X.2_H5,17,3,247,35
3,7,42,#Orleans_H5,108,15,247,35
3,7,42,#Rambures_H5,14,3,247,35
4,0,43,#Chorus_H5,381,54,381,54
4,1,44,#HenryV_H5,89,12,89,12
4,1,45,#Erpingham_H5,32,4,162,23
4,1,45,#Gloucester_2H4,4,1,162,23
4,1,45,#HenryV_H5,126,18,162,23
4,1,46,#HenryV_H5,6,1,6,1
4,1,47,#HenryV_H5,59,11,168,28
4,1,47,#Pistol_2H4,109,17,168,28
4,1,48,#HenryV_H5,6,1,6,1
4,1,49,#Fluellen_H5,147,16,163,20
4,1,49,#Gower_H5,16,4,163,20
4,1,50,#HenryV_H5,17,2,17,2
4,1,51,#HenryV_H5,723,86,1251,150
4,1,51,#SOLDIERS.ENGLISH.Bates_H5,167,20,1251,150
4,1,51,#SOLDIERS.ENGLISH.Court_H5,11,2,1251,150
4,1,51,#SOLDIERS.ENGLISH.Williams_H5,350,42,1251,150
4,1,52,#HenryV_H5,420,56,420,56
4,1,53,#Erpingham_H5,21,3,35,6
4,1,53,#HenryV_H5,14,3,35,6
4,1,54,#HenryV_H5,132,17,132,17
4,1,55,#Gloucester_2H4,2,1,26,4
4,1,55,#HenryV_H5,24,3,26,4
4,2,56,#Dauphin_H5,16,3,33,6
4,2,56,#Orleans_H5,17,3,33,6
4,2,57,#Constable_H5,8,1,53,7
4,2,57,#Dauphin_H5,28,4,53,7
4,2,57,#Rambures_H5,17,2,53,7
4,2,58,#Constable_H5,184,24,191,25
4,2,58,#MESSENGERS.X.3_H5,7,1,191,25
4,2,59,#Constable_H5,46,5,203,26
4,2,59,#Dauphin_H5,20,3,203,26
4,2,59,#Grandpre_H5,137,18,203,26
4,3,60,#Bedford_H5,39,5,118,15
4,3,60,#Exeter_H5,15,2,118,15
4,3,60,#Gloucester_2H4,4,1,118,15
4,3,60,#Salisbury_H5,52,6,118,15
4,3,60,#Westmoreland_1H4,8,1,118,15
4,3,61,#Bedford_H5,12,2,12,2
4,3,62,#HenryV_H5,399,49,419,52
4,3,62,#Westmoreland_1H4,20,3,419,52
4,3,63,#HenryV_H5,44,5,92,11
4,3,63,#Salisbury_H5,23,3,92,11
4,3,63,#Westmoreland_1H4,25,3,92,11
4,3,64,#HenryV_H5,320,41,413,55
4,3,64,#Montjoy_H5,93,14,413,55
