source,target,n_lines,n_tokens,edge_type
#Archbishop_1H4,1.03.0012,36,253,active
#Archbishop_1H4,4.01.0052,15,101,active
#Archbishop_1H4,4.01.0054,53,383,active
#Archbishop_1H4,4.01.0055,23,166,active
#Archbishop_1H4,4.01.0057,25,172,active
#Archbishop_1H4,4.01.0058,3,13,active
#Archbishop_1H4,4.01.0061,1,6,active
#BEADLES.0.1_2H4,5.04.0098,10,72,active
#Bardolph_1H4,2.02.0019,11,62,active
#Bardolph_1H4,2.04.0029,4,20,active
#Bardolph_1H4,2.04.0031,2,13,active
#Bardolph_1H4,2.04.0037,2,15,active
#Bardolph_1H4,2.04.0039,3,9,active
#Bardolph_1H4,3.02.0044,14,112,active
#Bardolph_1H4,3.02.0047,3,15,active
#Bardolph_1H4,3.02.0048,2,14,active
#Bardolph_1H4,3.02.0049,2,6,active
#Bardolph_1H4,4.02.0068,1,7,active
#Bardolph_1H4,5.01.0084,1,7,active
#Bardolph_1H4,5.03.0093,3,18,active
#Bardolph_1H4,5.03.0096,2,12,active
#Bedford_H5,4.01.0057,53,373,active
#Bedford_H5,4.01.0058,4,24,active
#Bedford_H5,4.01.0059,1,8,active
#Bedford_H5,4.01.0060,2,11,active
#Bedford_H5,4.01.0061,12,91,active
#Bedford_H5,4.02.0063,2,15,active
#Bedford_H5,4.02.0064,11,62,active
#Bedford_H5,4.02.0065,4,25,active
#Bedford_H5,4.02.0066,8,59,active
#Bedford_H5,4.03.0080,1,8,active
#Bedford_H5,5.02.0089,6,46,active
#Bedford_H5,5.02.0090,1,7,active
#Bedford_H5,5.05.0104,11,83,active
#Bullcalf_2H4,3.02.0046,6,37,active
#Bullcalf_2H4,3.02.0047,8,72,active
#ChiefJustice_2H4,1.02.0009,59,416,active
#ChiefJustice_2H4,2.01.0015,29,213,active
#ChiefJustice_2H4,2.01.0016,1,5,active
#ChiefJustice_2H4,2.01.0017,13,71,active
#ChiefJustice_2H4,5.02.0088,9,63,active
#ChiefJustice_2H4,5.02.0089,9,72,active
#ChiefJustice_2H4,5.02.0090,32,254,active
#ChiefJustice_2H4,5.05.0101,2,10,active
#ChiefJustice_2H4,5.05.0103,4,27,active
#ChiefJustice_2H4,5.05.0104,2,6,active
#Chorus_2H4,0.00.0001,42,297,active
#Clarence_2H4,4.03.0069,5,31,active
#Clarence_2H4,4.03.0071,10,78,active
#Clarence_2H4,4.03.0072,2,14,active
#Clarence_2H4,4.03.0075,3,21,active
#Clarence_2H4,5.02.0089,3,19,active
#Clarence_2H4,5.02.0090,1,7,active
#Colevile_2H4,4.02.0062,5,32,active
#Colevile_2H4,4.02.0064,4,32,active
#DRAWERS.1_2H4,2.04.0022,6,54,active
#DRAWERS.1_2H4,2.04.0023,2,14,active
#DRAWERS.Francis_1H4,2.04.0022,8,52,active
#DRAWERS.Francis_1H4,2.04.0023,1,8,active
#DRAWERS.Will_2H4,2.04.0023,4,33,active
#DRAWERS.X_2H4,2.04.0027,2,9,active
#Davy_2H4,5.01.0083,25,199,active
#Davy_2H4,5.03.0091,4,35,active
#Davy_2H4,5.03.0093,5,28,active
#Davy_2H4,5.03.0095,2,14,active
#DollTearsheet_2H4,2.04.0024,1,5,active
#DollTearsheet_2H4,2.04.0026,13,100,active
#DollTearsheet_2H4,2.04.0027,2,16,active
#DollTearsheet_2H4,2.04.0028,1,4,active
#DollTearsheet_2H4,2.04.0029,25,201,active
#DollTearsheet_2H4,2.04.0030,2,16,active
#DollTearsheet_2H4,2.04.0031,8,70,active
#DollTearsheet_2H4,2.04.0032,5,34,active
#DollTearsheet_2H4,2.04.0033,12,85,active
#DollTearsheet_2H4,2.04.0037,2,19,active
#DollTearsheet_2H4,5.04.0098,12,88,active
#Epilogue_2H4,6.00.0105,36,331,active
#Falstaff_1H4,1.02.0008,47,456,active
#Falstaff_1H4,1.02.0009,103,932,active
#Falstaff_1H4,1.02.0010,15,126,active
#Falstaff_1H4,1.02.0011,7,60,active
#Falstaff_1H4,2.01.0014,6,28,active
#Falstaff_1H4,2.01.0015,17,143,active
#Falstaff_1H4,2.01.0016,18,137,active
#Falstaff_1H4,2.01.0017,12,76,active
#Falstaff_1H4,2.04.0025,2,8,active
#Falstaff_1H4,2.04.0026,14,98,active
#Falstaff_1H4,2.04.0027,7,51,active
#Falstaff_1H4,2.04.0029,14,85,active
#Falstaff_1H4,2.04.0031,4,23,active
#Falstaff_1H4,2.04.0032,3,21,active
#Falstaff_1H4,2.04.0033,62,471,active
#Falstaff_1H4,2.04.0035,2,17,active
#Falstaff_1H4,2.04.0036,3,10,active
#Falstaff_1H4,2.04.0037,7,52,active
#Falstaff_1H4,3.02.0045,7,51,active
#Falstaff_1H4,3.02.0046,58,374,active
#Falstaff_1H4,3.02.0048,7,45,active
#Falstaff_1H4,3.02.0049,28,227,active
#Falstaff_1H4,3.02.0050,1,6,active
#Falstaff_1H4,3.02.0051,34,329,active
#Falstaff_1H4,4.02.0062,18,164,active
#Falstaff_1H4,4.02.0064,31,288,active
#Falstaff_1H4,4.02.0066,4,27,active
#Falstaff_1H4,4.02.0067,41,371,active
#Falstaff_1H4,4.02.0068,6,38,active
#Falstaff_1H4,5.01.0082,1,7,active
#Falstaff_1H4,5.01.0084,1,7,active
#Falstaff_1H4,5.01.0085,1,5,active
#Falstaff_1H4,5.01.0086,25,229,active
#Falstaff_1H4,5.01.0087,2,8,active
#Falstaff_1H4,5.03.0091,6,40,active
#Falstaff_1H4,5.03.0092,2,13,active
#Falstaff_1H4,5.03.0093,2,12,active
#Falstaff_1H4,5.03.0094,2,9,active
#Falstaff_1H4,5.03.0095,1,7,active
#Falstaff_1H4,5.03.0096,21,154,active
#Falstaff_1H4,5.05.0100,19,152,active
#Falstaff_1H4,5.05.0101,3,25,active
#Falstaff_1H4,5.05.0102,11,91,active
#Falstaff_1H4,5.05.0103,1,4,active
#Feeble_2H4,3.02.0046,6,29,active
#Feeble_2H4,3.02.0047,7,66,active
#GROOMS.1_2H4,5.05.0099,3,16,active
#GROOMS.2_2H4,5.05.0099,1,5,active
#Gloucester_2H4,4.03.0069,3,25,active
#Gloucester_2H4,4.03.0071,7,42,active
#Gloucester_2H4,4.03.0072,2,9,active
#Gloucester_2H4,4.03.0075,2,9,active
#Gloucester_2H4,5.02.0089,4,30,active
#Gloucester_2H4,5.02.0090,1,7,active
#Harcourt_2H4,4.03.0071,8,64,active
#Hastings_2H4,1.03.0012,28,203,active
#Hastings_2H4,4.01.0052,2,14,active
#Hastings_2H4,4.01.0053,1,3,active
#Hastings_2H4,4.01.0054,4,27,active
#Hastings_2H4,4.01.0055,9,67,active
#Hastings_2H4,4.01.0057,9,69,active
#Hastings_2H4,4.01.0061,5,32,active
#HenryIV_1H4,3.01.0040,3,26,active
#HenryIV_1H4,3.01.0041,28,217,active
#HenryIV_1H4,3.01.0042,50,367,active
#HenryIV_1H4,4.03.0069,63,455,active
#HenryIV_1H4,4.03.0070,4,23,active
#HenryIV_1H4,4.03.0071,18,138,active
#HenryIV_1H4,4.03.0074,2,3,active
#HenryIV_1H4,4.03.0075,8,65,active
#HenryIV_1H4,4.03.0076,19,124,active
#HenryIV_1H4,4.03.0077,3,25,active
#HenryIV_1H4,4.03.0078,2,16,active
#HenryIV_1H4,4.03.0079,94,718,active
#HenryIV_1H4,4.03.0080,6,44,active
#HenryIV_1H4,4.03.0081,8,60,active
#HenryV_H5,2.02.0018,45,391,active
#HenryV_H5,2.02.0019,47,321,active
#HenryV_H5,2.02.0020,9,63,active
#HenryV_H5,2.04.0033,29,205,active
#HenryV_H5,2.04.0034,8,52,active
#HenryV_H5,4.03.0072,7,47,active
#HenryV_H5,4.03.0073,29,217,active
#HenryV_H5,4.03.0079,47,363,active
