node1,node2,n_lines,n_tokens
#ATTENDANTS.ALCIBIADES_Tim,1.01,319,2050
#Alcibiades_Tim,1.01,319,2050
#Apemantus_Tim,1.01,319,2050
#Jeweler_Tim,1.01,319,2050
#LORDS.0.1_Tim,1.01,319,2050
#LORDS.0.2_Tim,1.01,319,2050
#LORDS_Tim,1.01,319,2050
#MESSENGERS.X.1_Tim,1.01,319,2050
#MESSENGERS.X.2_Tim,1.01,319,2050
#Merchant_Tim,1.01,319,2050
#OldMan_Tim,1.01,319,2050
#Painter_Tim,1.01,319,2050
#Poet_Tim,1.01,319,2050
#SENATORS_Tim,1.01,319,2050
#SERVANTS.TIMON.Lucilius_Tim,1.01,319,2050
#SERVANTS.TIMON_Tim,1.01,319,2050
#Timon_Tim,1.01,319,2050
#ATTENDANTS.TIMON.0.1_Tim,1.02,267,1971
#ATTENDANTS.TIMON_Tim,1.02,267,1971
#Alcibiades_Tim,1.02,267,1971
#Apemantus_Tim,1.02,267,1971
#Cupid_Tim,1.02,267,1971
#FRIENDS.Lucius_Tim,1.02,267,1971
#FRIENDS.Ventidius_Tim,1.02,267,1971
#Flavius_Tim,1.02,267,1971
#LADIES.0.1_Tim,1.02,267,1971
#LADIES_Tim,1.02,267,1971
#LORDS.0.1_Tim,1.02,267,1971
#LORDS.0.2_Tim,1.02,267,1971
#LORDS.0.3_Tim,1.02,267,1971
#LORDS_Tim,1.02,267,1971
#SENATORS_Tim,1.02,267,1971
#SERVANTS.TIMON.1_Tim,1.02,267,1971
#SERVANTS.TIMON.2_Tim,1.02,267,1971
#SERVANTS.TIMON.3_Tim,1.02,267,1971
#SERVANTS.TIMON.X.1_Tim,1.02,267,1971
#Timon_Tim,1.02,267,1971
#SENATORS.X_Tim,2.01,38,293
#SERVANTS.Caphis_Tim,2.01,38,293
#ATTENDANTS_Tim,2.02,260,1729
#Alcibiades_Tim,2.02,260,1729
#Apemantus_Tim,2.02,260,1729
#Flavius_Tim,2.02,260,1729
#Fool_Tim,2.02,260,1729
#SERVANTS.Caphis_Tim,2.02,260,1729
#SERVANTS.ISIDORE.1_Tim,2.02,260,1729
#SERVANTS.Page_Tim,2.02,260,1729
#SERVANTS.TIMON.Flaminius_Tim,2.02,260,1729
#SERVANTS.TIMON.Servilius_Tim,2.02,260,1729
#SERVANTS.TIMON.X.2_Tim,2.02,260,1729
#SERVANTS.VARRO.1_Tim,2.02,260,1729
#Timon_Tim,2.02,260,1729
#FRIENDS.Lucullus_Tim,3.01,67,492
#SERVANTS.LUCULLUS.1_Tim,3.01,67,492
#SERVANTS.TIMON.Flaminius_Tim,3.01,67,492
#FRIENDS.Lucius_Tim,3.02,94,702
#SERVANTS.TIMON.Servilius_Tim,3.02,94,702
#STRANGERS.1_Tim,3.02,94,702
#STRANGERS.2_Tim,3.02,94,702
#STRANGERS.3_Tim,3.02,94,702
#FRIENDS.Sempronius_Tim,3.03,44,360
#SERVANTS.TIMON.X.2_Tim,3.03,44,360
#Flavius_Tim,3.04,132,817
#SERVANTS.Hortensius_Tim,3.04,132,817
#SERVANTS.LUCIUS.1_Tim,3.04,132,817
#SERVANTS.Philotus_Tim,3.04,132,817
#SERVANTS.TIMON.Flaminius_Tim,3.04,132,817
#SERVANTS.TIMON.Servilius_Tim,3.04,132,817
#SERVANTS.Titus_Tim,3.04,132,817
#SERVANTS.VARRO.1_Tim,3.04,132,817
#SERVANTS.VARRO.2_Tim,3.04,132,817
#Timon_Tim,3.04,132,817
#ATTENDANTS.ALCIBIADES_Tim,3.05,125,901
#Alcibiades_Tim,3.05,125,901
#SENATORS.0.1_Tim,3.05,125,901
#SENATORS.0.2_Tim,3.05,125,901
#SENATORS.0.3_Tim,3.05,125,901
#SENATORS_Tim,3.05,125,901
#FRIENDS.0.1_Tim,3.06,126,838
#FRIENDS.0.2_Tim,3.06,126,838
#FRIENDS.0.3_Tim,3.06,126,838
#FRIENDS.0.4_Tim,3.06,126,838
#FRIENDS.0_Tim,3.06,126,838
#FRIENDS_Tim,3.06,126,838
#SERVANTS.TIMON_Tim,3.06,126,838
#Timon_Tim,3.06,126,838
#Timon_Tim,4.01,41,305
#Flavius_Tim,4.02,56,412
#SERVANTS.TIMON.0.1_Tim,4.02,56,412
#SERVANTS.TIMON.0.2_Tim,4.02,56,412
#SERVANTS.TIMON.0.3_Tim,4.02,56,412
#SERVANTS.TIMON.0_Tim,4.02,56,412
#SERVANTS.TIMON_Tim,4.02,56,412
#Alcibiades_Tim,4.03,601,4196
#Apemantus_Tim,4.03,601,4196
#BANDITS.1_Tim,4.03,601,4196
#BANDITS.2_Tim,4.03,601,4196
#BANDITS.3_Tim,4.03,601,4196
#Flavius_Tim,4.03,601,4196
#Phrynia_Tim,4.03,601,4196
#Timandra_Tim,4.03,601,4196
#Timon_Tim,4.03,601,4196
#Flavius_Tim,5.01,261,1830
#Painter_Tim,5.01,261,1830
#Poet_Tim,5.01,261,1830
#SENATORS.1_Tim,5.01,261,1830
#SENATORS.2_Tim,5.01,261,1830
#Timon_Tim,5.01,261,1830
#MESSENGERS.X.3_Tim,5.02,19,130
#SENATORS.1_Tim,5.02,19,130
#SENATORS.2_Tim,5.02,19,130
#SENATORS.3_Tim,5.02,19,130
#SENATORS.4_Tim,5.02,19,130
#SOLDIERS.1_Tim,5.03,10,84
#Alcibiades_Tim,5.04,100,677
#SENATORS.1_Tim,5.04,100,677
#SENATORS.2_Tim,5.04,100,677
#SOLDIERS.1_Tim,5.04,100,677
#SOLDIERS_Tim,5.04,100,677
