act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Bassianus_Tit,363,48,2101,286
1,1,#Captain_Tit,41,6,2048,281
1,1,#Chiron_Tit,6,1,2713,365
1,1,#Demetrius_Tit,70,10,2713,365
1,1,#Lavinia_Tit,75,10,1739,235
1,1,#Lucius_Tit,250,32,2747,368
1,1,#Marcus_Tit,551,76,2553,345
1,1,#Martius_Tit,48,6,2692,361
1,1,#Mutius_Tit,25,4,2301,313
1,1,#Quintus_Tit,24,3,2692,361
1,1,#Saturninus_Tit,789,107,2364,321
1,1,#TRIBUNES_Tit,19,3,1238,173
1,1,#Tamora_Tit,503,68,2713,365
1,1,#Titus_Tit,1023,137,3245,436
2,1,#Aaron_Tit,642,90,1043,143
2,1,#Chiron_Tit,151,20,870,118
2,1,#Demetrius_Tit,250,33,870,118
2,2,#Bassianus_Tit,4,1,127,19
2,2,#Demetrius_Tit,18,2,127,19
2,2,#Lavinia_Tit,12,2,127,19
2,2,#Marcus_Tit,19,3,212,29
2,2,#Saturninus_Tit,35,6,127,19
2,2,#Titus_Tit,124,15,212,29
2,3,#Aaron_Tit,304,40,1023,132
2,3,#Bassianus_Tit,94,14,2022,257
2,3,#Chiron_Tit,87,11,790,99
2,3,#Demetrius_Tit,105,13,790,99
2,3,#Lavinia_Tit,370,47,1062,137
2,3,#Martius_Tit,225,29,919,115
2,3,#Quintus_Tit,203,24,919,115
2,3,#Saturninus_Tit,283,35,477,61
2,3,#Tamora_Tit,650,85,1778,231
2,3,#Titus_Tit,73,9,371,48
2,4,#Chiron_Tit,36,4,93,10
2,4,#Demetrius_Tit,57,6,93,10
2,4,#Marcus_Tit,387,47,387,47
3,1,#Aaron_Tit,161,19,462,57
3,1,#Lucius_Tit,302,39,2207,278
3,1,#Marcus_Tit,362,48,1828,228
3,1,#Messenger_Tit,56,7,56,7
3,1,#Titus_Tit,1553,193,2338,293
3,2,#Marcus_Tit,83,10,684,86
3,2,#Titus_Tit,586,74,684,86
3,2,#YoungLucius_Tit,15,2,684,86
4,1,#Marcus_Tit,376,48,1030,130
4,1,#Titus_Tit,455,57,977,123
4,1,#YoungLucius_Tit,199,25,977,123
4,2,#Aaron_Tit,900,113,1430,186
4,2,#Chiron_Tit,89,13,1351,177
4,2,#Demetrius_Tit,205,28,1351,177
4,2,#Nurse_Tit,136,19,959,125
4,2,#YoungLucius_Tit,100,13,127,17
4,3,#CountryFellow_Tit,123,17,341,45
4,3,#Marcus_Tit,156,20,944,124
4,3,#Publius_Tit,72,9,944,124
4,3,#Titus_Tit,593,78,944,124
4,4,#Aemilius_Tit,57,8,354,47
4,4,#CountryFellow_Tit,50,8,81,12
4,4,#Saturninus_Tit,417,55,857,116
4,4,#Tamora_Tit,333,45,857,116
5,1,#Aaron_Tit,714,87,1189,148
5,1,#Aemilius_Tit,44,6,94,14
5,1,#GOTHS.0.1_Tit,58,8,1275,159
5,1,#GOTHS.0.2_Tit,160,20,1189,148
5,1,#GOTHS.0_Tit,28,4,351,45
5,1,#GOTHS_Tit,10,1,1331,167
5,1,#Lucius_Tit,317,41,1331,167
5,2,#Chiron_Tit,34,4,1656,210
5,2,#Demetrius_Tit,15,2,1656,210
5,2,#Marcus_Tit,8,1,83,10
5,2,#Publius_Tit,40,5,444,56
5,2,#Tamora_Tit,480,61,1188,151
5,2,#Titus_Tit,1079,137,1473,187
5,3,#ATTENDANTS_Tit,12,2,1427,186
5,3,#Aaron_Tit,84,10,244,31
5,3,#Aemilius_Tit,31,4,1427,186
5,3,#GOTHS.0.1_Tit,8,1,1532,200
5,3,#Lucius_Tit,543,69,1547,202
5,3,#Marcus_Tit,505,67,1547,202
5,3,#Saturninus_Tit,66,10,1427,186
5,3,#TRIBUNES.0.1_Tit,21,3,199,25
5,3,#TRIBUNES_Tit,12,2,1427,186
5,3,#Tamora_Tit,15,2,1427,186
5,3,#Titus_Tit,226,30,1361,177
5,3,#YoungLucius_Tit,36,4,1361,177
1,1,#Aaron_Tit,0,0,2713,365
1,1,#Alarbus_Tit,0,0,454,60
1,1,#GUARDS_Tit,0,0,832,117
1,1,#ROMANS.0_Tit,0,0,3245,436
1,1,#ROMANS_Tit,0,0,2501,344
1,1,#SENATORS_Tit,0,0,1238,173
2,2,#ATTENDANTS_Tit,0,0,127,19
2,2,#Chiron_Tit,0,0,127,19
2,2,#Lucius_Tit,0,0,212,29
2,2,#Martius_Tit,0,0,212,29
2,2,#Quintus_Tit,0,0,212,29
2,2,#Tamora_Tit,0,0,127,19
2,3,#ATTENDANTS_Tit,0,0,477,61
2,3,#Lucius_Tit,0,0,371,48
2,4,#Lavinia_Tit,0,0,480,57
3,1,#Lavinia_Tit,0,0,1878,234
3,1,#Martius_Tit,0,0,84,11
3,1,#Quintus_Tit,0,0,84,11
3,1,#SENATORS_Tit,0,0,84,11
3,1,#TRIBUNES_Tit,0,0,84,11
3,2,#Lavinia_Tit,0,0,684,86
3,2,#SERVANTS_Tit,0,0,684,86
4,1,#Lavinia_Tit,0,0,977,123
4,2,#Infant_Tit,0,0,1038,134
4,2,#SERVANTS_Tit,0,0,127,17
4,3,#Caius_Tit,0,0,944,124
4,3,#Sempronius_Tit,0,0,944,124
4,3,#YoungLucius_Tit,0,0,944,124
4,4,#ATTENDANTS_Tit,0,0,857,116
4,4,#Chiron_Tit,0,0,857,116
4,4,#Demetrius_Tit,0,0,857,116
5,1,#Infant_Tit,0,0,1189,148
5,2,#Caius_Tit,0,0,444,56
5,2,#Lavinia_Tit,0,0,334,42
5,2,#Valentine_Tit,0,0,444,56
5,3,#GOTHS.0_Tit,0,0,124,15
5,3,#GOTHS_Tit,0,0,1547,202
5,3,#Infant_Tit,0,0,1547,202
5,3,#Lavinia_Tit,0,0,1361,177
5,3,#SERVANTS_Tit,0,0,912,122
