act,scene,stagegroup,stagegroup_raw,setting,onstage,speaker,n_lines,n_tokens
1,1,1,1,1,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,#RichardII_R2,6,45
1,1,1,1,2,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,#Gaunt_R2,1,4
1,1,1,1,3,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,#RichardII_R2,4,30
1,1,1,1,4,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,#Gaunt_R2,3,24
1,1,1,1,5,#ATTENDANTS_R2 #Gaunt_R2 #LORDS_R2 #RichardII_R2,#RichardII_R2,6,42
1,1,2,2,6,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#HenryIV_1H4,2,13
1,1,2,2,7,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#Mowbray_R2,3,20
1,1,2,2,8,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#RichardII_R2,5,39
1,1,2,2,9,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#HenryIV_1H4,18,138
1,1,2,2,10,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#Mowbray_R2,22,177
1,1,2,2,11,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#HenryIV_1H4,9,75
1,1,2,2,12,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#Mowbray_R2,6,47
1,1,2,2,13,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#RichardII_R2,3,26
1,1,2,2,14,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#HenryIV_1H4,24,169
1,1,2,2,15,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#RichardII_R2,2,15
1,1,2,2,16,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#Mowbray_R2,4,36
1,1,2,2,17,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#RichardII_R2,9,68
1,1,2,2,18,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#Mowbray_R2,28,212
1,1,2,2,19,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#RichardII_R2,8,57
1,1,2,2,20,#ATTENDANTS_R2 #Gaunt_R2 #HenryIV_1H4 #LORDS_R2 #Mowbray_R2 #RichardII_R2,#Gaunt_R2,2,17
