xml:id,corresp
AMBASSADORS_Ham,
ATTENDANTS.0.1_Ham,#ATTENDANTS_Ham
ATTENDANTS.0_Ham,#ATTENDANTS_Ham
ATTENDANTS.1_Ham,#ATTENDANTS_Ham
ATTENDANTS.2_Ham,#ATTENDANTS_Ham
ATTENDANTS.GENTLEMEN_Ham,#ATTENDANTS_Ham
ATTENDANTS.GUARDS_Ham,
ATTENDANTS_Ham,
Barnardo_Ham,
Claudius_Ham,
Cornelius_Ham,
Doctor_Ham,
FOLLOWERS.LAERTES_Ham,
Fortinbras_Ham,
Francisco_Ham,
Gertrude_Ham,
Ghost_Ham,
Gravedigger_Ham,
GravediggersCompanion_Ham,
Guildenstern_Ham,
Hamlet_Ham,
Horatio_Ham,
Laertes_Ham,
MESSENGERS.1_Ham,#MESSENGERS_Ham
MESSENGERS.2_Ham,#MESSENGERS_Ham
MESSENGERS_Ham,
Marcellus_Ham,
Ophelia_Ham,
Osric_Ham,
PLAYERS.0.1_Ham,#PLAYERS_Ham
PLAYERS.1_Ham,#PLAYERS_Ham
PLAYERS.King_Ham,#PLAYERS_Ham
PLAYERS.Lucianus_Ham,#PLAYERS_Ham
PLAYERS.Prologue_Ham,#PLAYERS_Ham
PLAYERS.Queen_Ham,#PLAYERS_Ham
PLAYERS_Ham,
Polonius_Ham,
Reynaldo_Ham,
Rosencrantz_Ham,
SAILORS.0.1_Ham,#SAILORS_Ham
SAILORS_Ham,
SOLDIERS.FORTINBRAS.Captain_Ham,#SOLDIERS.FORTINBRAS_Ham
SOLDIERS.FORTINBRAS_Ham,#SOLDIERS_Ham
SOLDIERS_Ham,
Voltemand_Ham,
