xml:id,corresp
ATTENDANTS_2H4,
Archbishop_1H4,
BEADLES.0.1_2H4,#BEADLES_2H4
BEADLES_2H4,
Bardolph_1H4,
Bedford_H5,
Blunt_2H4,
Bullcalf_2H4,
ChiefJustice_2H4,
Chorus_2H4,
Clarence_2H4,
Colevile_2H4,
DRAWERS.1_2H4,#DRAWERS_2H4
DRAWERS.Francis_1H4,#DRAWERS_2H4
DRAWERS.Will_2H4,#DRAWERS_2H4
DRAWERS.X_2H4,#DRAWERS_2H4
DRAWERS_2H4,
Davy_2H4,
DollTearsheet_2H4,
Epilogue_2H4,
Falstaff_1H4,
Feeble_2H4,
GROOMS.1_2H4,#GROOMS_2H4
GROOMS.2_2H4,#GROOMS_2H4
GROOMS_2H4,
Gloucester_2H4,
Harcourt_2H4,
Hastings_2H4,
HenryIV_1H4,
HenryV_H5,
LadyNorthumberland_2H4,
LadyPercy_1H4,
LordBardolph_2H4,
MESSENGERS.1_2H4,
MESSENGERS.Gower_2H4,
MUSICIANS_2H4,
Man_2H4,
MistressQuickly_1H4,
Morton_2H4,
Mouldy_2H4,
Mowbray_2H4,
Northumberland_R2,
OFFICERS.Fang_2H4,#OFFICERS_2H4
OFFICERS.Snare_2H4,OFFICERS_2H4
OFFICERS_2H4,
Peto_1H4,
Pistol_2H4,
Poins_1H4,
Porter_2H4,
SERVANTS.CHIEFJUSTICE.1_2H4,#SERVANTS_2H4
SERVANTS.FALSTAFF.1_2H4,#SERVANTS_2H4
SERVANTS.HENRY_2H4,#SERVANTS_2H4
SERVANTS_2H4,
SOLDIERS.HENRY_2H4,#SOLDIERS_2H4
SOLDIERS.REBEL.0.1_2H4,#SOLDIERS.REBEL_2H4
SOLDIERS.REBEL_2H4,#SOLDIERS_2H4
SOLDIERS_2H4,
Shadow_2H4,
Shallow_2H4,
Silence_2H4,
Surrey_2H4,
Travers_2H4,
Wart_2H4,
Warwick_2H4,
Westmoreland_1H4,
