act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
1,1,1,1,#Saturninus_Tit,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,57,8
1,1,1,2,#Bassianus_Tit,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,59,9
1,1,1,3,#Marcus_Tit,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,200,28
1,1,1,4,#Saturninus_Tit,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,9,1
1,1,1,5,#Bassianus_Tit,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,65,9
1,1,1,6,#Saturninus_Tit,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,57,7
1,1,1,7,#Bassianus_Tit,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit,6,1
1,1,2,8,#Captain_Tit,#Captain_Tit #ROMANS_Tit,41,6
1,1,3,9,#Titus_Tit,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,195,26
1,1,3,10,#Lucius_Tit,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,45,6
1,1,3,11,#Titus_Tit,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,15,2
1,1,3,12,#Tamora_Tit,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,128,17
1,1,3,13,#Titus_Tit,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,45,6
1,1,3,14,#Lucius_Tit,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,26,3
1,1,4,15,#Tamora_Tit,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,4,1
1,1,4,16,#Chiron_Tit,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,6,1
1,1,4,17,#Demetrius_Tit,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,70,10
1,1,5,18,#Lucius_Tit,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,44,6
1,1,5,19,#Titus_Tit,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,71,9
1,1,6,20,#Lavinia_Tit,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,62,8
1,1,6,21,#Titus_Tit,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit,29,4
