act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
1,1,1,1,#Orlando_AYL,#Adam_AYL #Orlando_AYL,234,25
1,1,2,2,#Adam_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,6,1
1,1,2,3,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,13,2
1,1,2,4,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,6,1
1,1,2,5,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,8,1
1,1,2,6,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,5,1
1,1,2,7,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,20,3
1,1,2,8,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,9,2
1,1,2,9,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,23,3
1,1,2,10,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,6,1
1,1,2,11,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,8,1
1,1,2,12,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,5,1
1,1,2,13,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,80,9
1,1,2,14,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,2,1
1,1,2,15,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,10,2
1,1,2,16,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,7,1
1,1,2,17,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,61,6
1,1,2,18,#Adam_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,11,2
1,1,2,19,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,5,1
1,1,2,20,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,83,9
1,1,2,21,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,36,4
1,1,2,22,#Orlando_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,12,2
1,1,2,23,#Oliver_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,7,1
1,1,2,24,#Adam_AYL,#Adam_AYL #Oliver_AYL #Orlando_AYL,29,3
1,1,3,25,#Oliver_AYL,#Oliver_AYL,24,3
1,1,4,26,#Dennis_AYL,#Dennis_AYL #Oliver_AYL,3,1
1,1,4,27,#Oliver_AYL,#Dennis_AYL #Oliver_AYL,11,2
1,1,4,28,#Dennis_AYL,#Dennis_AYL #Oliver_AYL,14,2
1,1,4,29,#Oliver_AYL,#Dennis_AYL #Oliver_AYL,3,1
1,1,5,30,#Oliver_AYL,#Oliver_AYL,10,2
1,1,6,31,#Charles_AYL,#Charles_AYL #Oliver_AYL,5,1
1,1,6,32,#Oliver_AYL,#Charles_AYL #Oliver_AYL,11,2
1,1,6,33,#Charles_AYL,#Charles_AYL #Oliver_AYL,55,7
1,1,6,34,#Oliver_AYL,#Charles_AYL #Oliver_AYL,13,2
1,1,6,35,#Charles_AYL,#Charles_AYL #Oliver_AYL,56,6
1,1,6,36,#Oliver_AYL,#Charles_AYL #Oliver_AYL,6,1
1,1,6,37,#Charles_AYL,#Charles_AYL #Oliver_AYL,50,6
1,1,6,38,#Oliver_AYL,#Charles_AYL #Oliver_AYL,8,2
1,1,6,39,#Charles_AYL,#Charles_AYL #Oliver_AYL,135,14
1,1,6,40,#Oliver_AYL,#Charles_AYL #Oliver_AYL,196,21
1,1,6,41,#Charles_AYL,#Charles_AYL #Oliver_AYL,36,4
1,1,6,42,#Oliver_AYL,#Charles_AYL #Oliver_AYL,3,1
1,1,7,43,#Oliver_AYL,#Oliver_AYL,96,10
1,2,8,44,#Celia_AYL,#Celia_AYL #Rosalind_AYL,9,1
1,2,8,45,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL,39,5
1,2,8,46,#Celia_AYL,#Celia_AYL #Rosalind_AYL,68,7
1,2,8,47,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL,13,2
1,2,8,48,#Celia_AYL,#Celia_AYL #Rosalind_AYL,66,7
1,2,8,49,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL,18,3
1,2,8,50,#Celia_AYL,#Celia_AYL #Rosalind_AYL,35,4
1,2,8,51,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL,6,1
1,2,8,52,#Celia_AYL,#Celia_AYL #Rosalind_AYL,20,3
1,2,8,53,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL,25,3
1,2,8,54,#Celia_AYL,#Celia_AYL #Rosalind_AYL,22,3
1,2,8,55,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL,22,3
1,2,8,56,#Celia_AYL,#Celia_AYL #Rosalind_AYL,17,2
1,2,9,57,#Celia_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,22,3
1,2,9,58,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,18,3
1,2,9,59,#Celia_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,48,6
1,2,9,60,#Touchstone_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,8,2
1,2,9,61,#Celia_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,5,1
1,2,9,62,#Touchstone_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,12,2
1,2,9,63,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,6,1
1,2,9,64,#Touchstone_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,43,5
1,2,9,65,#Celia_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,11,2
1,2,9,66,#Rosalind_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,6,1
1,2,9,67,#Touchstone_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,18,2
1,2,9,68,#Celia_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,9,1
1,2,9,69,#Touchstone_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,55,6
1,2,9,70,#Celia_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,7,1
1,2,9,71,#Touchstone_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,7,1
1,2,9,72,#Celia_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,23,3
1,2,9,73,#Touchstone_AYL,#Celia_AYL #Rosalind_AYL #Touchstone_AYL,14,2
