act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
0,0,1,1,#Chorus_Rom,#Chorus_Rom,106,14
1,1,2,2,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,8,1
1,1,2,3,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,7,1
1,1,2,4,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,9,1
1,1,2,5,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,10,2
1,1,2,6,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,5,1
1,1,2,7,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,8,1
1,1,2,8,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,9,1
1,1,2,9,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,20,3
1,1,2,10,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,22,2
1,1,2,11,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,13,2
1,1,2,12,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,31,4
1,1,2,13,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,10,2
1,1,2,14,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,29,3
1,1,2,15,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,5,1
1,1,2,16,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,16,2
1,1,2,17,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,9,1
1,1,2,18,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,20,2
1,1,2,19,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom,23,3
1,1,3,20,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,10,2
1,1,3,21,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,6,1
1,1,3,22,#SERVANTS.CAPULET.Sampson_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,3,1
1,1,3,23,#SERVANTS.CAPULET.Gregory_Rom,#SERVANTS.CAPULET.Gregory_Rom #SERVANTS.CAPULET.Sampson_Rom #SERVANTS.MONTAGUE.1_Rom #SERVANTS.MONTAGUE.Abram_Rom,5,1
