node1,node2,n_lines,n_tokens
#Antonio_MV,1.01.0001,59,459
#Salarino_MV,1.01.0001,59,459
#Solanio_MV,1.01.0001,59,459
#Antonio_MV,1.01.0002,13,91
#Bassanio_MV,1.01.0002,13,91
#Gratiano_MV,1.01.0002,13,91
#Lorenzo_MV,1.01.0002,13,91
#Salarino_MV,1.01.0002,13,91
#Solanio_MV,1.01.0002,13,91
#Antonio_MV,1.01.0003,47,353
#Bassanio_MV,1.01.0003,47,353
#Gratiano_MV,1.01.0003,47,353
#Lorenzo_MV,1.01.0003,47,353
#Antonio_MV,1.01.0004,73,584
#Bassanio_MV,1.01.0004,73,584
#Nerissa_MV,1.02.0005,121,1034
#Portia_MV,1.02.0005,121,1034
#Nerissa_MV,1.02.0006,13,107
#Portia_MV,1.02.0006,13,107
#SERVANTS.1_MV,1.02.0006,13,107
#Bassanio_MV,1.03.0007,39,273
#Shylock_MV,1.03.0007,39,273
#Antonio_MV,1.03.0008,151,1103
#Bassanio_MV,1.03.0008,151,1103
#Shylock_MV,1.03.0008,151,1103
#Antonio_MV,1.03.0009,4,35
#Bassanio_MV,1.03.0009,4,35
#ATTENDANTS.MOROCCO_MV,2.01.0010,49,364
#ATTENDANTS.PORTIA_MV,2.01.0010,49,364
#Morocco_MV,2.01.0010,49,364
#Nerissa_MV,2.01.0010,49,364
#Portia_MV,2.01.0010,49,364
#LanceletGobbo_MV,2.02.0011,31,271
#LanceletGobbo_MV,2.02.0012,81,675
#OldGobbo_MV,2.02.0012,81,675
#ATTENDANTS.BASSANIO.1_MV,2.02.0013,5,40
#ATTENDANTS.BASSANIO.2_MV,2.02.0013,5,40
#ATTENDANTS.BASSANIO.Leonardo_MV,2.02.0013,5,40
#Bassanio_MV,2.02.0013,5,40
#LanceletGobbo_MV,2.02.0013,5,40
#OldGobbo_MV,2.02.0013,5,40
#ATTENDANTS.BASSANIO.2_MV,2.02.0014,37,277
#ATTENDANTS.BASSANIO.Leonardo_MV,2.02.0014,37,277
#Bassanio_MV,2.02.0014,37,277
#LanceletGobbo_MV,2.02.0014,37,277
#OldGobbo_MV,2.02.0014,37,277
#ATTENDANTS.BASSANIO.Leonardo_MV,2.02.0015,13,119
#Bassanio_MV,2.02.0015,13,119
#LanceletGobbo_MV,2.02.0015,13,119
#OldGobbo_MV,2.02.0015,13,119
#ATTENDANTS.BASSANIO.Leonardo_MV,2.02.0016,5,37
#Bassanio_MV,2.02.0016,5,37
#ATTENDANTS.BASSANIO.Leonardo_MV,2.02.0017,2,7
#Bassanio_MV,2.02.0017,2,7
#Gratiano_MV,2.02.0017,2,7
#Bassanio_MV,2.02.0018,36,242
#Gratiano_MV,2.02.0018,36,242
#Jessica_MV,2.03.0019,15,114
#LanceletGobbo_MV,2.03.0019,15,114
#Jessica_MV,2.03.0020,6,49
#Gratiano_MV,2.04.0021,9,60
#Lorenzo_MV,2.04.0021,9,60
#Salarino_MV,2.04.0021,9,60
#Solanio_MV,2.04.0021,9,60
#Gratiano_MV,2.04.0022,14,87
#LanceletGobbo_MV,2.04.0022,14,87
#Lorenzo_MV,2.04.0022,14,87
