source,target,key,n_lines,n_tokens,edge_index,edge_type
#Countess_AWW,1.01.0001,0,2,11,1,active
1.01.0001,#Bertram_AWW,0,2,11,1,passive
1.01.0001,#Helen_AWW,0,2,11,1,passive
1.01.0001,#Lafew_AWW,0,2,11,1,passive
#Bertram_AWW,1.01.0001,0,4,28,2,active
1.01.0001,#Countess_AWW,0,4,28,2,passive
1.01.0001,#Helen_AWW,1,4,28,2,passive
1.01.0001,#Lafew_AWW,1,4,28,2,passive
#Lafew_AWW,1.01.0001,0,5,48,3,active
1.01.0001,#Bertram_AWW,1,5,48,3,passive
1.01.0001,#Countess_AWW,1,5,48,3,passive
1.01.0001,#Helen_AWW,2,5,48,3,passive
#Countess_AWW,1.01.0001,1,2,8,4,active
1.01.0001,#Bertram_AWW,2,2,8,4,passive
1.01.0001,#Helen_AWW,3,2,8,4,passive
1.01.0001,#Lafew_AWW,2,2,8,4,passive
#Lafew_AWW,1.01.0001,1,4,31,5,active
1.01.0001,#Bertram_AWW,3,4,31,5,passive
1.01.0001,#Countess_AWW,2,4,31,5,passive
1.01.0001,#Helen_AWW,4,4,31,5,passive
#Countess_AWW,1.01.0001,2,7,61,6,active
1.01.0001,#Bertram_AWW,4,7,61,6,passive
1.01.0001,#Helen_AWW,5,7,61,6,passive
1.01.0001,#Lafew_AWW,3,7,61,6,passive
#Lafew_AWW,1.01.0001,2,2,9,7,active
1.01.0001,#Bertram_AWW,5,2,9,7,passive
1.01.0001,#Countess_AWW,3,2,9,7,passive
1.01.0001,#Helen_AWW,6,2,9,7,passive
#Countess_AWW,1.01.0001,3,2,19,8,active
1.01.0001,#Bertram_AWW,6,2,19,8,passive
1.01.0001,#Helen_AWW,7,2,19,8,passive
1.01.0001,#Lafew_AWW,4,2,19,8,passive
#Lafew_AWW,1.01.0001,3,4,31,9,active
1.01.0001,#Bertram_AWW,7,4,31,9,passive
1.01.0001,#Countess_AWW,4,4,31,9,passive
1.01.0001,#Helen_AWW,8,4,31,9,passive
#Bertram_AWW,1.01.0001,1,2,10,10,active
1.01.0001,#Countess_AWW,5,2,10,10,passive
1.01.0001,#Helen_AWW,9,2,10,10,passive
1.01.0001,#Lafew_AWW,5,2,10,10,passive
#Lafew_AWW,1.01.0001,4,1,4,11,active
1.01.0001,#Bertram_AWW,8,1,4,11,passive
1.01.0001,#Countess_AWW,6,1,4,11,passive
1.01.0001,#Helen_AWW,10,1,4,11,passive
#Bertram_AWW,1.01.0001,2,1,6,12,active
1.01.0001,#Countess_AWW,7,1,6,12,passive
1.01.0001,#Helen_AWW,11,1,6,12,passive
1.01.0001,#Lafew_AWW,6,1,6,12,passive
#Lafew_AWW,1.01.0001,5,2,15,13,active
1.01.0001,#Bertram_AWW,9,2,15,13,passive
1.01.0001,#Countess_AWW,8,2,15,13,passive
1.01.0001,#Helen_AWW,12,2,15,13,passive
#Countess_AWW,1.01.0001,4,9,66,14,active
1.01.0001,#Bertram_AWW,10,9,66,14,passive
1.01.0001,#Helen_AWW,13,9,66,14,passive
1.01.0001,#Lafew_AWW,7,9,66,14,passive
#Lafew_AWW,1.01.0001,6,2,7,15,active
1.01.0001,#Bertram_AWW,11,2,7,15,passive
1.01.0001,#Countess_AWW,9,2,7,15,passive
1.01.0001,#Helen_AWW,14,2,7,15,passive
#Countess_AWW,1.01.0001,5,6,53,16,active
1.01.0001,#Bertram_AWW,12,6,53,16,passive
1.01.0001,#Helen_AWW,15,6,53,16,passive
1.01.0001,#Lafew_AWW,8,6,53,16,passive
#Helen_AWW,1.01.0001,0,1,11,17,active
1.01.0001,#Bertram_AWW,13,1,11,17,passive
1.01.0001,#Countess_AWW,10,1,11,17,passive
1.01.0001,#Lafew_AWW,9,1,11,17,passive
#Lafew_AWW,1.01.0001,7,2,15,18,active
1.01.0001,#Bertram_AWW,14,2,15,18,passive
1.01.0001,#Countess_AWW,11,2,15,18,passive
1.01.0001,#Helen_AWW,16,2,15,18,passive
#Countess_AWW,1.01.0001,6,2,14,19,active
1.01.0001,#Bertram_AWW,15,2,14,19,passive
1.01.0001,#Helen_AWW,17,2,14,19,passive
1.01.0001,#Lafew_AWW,10,2,14,19,passive
#Bertram_AWW,1.01.0001,3,1,6,20,active
1.01.0001,#Countess_AWW,12,1,6,20,passive
1.01.0001,#Helen_AWW,18,1,6,20,passive
1.01.0001,#Lafew_AWW,11,1,6,20,passive
#Lafew_AWW,1.01.0001,8,1,4,21,active
1.01.0001,#Bertram_AWW,16,1,4,21,passive
1.01.0001,#Countess_AWW,13,1,4,21,passive
1.01.0001,#Helen_AWW,19,1,4,21,passive
#Countess_AWW,1.01.0001,7,12,95,22,active
1.01.0001,#Bertram_AWW,17,12,95,22,passive
1.01.0001,#Helen_AWW,20,12,95,22,passive
1.01.0001,#Lafew_AWW,12,12,95,22,passive
#Lafew_AWW,1.01.0001,9,2,10,23,active
1.01.0001,#Bertram_AWW,18,2,10,23,passive
1.01.0001,#Countess_AWW,14,2,10,23,passive
1.01.0001,#Helen_AWW,21,2,10,23,passive
#Countess_AWW,1.01.0001,8,1,5,24,active
1.01.0001,#Bertram_AWW,19,1,5,24,passive
1.01.0001,#Helen_AWW,22,1,5,24,passive
1.01.0001,#Lafew_AWW,13,1,5,24,passive
#Bertram_AWW,1.01.0001,4,2,14,25,active
1.01.0001,#Countess_AWW,15,2,14,25,passive
1.01.0001,#Helen_AWW,23,2,14,25,passive
1.01.0001,#Lafew_AWW,14,2,14,25,passive
#Bertram_AWW,1.01.0002,0,2,12,26,active
1.01.0002,#Helen_AWW,0,2,12,26,passive
1.01.0002,#Lafew_AWW,0,2,12,26,passive
#Lafew_AWW,1.01.0002,0,2,11,27,active
1.01.0002,#Bertram_AWW,0,2,11,27,passive
1.01.0002,#Helen_AWW,1,2,11,27,passive
#Helen_AWW,1.01.0003,0,20,163,28,active
#Helen_AWW,1.01.0004,0,7,62,29,active
1.01.0004,#Parolles_AWW,0,7,62,29,passive
#Parolles_AWW,1.01.0004,0,1,4,30,active
1.01.0004,#Helen_AWW,0,1,4,30,passive
