act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#WITCHES.1_Mac,32,6,61,13
1,1,#WITCHES.2_Mac,29,6,61,13
1,1,#WITCHES.3_Mac,28,5,61,13
1,2,#Duncan_Mac,91,16,485,78
1,2,#Lennox_Mac,17,3,485,78
1,2,#Malcolm_Mac,37,6,485,78
1,2,#Ross_Mac,104,18,167,30
1,2,#SOLDIERS.Captain_Mac,236,35,318,48
1,3,#Angus_Mac,79,13,540,83
1,3,#Banquo_Mac,308,43,937,137
1,3,#Macbeth_Mac,370,54,937,137
1,3,#Ross_Mac,121,16,540,83
1,3,#WITCHES.1_Mac,202,35,521,81
1,3,#WITCHES.2_Mac,63,12,521,81
1,3,#WITCHES.3_Mac,72,14,521,81
1,4,#Banquo_Mac,9,2,361,49
1,4,#Duncan_Mac,252,37,467,65
1,4,#Macbeth_Mac,134,16,323,44
1,4,#Malcolm_Mac,72,10,467,65
1,5,#LadyMacbeth_Mac,553,78,606,87
1,5,#MESSENGERS.1_Mac,38,5,70,11
1,5,#Macbeth_Mac,15,4,150,26
1,6,#Banquo_Mac,52,9,253,39
1,6,#Duncan_Mac,129,19,253,39
1,6,#LadyMacbeth_Mac,72,11,184,27
1,7,#LadyMacbeth_Mac,329,46,470,68
1,7,#Macbeth_Mac,359,50,688,96
2,1,#Banquo_Mac,156,26,238,41
2,1,#Fleance_Mac,16,2,238,41
2,1,#Macbeth_Mac,347,49,446,66
2,2,#LadyMacbeth_Mac,340,52,568,87
2,2,#Macbeth_Mac,279,43,549,84
2,3,#Banquo_Mac,72,12,393,60
2,3,#Donalbain_Mac,60,10,413,60
2,3,#LadyMacbeth_Mac,28,6,364,55
2,3,#Lennox_Mac,132,22,776,117
2,3,#Macbeth_Mac,230,34,597,93
2,3,#Macduff_Mac,248,42,816,125
2,3,#Malcolm_Mac,101,16,413,60
2,3,#Porter_Mac,307,38,351,45
2,3,#Ross_Mac,4,2,365,53
