source,target,key,n_lines,n_tokens,edge_index,edge_type
#Chorus_Rom,0.00.0001,0,14,106,1,active
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,0,1,8,2,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,0,1,8,2,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,0,1,7,3,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,0,1,7,3,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,1,1,9,4,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,1,1,9,4,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,1,2,10,5,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,1,2,10,5,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,2,1,5,6,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,2,1,5,6,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,2,1,8,7,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,2,1,8,7,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,3,1,9,8,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,3,1,9,8,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,3,3,20,9,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,3,3,20,9,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,4,2,22,10,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,4,2,22,10,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,4,2,13,11,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,4,2,13,11,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,5,4,31,12,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,5,4,31,12,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,5,2,10,13,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,5,2,10,13,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,6,3,29,14,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,6,3,29,14,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,6,1,5,15,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,6,1,5,15,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,7,2,16,16,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,7,2,16,16,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,7,1,9,17,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,7,1,9,17,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0002,8,2,20,18,active
1.01.0002,#SERVANTS.CAPULET.Gregory_Rom,8,2,20,18,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0002,8,3,23,19,active
1.01.0002,#SERVANTS.CAPULET.Sampson_Rom,8,3,23,19,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0003,0,2,10,20,active
1.01.0003,#SERVANTS.CAPULET.Gregory_Rom,0,2,10,20,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,0,2,10,20,passive
1.01.0003,#SERVANTS.MONTAGUE.Abram_Rom,0,2,10,20,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0003,0,1,6,21,active
1.01.0003,#SERVANTS.CAPULET.Sampson_Rom,0,1,6,21,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,1,1,6,21,passive
1.01.0003,#SERVANTS.MONTAGUE.Abram_Rom,1,1,6,21,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0003,1,1,3,22,active
1.01.0003,#SERVANTS.CAPULET.Gregory_Rom,1,1,3,22,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,2,1,3,22,passive
1.01.0003,#SERVANTS.MONTAGUE.Abram_Rom,2,1,3,22,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0003,1,1,5,23,active
1.01.0003,#SERVANTS.CAPULET.Sampson_Rom,1,1,5,23,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,3,1,5,23,passive
1.01.0003,#SERVANTS.MONTAGUE.Abram_Rom,3,1,5,23,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0003,2,2,11,24,active
1.01.0003,#SERVANTS.CAPULET.Gregory_Rom,2,2,11,24,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,4,2,11,24,passive
1.01.0003,#SERVANTS.MONTAGUE.Abram_Rom,4,2,11,24,passive
#SERVANTS.CAPULET.Gregory_Rom,1.01.0003,2,2,15,25,active
1.01.0003,#SERVANTS.CAPULET.Sampson_Rom,2,2,15,25,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,5,2,15,25,passive
1.01.0003,#SERVANTS.MONTAGUE.Abram_Rom,5,2,15,25,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0003,3,2,20,26,active
1.01.0003,#SERVANTS.CAPULET.Gregory_Rom,3,2,20,26,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,6,2,20,26,passive
1.01.0003,#SERVANTS.MONTAGUE.Abram_Rom,6,2,20,26,passive
#SERVANTS.MONTAGUE.Abram_Rom,1.01.0003,0,1,8,27,active
1.01.0003,#SERVANTS.CAPULET.Gregory_Rom,4,1,8,27,passive
1.01.0003,#SERVANTS.CAPULET.Sampson_Rom,3,1,8,27,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,7,1,8,27,passive
#SERVANTS.CAPULET.Sampson_Rom,1.01.0003,4,1,6,28,active
1.01.0003,#SERVANTS.CAPULET.Gregory_Rom,5,1,6,28,passive
1.01.0003,#SERVANTS.MONTAGUE.1_Rom,8,1,6,28,passive
1.01.0003,#SERVANTS.MONTAGUE.Abram_Rom,7,1,6,28,passive
