act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,453,63,#Bassianus_Tit #Marcus_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit
1,1,2,41,6,#Captain_Tit #ROMANS_Tit
1,1,3,454,60,#Aaron_Tit #Alarbus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit
1,1,4,80,12,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit
1,1,5,115,15,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit
1,1,6,91,12,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit
1,1,7,785,110,#Aaron_Tit #Bassianus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #GUARDS_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #SENATORS_Tit #Saturninus_Tit #TRIBUNES_Tit #Tamora_Tit #Titus_Tit
1,1,8,62,8,#Aaron_Tit #Bassianus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Tamora_Tit #Titus_Tit
1,1,9,38,6,#Aaron_Tit #Bassianus_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #GUARDS_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #ROMANS_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit
1,1,10,9,1,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #GUARDS_Tit #Mutius_Tit #ROMANS.0_Tit #ROMANS_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit
1,1,11,18,4,#Captain_Tit #Mutius_Tit #ROMANS.0_Tit #ROMANS_Tit #Titus_Tit
1,1,12,39,5,#Captain_Tit #Lucius_Tit #Mutius_Tit #ROMANS.0_Tit #ROMANS_Tit #Titus_Tit
1,1,13,16,2,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Lucius_Tit #Mutius_Tit #ROMANS.0_Tit #ROMANS_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit
1,1,14,300,40,#Aaron_Tit #Captain_Tit #Chiron_Tit #Demetrius_Tit #Mutius_Tit #ROMANS.0_Tit #ROMANS_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit
1,1,15,23,3,#Mutius_Tit #ROMANS.0_Tit #Titus_Tit
1,1,16,351,47,#Lucius_Tit #Marcus_Tit #Martius_Tit #Mutius_Tit #Quintus_Tit #ROMANS.0_Tit #Titus_Tit
1,1,17,33,4,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #ROMANS.0_Tit #Titus_Tit
1,1,18,68,8,#Marcus_Tit #ROMANS.0_Tit #Titus_Tit
1,1,19,763,99,#Aaron_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #ROMANS.0_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit
2,1,20,173,25,#Aaron_Tit
2,1,21,870,118,#Aaron_Tit #Chiron_Tit #Demetrius_Tit
2,2,22,85,10,#Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Titus_Tit
2,2,23,127,19,#ATTENDANTS_Tit #Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Lucius_Tit #Marcus_Tit #Martius_Tit #Quintus_Tit #Saturninus_Tit #Tamora_Tit #Titus_Tit
2,3,24,68,9,#Aaron_Tit
2,3,25,304,41,#Aaron_Tit #Tamora_Tit
2,3,26,32,4,#Aaron_Tit #Bassianus_Tit #Lavinia_Tit #Tamora_Tit
2,3,27,240,34,#Bassianus_Tit #Lavinia_Tit #Tamora_Tit
2,3,28,790,99,#Bassianus_Tit #Chiron_Tit #Demetrius_Tit #Lavinia_Tit #Tamora_Tit
2,3,29,41,5,#Bassianus_Tit #Tamora_Tit
2,3,30,142,17,#Aaron_Tit #Bassianus_Tit #Martius_Tit #Quintus_Tit
2,3,31,300,37,#Bassianus_Tit #Martius_Tit #Quintus_Tit
