node,node_type
#AEDILES.X.1_Cor,character
#AEDILES.X.2_Cor,character
#AEDILES.X.3_Cor,character
#AEDILES_Cor,character
#ATTENDANTS.ROMAN_Cor,character
#ATTENDANTS.VOLSCIAN_Cor,character
#Adrian_Cor,character
#Aufidius_Cor,character
#CITIZENS.ANTIUM.1_Cor,character
#CITIZENS.ROMAN.0.1_Cor,character
#CITIZENS.ROMAN.0.2_Cor,character
#CITIZENS.ROMAN.0.3_Cor,character
#CITIZENS.ROMAN.1_Cor,character
#CITIZENS.ROMAN.2_Cor,character
#CITIZENS.ROMAN.3_Cor,character
#CITIZENS.ROMAN.4_Cor,character
#CITIZENS.ROMAN.5_Cor,character
#CITIZENS.ROMAN.6_Cor,character
#CITIZENS.ROMAN.7_Cor,character
#CITIZENS.ROMAN.8_Cor,character
#CITIZENS.ROMAN_Cor,character
#CITIZENS.VOLSCIAN_Cor,character
#CONSPIRATORS.0.1_Cor,character
#CONSPIRATORS.0.2_Cor,character
#CONSPIRATORS.0.3_Cor,character
#CONSPIRATORS_Cor,character
#Cominius_Cor,character
#Coriolanus_Cor,character
#Gentlewoman_Cor,character
#Herald_Cor,character
#LICTORS_Cor,character
#LORDS.VOLSCIAN.0.1_Cor,character
#LORDS.VOLSCIAN.0.2_Cor,character
#LORDS.VOLSCIAN.0.3_Cor,character
#LORDS.VOLSCIAN_Cor,character
#Lartius_Cor,character
#MESSENGERS.TRIBUNES.1_Cor,character
#MESSENGERS.TRIBUNES.2_Cor,character
#MESSENGERS.X.1_Cor,character
#MESSENGERS.X.2_Cor,character
#MESSENGERS.X.3_Cor,character
#MESSENGERS.X.4_Cor,character
#Menenius_Cor,character
#NOBLES.0.1_Cor,character
#NOBLES_Cor,character
#Nicanor_Cor,character
#OFFICERS.1_Cor,character
#OFFICERS.2_Cor,character
#SENATORS.ROMAN.0.1_Cor,character
#SENATORS.ROMAN.0.2_Cor,character
#SENATORS.ROMAN_Cor,character
#SENATORS.VOLSCIAN.0.1_Cor,character
#SENATORS.VOLSCIAN.0.2_Cor,character
#SENATORS.VOLSCIAN_Cor,character
#SERVANTS.1_Cor,character
#SERVANTS.2_Cor,character
#SERVANTS.3_Cor,character
#SOLDIERS.ROMAN.0.1_Cor,character
#SOLDIERS.ROMAN.0.2_Cor,character
#SOLDIERS.ROMAN.0.3_Cor,character
#SOLDIERS.ROMAN.0_Cor,character
#SOLDIERS.ROMAN.Lieutenant_Cor,character
#SOLDIERS.ROMAN.Scout_Cor,character
#SOLDIERS.ROMAN.Trumpeter_Cor,character
#SOLDIERS.ROMAN_Cor,character
#SOLDIERS.VOLSCIAN.0.1_Cor,character
#SOLDIERS.VOLSCIAN.Lieutenant_Cor,character
#SOLDIERS.VOLSCIAN_Cor,character
#TRIBUNES.Brutus_Cor,character
#TRIBUNES.Sicinius_Cor,character
#Usher_Cor,character
#Valeria_Cor,character
#Virgilia_Cor,character
#Volumnia_Cor,character
#WATCHMEN.1_Cor,character
#WATCHMEN.2_Cor,character
#YoungMartius_Cor,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
1.04,text_unit
1.05,text_unit
1.06,text_unit
1.07,text_unit
1.08,text_unit
1.09,text_unit
1.10,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
4.05,text_unit
4.06,text_unit
4.07,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
5.05,text_unit
5.06,text_unit
