node1,node2,n_lines,n_tokens
#Aaron_Tit,1.01,505,3739
#Alarbus_Tit,1.01,505,3739
#Bassianus_Tit,1.01,505,3739
#Captain_Tit,1.01,505,3739
#Chiron_Tit,1.01,505,3739
#Demetrius_Tit,1.01,505,3739
#GUARDS_Tit,1.01,505,3739
#Lavinia_Tit,1.01,505,3739
#Lucius_Tit,1.01,505,3739
#Marcus_Tit,1.01,505,3739
#Martius_Tit,1.01,505,3739
#Mutius_Tit,1.01,505,3739
#Quintus_Tit,1.01,505,3739
#ROMANS.0_Tit,1.01,505,3739
#ROMANS_Tit,1.01,505,3739
#SENATORS_Tit,1.01,505,3739
#Saturninus_Tit,1.01,505,3739
#TRIBUNES_Tit,1.01,505,3739
#Tamora_Tit,1.01,505,3739
#Titus_Tit,1.01,505,3739
#Aaron_Tit,2.01,143,1043
#Chiron_Tit,2.01,143,1043
#Demetrius_Tit,2.01,143,1043
#ATTENDANTS_Tit,2.02,29,212
#Bassianus_Tit,2.02,29,212
#Chiron_Tit,2.02,29,212
#Demetrius_Tit,2.02,29,212
#Lavinia_Tit,2.02,29,212
#Lucius_Tit,2.02,29,212
#Marcus_Tit,2.02,29,212
#Martius_Tit,2.02,29,212
#Quintus_Tit,2.02,29,212
#Saturninus_Tit,2.02,29,212
#Tamora_Tit,2.02,29,212
#Titus_Tit,2.02,29,212
#ATTENDANTS_Tit,2.03,307,2394
#Aaron_Tit,2.03,307,2394
#Bassianus_Tit,2.03,307,2394
#Chiron_Tit,2.03,307,2394
#Demetrius_Tit,2.03,307,2394
#Lavinia_Tit,2.03,307,2394
#Lucius_Tit,2.03,307,2394
#Martius_Tit,2.03,307,2394
#Quintus_Tit,2.03,307,2394
#Saturninus_Tit,2.03,307,2394
#Tamora_Tit,2.03,307,2394
#Titus_Tit,2.03,307,2394
#Chiron_Tit,2.04,57,480
#Demetrius_Tit,2.04,57,480
#Lavinia_Tit,2.04,57,480
#Marcus_Tit,2.04,57,480
#Aaron_Tit,3.01,306,2434
#Lavinia_Tit,3.01,306,2434
#Lucius_Tit,3.01,306,2434
#Marcus_Tit,3.01,306,2434
#Martius_Tit,3.01,306,2434
#Messenger_Tit,3.01,306,2434
#Quintus_Tit,3.01,306,2434
#SENATORS_Tit,3.01,306,2434
#TRIBUNES_Tit,3.01,306,2434
#Titus_Tit,3.01,306,2434
#Lavinia_Tit,3.02,86,684
#Marcus_Tit,3.02,86,684
#SERVANTS_Tit,3.02,86,684
#Titus_Tit,3.02,86,684
#YoungLucius_Tit,3.02,86,684
#Lavinia_Tit,4.01,130,1030
#Marcus_Tit,4.01,130,1030
#Titus_Tit,4.01,130,1030
#YoungLucius_Tit,4.01,130,1030
#Aaron_Tit,4.02,186,1430
#Chiron_Tit,4.02,186,1430
#Demetrius_Tit,4.02,186,1430
#Infant_Tit,4.02,186,1430
#Nurse_Tit,4.02,186,1430
#SERVANTS_Tit,4.02,186,1430
#YoungLucius_Tit,4.02,186,1430
#Caius_Tit,4.03,124,944
#CountryFellow_Tit,4.03,124,944
#Marcus_Tit,4.03,124,944
#Publius_Tit,4.03,124,944
#Sempronius_Tit,4.03,124,944
#Titus_Tit,4.03,124,944
#YoungLucius_Tit,4.03,124,944
#ATTENDANTS_Tit,4.04,116,857
#Aemilius_Tit,4.04,116,857
#Chiron_Tit,4.04,116,857
#CountryFellow_Tit,4.04,116,857
#Demetrius_Tit,4.04,116,857
#Saturninus_Tit,4.04,116,857
#Tamora_Tit,4.04,116,857
#Aaron_Tit,5.01,167,1331
#Aemilius_Tit,5.01,167,1331
#GOTHS.0.1_Tit,5.01,167,1331
#GOTHS.0.2_Tit,5.01,167,1331
#GOTHS.0_Tit,5.01,167,1331
#GOTHS_Tit,5.01,167,1331
#Infant_Tit,5.01,167,1331
#Lucius_Tit,5.01,167,1331
#Caius_Tit,5.02,210,1656
#Chiron_Tit,5.02,210,1656
#Demetrius_Tit,5.02,210,1656
#Lavinia_Tit,5.02,210,1656
#Marcus_Tit,5.02,210,1656
#Publius_Tit,5.02,210,1656
#Tamora_Tit,5.02,210,1656
#Titus_Tit,5.02,210,1656
#Valentine_Tit,5.02,210,1656
#ATTENDANTS_Tit,5.03,202,1547
#Aaron_Tit,5.03,202,1547
#Aemilius_Tit,5.03,202,1547
#GOTHS.0.1_Tit,5.03,202,1547
#GOTHS.0_Tit,5.03,202,1547
#GOTHS_Tit,5.03,202,1547
#Infant_Tit,5.03,202,1547
#Lavinia_Tit,5.03,202,1547
#Lucius_Tit,5.03,202,1547
#Marcus_Tit,5.03,202,1547
#SERVANTS_Tit,5.03,202,1547
#Saturninus_Tit,5.03,202,1547
#TRIBUNES.0.1_Tit,5.03,202,1547
#TRIBUNES_Tit,5.03,202,1547
#Tamora_Tit,5.03,202,1547
#Titus_Tit,5.03,202,1547
#YoungLucius_Tit,5.03,202,1547
