act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
1,1,1,1,#Barnardo_Ham,#Barnardo_Ham #Francisco_Ham,2,1
1,1,1,2,#Francisco_Ham,#Barnardo_Ham #Francisco_Ham,7,1
1,1,1,3,#Barnardo_Ham,#Barnardo_Ham #Francisco_Ham,4,1
1,1,1,4,#Francisco_Ham,#Barnardo_Ham #Francisco_Ham,1,1
1,1,1,5,#Barnardo_Ham,#Barnardo_Ham #Francisco_Ham,1,1
1,1,1,6,#Francisco_Ham,#Barnardo_Ham #Francisco_Ham,7,1
1,1,1,7,#Barnardo_Ham,#Barnardo_Ham #Francisco_Ham,9,1
1,1,1,8,#Francisco_Ham,#Barnardo_Ham #Francisco_Ham,14,2
1,1,1,9,#Barnardo_Ham,#Barnardo_Ham #Francisco_Ham,5,1
1,1,1,10,#Francisco_Ham,#Barnardo_Ham #Francisco_Ham,4,1
1,1,1,11,#Barnardo_Ham,#Barnardo_Ham #Francisco_Ham,19,3
1,1,2,12,#Francisco_Ham,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,10,1
1,1,2,13,#Horatio_Ham,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,1,2,14,#Marcellus_Ham,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,1,2,15,#Francisco_Ham,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,1,2,16,#Marcellus_Ham,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,8,2
1,1,2,17,#Francisco_Ham,#Barnardo_Ham #Francisco_Ham #Horatio_Ham #Marcellus_Ham,8,1
1,1,3,18,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,2,1
1,1,3,19,#Barnardo_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,1,3,20,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,1,3,21,#Barnardo_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,1,3,22,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,7,1
1,1,3,23,#Barnardo_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,1,3,24,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,53,7
1,1,3,25,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,1,3,26,#Barnardo_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,24,4
1,1,3,27,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,12,2
1,1,3,28,#Barnardo_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,35,5
1,1,4,29,#Marcellus_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,1,4,30,#Barnardo_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,1,4,31,#Marcellus_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,8,1
1,1,4,32,#Barnardo_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,1,4,33,#Horatio_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,1,4,34,#Barnardo_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,1,4,35,#Marcellus_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,1,4,36,#Horatio_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,32,5
1,1,4,37,#Marcellus_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,3,1
1,1,4,38,#Barnardo_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,1,4,39,#Horatio_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,7,1
1,1,5,40,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,1,5,41,#Barnardo_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,20,3
1,1,5,42,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,18,3
1,1,5,43,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,1,5,44,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,38,6
1,1,5,45,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,18,2
1,1,5,46,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,26,3
1,1,5,47,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,81,10
1,1,5,48,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,225,29
1,1,5,49,#Barnardo_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,35,4
1,1,5,50,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,104,14
1,1,6,51,#Horatio_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,100,15
1,1,6,52,#Marcellus_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,7,1
1,1,6,53,#Horatio_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,1,6,54,#Barnardo_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,2,1
1,1,6,55,#Horatio_Ham,#Barnardo_Ham #Ghost_Ham #Horatio_Ham #Marcellus_Ham,2,1
1,1,7,56,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,29,5
1,1,7,57,#Barnardo_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,1,7,58,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,68,9
1,1,7,59,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,64,8
1,1,7,60,#Horatio_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,77,9
1,1,7,61,#Marcellus_Ham,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,17,2
1,2,8,62,#Claudius_Ham,#Claudius_Ham #Cornelius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham #Voltemand_Ham,299,39
1,2,8,63,#Cornelius_Ham #Voltemand_Ham,#Claudius_Ham #Cornelius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham #Voltemand_Ham,10,1
1,2,8,64,#Claudius_Ham,#Claudius_Ham #Cornelius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham #Voltemand_Ham,6,1
1,2,9,65,#Claudius_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,74,10
1,2,9,66,#Laertes_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,51,7
1,2,9,67,#Claudius_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,8,1
1,2,9,68,#Polonius_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,32,4
1,2,9,69,#Claudius_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,25,3
1,2,9,70,#Hamlet_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,9,1
1,2,9,71,#Claudius_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,10,1
1,2,9,72,#Hamlet_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,11,1
1,2,9,73,#Gertrude_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,46,6
1,2,9,74,#Hamlet_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,5,1
1,2,9,75,#Gertrude_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,10,2
1,2,9,76,#Hamlet_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,86,11
1,2,9,77,#Claudius_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,243,32
1,2,9,78,#Gertrude_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,18,2
1,2,9,79,#Hamlet_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,9,1
1,2,9,80,#Claudius_Ham,#Claudius_Ham #Gertrude_Ham #Hamlet_Ham #Laertes_Ham #Polonius_Ham,60,8
1,2,10,81,#Hamlet_Ham,#Hamlet_Ham,261,32
1,2,11,82,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,2,11,83,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,13,2
1,2,11,84,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,2,11,85,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,18,3
1,2,11,86,#Marcellus_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,3,1
1,2,11,87,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,18,3
1,2,11,88,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,89,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,48,6
1,2,11,90,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,2,11,91,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,17,2
1,2,11,92,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,7,1
1,2,11,93,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,38,5
1,2,11,94,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,3,1
1,2,11,95,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,2,11,96,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,2,11,97,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,18,2
1,2,11,98,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,8,1
1,2,11,99,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,2,1
1,2,11,100,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,101,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,2,11,102,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,24,4
1,2,11,103,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,104,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,128,17
1,2,11,105,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,2,11,106,#Marcellus_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,8,1
1,2,11,107,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,108,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,50,7
1,2,11,109,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,3,1
1,2,11,110,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,25,3
1,2,11,111,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,11,2
1,2,11,112,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,2,11,113,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,3,1
1,2,11,114,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,3,1
1,2,11,115,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,2,11,116,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,117,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,118,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,9,1
1,2,11,119,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,2,11,120,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,8,1
1,2,11,121,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,3,1
1,2,11,122,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,3,1
1,2,11,123,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,124,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,2,1
1,2,11,125,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,126,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,6,1
1,2,11,127,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,2,11,128,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,9,2
1,2,11,129,#Barnardo_Ham #Marcellus_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,2,1
1,2,11,130,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,2,11,131,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,2,11,132,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,13,2
1,2,11,133,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,8,2
1,2,11,134,#Horatio_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,4,1
1,2,11,135,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,73,10
1,2,11,136,#Barnardo_Ham #Horatio_Ham #Marcellus_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,5,1
1,2,11,137,#Hamlet_Ham,#Barnardo_Ham #Hamlet_Ham #Horatio_Ham #Marcellus_Ham,7,1
1,2,12,138,#Hamlet_Ham,#Hamlet_Ham,38,5
1,3,13,139,#Laertes_Ham,#Laertes_Ham #Ophelia_Ham,25,4
1,3,13,140,#Ophelia_Ham,#Laertes_Ham #Ophelia_Ham,4,1
1,3,13,141,#Laertes_Ham,#Laertes_Ham #Ophelia_Ham,40,6
1,3,13,142,#Ophelia_Ham,#Laertes_Ham #Ophelia_Ham,4,1
1,3,13,143,#Laertes_Ham,#Laertes_Ham #Ophelia_Ham,275,36
1,3,13,144,#Ophelia_Ham,#Laertes_Ham #Ophelia_Ham,54,7
1,3,13,145,#Laertes_Ham,#Laertes_Ham #Ophelia_Ham,4,1
1,3,14,146,#Laertes_Ham,#Laertes_Ham #Ophelia_Ham #Polonius_Ham,22,3
1,3,14,147,#Polonius_Ham,#Laertes_Ham #Ophelia_Ham #Polonius_Ham,219,28
1,3,14,148,#Laertes_Ham,#Laertes_Ham #Ophelia_Ham #Polonius_Ham,9,1
1,3,14,149,#Polonius_Ham,#Laertes_Ham #Ophelia_Ham #Polonius_Ham,8,1
