node1,node2,n_lines,n_tokens
#Boatswain_Tmp,1.01.0001,4,21
#Shipmaster_Tmp,1.01.0001,4,21
#Boatswain_Tmp,1.01.0002,4,27
#SAILORS_Tmp,1.01.0002,4,27
#Alonso_Tmp,1.01.0003,20,140
#Antonio_Tmp,1.01.0003,20,140
#Boatswain_Tmp,1.01.0003,20,140
#Ferdinand_Tmp,1.01.0003,20,140
#Gonzalo_Tmp,1.01.0003,20,140
#SAILORS_Tmp,1.01.0003,20,140
#Sebastian_Tmp,1.01.0003,20,140
#Alonso_Tmp,1.01.0004,6,53
#Antonio_Tmp,1.01.0004,6,53
#Ferdinand_Tmp,1.01.0004,6,53
#Gonzalo_Tmp,1.01.0004,6,53
#SAILORS_Tmp,1.01.0004,6,53
#Sebastian_Tmp,1.01.0004,6,53
#Boatswain_Tmp,1.01.0005,4,29
#SAILORS_Tmp,1.01.0005,4,29
#Antonio_Tmp,1.01.0006,14,92
#Boatswain_Tmp,1.01.0006,14,92
#Gonzalo_Tmp,1.01.0006,14,92
#SAILORS_Tmp,1.01.0006,14,92
#Sebastian_Tmp,1.01.0006,14,92
#Antonio_Tmp,1.01.0007,7,48
#Boatswain_Tmp,1.01.0007,7,48
#Gonzalo_Tmp,1.01.0007,7,48
#Sebastian_Tmp,1.01.0007,7,48
#Antonio_Tmp,1.01.0008,4,30
#Gonzalo_Tmp,1.01.0008,4,30
#Sebastian_Tmp,1.01.0008,4,30
#Gonzalo_Tmp,1.01.0009,4,33
#Miranda_Tmp,1.02.0010,223,1540
#Prospero_Tmp,1.02.0010,223,1540
#Ariel_Tmp,1.02.0011,139,959
#Miranda_Tmp,1.02.0011,139,959
#Prospero_Tmp,1.02.0011,139,959
#Miranda_Tmp,1.02.0012,14,76
#Prospero_Tmp,1.02.0012,14,76
#Caliban_Tmp,1.02.0013,3,17
#Miranda_Tmp,1.02.0013,3,17
#Prospero_Tmp,1.02.0013,3,17
#Ariel_Tmp,1.02.0014,3,15
#Caliban_Tmp,1.02.0014,3,15
#Miranda_Tmp,1.02.0014,3,15
#Prospero_Tmp,1.02.0014,3,15
#Caliban_Tmp,1.02.0015,69,479
#Miranda_Tmp,1.02.0015,69,479
#Prospero_Tmp,1.02.0015,69,479
#Ariel_Tmp,1.02.0016,162,1020
#Ferdinand_Tmp,1.02.0016,162,1020
#Miranda_Tmp,1.02.0016,162,1020
#Prospero_Tmp,1.02.0016,162,1020
#Adrian_Tmp,2.01.0017,201,1233
#Alonso_Tmp,2.01.0017,201,1233
#Antonio_Tmp,2.01.0017,201,1233
#Francisco_Tmp,2.01.0017,201,1233
#Gonzalo_Tmp,2.01.0017,201,1233
#Sebastian_Tmp,2.01.0017,201,1233
#Adrian_Tmp,2.01.0018,17,108
#Alonso_Tmp,2.01.0018,17,108
#Antonio_Tmp,2.01.0018,17,108
#Ariel_Tmp,2.01.0018,17,108
#Francisco_Tmp,2.01.0018,17,108
#Gonzalo_Tmp,2.01.0018,17,108
#Sebastian_Tmp,2.01.0018,17,108
#Adrian_Tmp,2.01.0019,122,811
