node1,node2,n_lines,n_tokens
#Gower_Per,1.00.0001,42,281
#Antiochus_Per,1.01.0002,12,81
#FOLLOWERS.ANTIOCHUS_Per,1.01.0002,12,81
#Pericles_Per,1.01.0002,12,81
#Antiochus_Per,1.01.0003,114,866
#Daughter_Per,1.01.0003,114,866
#FOLLOWERS.ANTIOCHUS_Per,1.01.0003,114,866
#Pericles_Per,1.01.0003,114,866
#Pericles_Per,1.01.0004,22,181
#Antiochus_Per,1.01.0005,8,54
#Antiochus_Per,1.01.0006,12,69
#Thaliard_Per,1.01.0006,12,69
#Antiochus_Per,1.01.0007,2,14
#MESSENGERS.ANTIOCH.1_Per,1.01.0007,2,14
#Thaliard_Per,1.01.0007,2,14
#Antiochus_Per,1.01.0008,10,70
#Thaliard_Per,1.01.0008,10,70
#ATTENDANTS.PERICLES.1_Per,1.02.0009,1,4
#Pericles_Per,1.02.0009,1,4
#Pericles_Per,1.02.0010,36,276
#Helicanus_Per,1.02.0011,1,8
#LORDS.TYRE.0.1_Per,1.02.0011,1,8
#LORDS.TYRE_Per,1.02.0011,1,8
#Pericles_Per,1.02.0011,1,8
#Helicanus_Per,1.02.0012,16,122
#LORDS.TYRE.0.1_Per,1.02.0012,16,122
#LORDS.TYRE.0.2_Per,1.02.0012,16,122
#LORDS.TYRE_Per,1.02.0012,16,122
#Pericles_Per,1.02.0012,16,122
#Helicanus_Per,1.02.0013,79,620
#LORDS.TYRE.0.1_Per,1.02.0013,79,620
#LORDS.TYRE.0.2_Per,1.02.0013,79,620
#Pericles_Per,1.02.0013,79,620
#Thaliard_Per,1.03.0014,10,99
#Helicanus_Per,1.03.0015,30,223
#LORDS.TYRE_Per,1.03.0015,30,223
#Thaliard_Per,1.03.0015,30,223
#CITIZENS.TARSUS_Per,1.04.0016,56,440
#Cleon_Per,1.04.0016,56,440
#Dionyza_Per,1.04.0016,56,440
#CITIZENS.TARSUS_Per,1.04.0017,27,187
#Cleon_Per,1.04.0017,27,187
#Dionyza_Per,1.04.0017,27,187
#LORDS.TARSUS.1_Per,1.04.0017,27,187
#CITIZENS.TARSUS_Per,1.04.0018,2,15
#Cleon_Per,1.04.0018,2,15
#Dionyza_Per,1.04.0018,2,15
#ATTENDANTS.PERICLES_Per,1.04.0019,25,197
#CITIZENS.TARSUS_Per,1.04.0019,25,197
#Cleon_Per,1.04.0019,25,197
#Dionyza_Per,1.04.0019,25,197
#Pericles_Per,1.04.0019,25,197
#Gower_Per,2.00.0020,40,264
#Pericles_Per,2.01.0021,11,95
#FISHERMEN.1_Per,2.01.0022,87,635
#FISHERMEN.2_Per,2.01.0022,87,635
#FISHERMEN.3_Per,2.01.0022,87,635
#Pericles_Per,2.01.0022,87,635
#FISHERMEN.1_Per,2.01.0023,22,159
#Pericles_Per,2.01.0023,22,159
#FISHERMEN.1_Per,2.01.0024,52,426
#FISHERMEN.2_Per,2.01.0024,52,426
#FISHERMEN.3_Per,2.01.0024,52,426
#Pericles_Per,2.01.0024,52,426
#ATTENDANTS.SIMONIDES_Per,2.02.0025,1,8
#LORDS.PENTAPOLIS_Per,2.02.0025,1,8
#Simonides_Per,2.02.0025,1,8
#Thaisa_Per,2.02.0025,1,8
#ATTENDANTS.SIMONIDES_Per,2.02.0026,52,371
#LORDS.PENTAPOLIS.0.1_Per,2.02.0026,52,371
#LORDS.PENTAPOLIS_Per,2.02.0026,52,371
#Simonides_Per,2.02.0026,52,371
#Thaisa_Per,2.02.0026,52,371
#ATTENDANTS.SIMONIDES_Per,2.02.0027,2,15
#LORDS.PENTAPOLIS.0.1_Per,2.02.0027,2,15
