act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,477,65,#COMMONERS.Carpenter_JC #COMMONERS.Cobbler_JC #COMMONERS_JC #Flavius_JC #Marullus_JC
1,1,2,110,15,#Flavius_JC #Marullus_JC
1,2,3,165,29,#Antony_JC #Brutus_JC #COMMONERS_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC #Soothsayer_JC
1,2,4,1226,158,#Brutus_JC #Cassius_JC
1,2,5,289,37,#Antony_JC #Brutus_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cassius_JC #Cicero_JC #Decius_JC #Flavius_JC #Marullus_JC #Portia_JC
1,2,6,671,82,#Brutus_JC #Casca_JC #Cassius_JC
1,2,7,106,13,#Brutus_JC #Cassius_JC
1,2,8,119,15,#Cassius_JC
1,3,9,304,41,#Casca_JC #Cicero_JC
1,3,10,706,94,#Casca_JC #Cassius_JC
1,3,11,183,22,#Casca_JC #Cassius_JC #Cinna_JC
1,3,12,96,12,#Casca_JC #Cassius_JC
2,1,13,38,5,#Brutus_JC
2,1,14,25,4,#Brutus_JC #Lucius_JC
2,1,15,206,27,#Brutus_JC
2,1,16,66,9,#Brutus_JC #Lucius_JC
2,1,17,111,16,#Brutus_JC
2,1,18,14,2,#Brutus_JC #Lucius_JC
2,1,19,61,9,#Brutus_JC
2,1,20,61,11,#Brutus_JC #Lucius_JC
2,1,21,65,10,#Brutus_JC
2,1,22,1117,154,#Brutus_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #Trebonius_JC
2,1,23,35,5,#Brutus_JC
2,1,24,609,81,#Brutus_JC #Portia_JC
2,1,25,5,1,#Brutus_JC
2,1,26,19,3,#Brutus_JC #Ligarius_JC #Lucius_JC
2,1,27,187,26,#Brutus_JC #Ligarius_JC
2,2,28,24,3,#Caesar_JC
2,2,29,20,4,#Caesar_JC #SERVANTS.CAESAR.1_JC
2,2,30,243,32,#Caesar_JC #Calphurnia_JC
2,2,31,159,21,#Caesar_JC #Calphurnia_JC #SERVANTS.CAESAR.1_JC
2,2,32,405,52,#Caesar_JC #Calphurnia_JC #Decius_JC #SERVANTS.CAESAR.1_JC
2,2,33,59,10,#Brutus_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cinna_JC #Decius_JC #Ligarius_JC #Metellus_JC #Publius_JC #SERVANTS.CAESAR.1_JC #Trebonius_JC
2,2,34,30,5,#Antony_JC #Brutus_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cinna_JC #Decius_JC #Ligarius_JC #Metellus_JC #Publius_JC #SERVANTS.CAESAR.1_JC #Trebonius_JC
2,2,35,84,10,#Antony_JC #Brutus_JC #Caesar_JC #Calphurnia_JC #Casca_JC #Cinna_JC #Decius_JC #Ligarius_JC #Metellus_JC #Publius_JC #Trebonius_JC
2,3,36,117,16,#Artemidorus_JC
2,4,37,164,23,#Lucius_JC #Portia_JC
2,4,38,151,21,#Lucius_JC #Portia_JC #Soothsayer_JC
2,4,39,68,10,#Lucius_JC #Portia_JC
3,1,40,94,16,#Antony_JC #Artemidorus_JC #Brutus_JC #Caesar_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Lepidus_JC #Metellus_JC #PETITIONERS_JC #Popilius_JC #Publius_JC #SENATORS_JC #Soothsayer_JC #Trebonius_JC
3,1,41,88,13,#Antony_JC #Artemidorus_JC #Brutus_JC #Caesar_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Lepidus_JC #Metellus_JC #PETITIONERS_JC #Publius_JC #SENATORS_JC #Soothsayer_JC #Trebonius_JC
3,1,42,507,75,#Artemidorus_JC #Brutus_JC #Caesar_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Lepidus_JC #Metellus_JC #PETITIONERS_JC #Publius_JC #SENATORS_JC #Soothsayer_JC
3,1,43,217,32,#Brutus_JC #Caesar_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #Trebonius_JC
3,1,44,159,22,#Brutus_JC #Caesar_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #SERVANTS.ANTONY.1_JC #Trebonius_JC
3,1,45,33,4,#Brutus_JC #Caesar_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #Trebonius_JC
3,1,46,860,117,#Antony_JC #Brutus_JC #Caesar_JC #Casca_JC #Cassius_JC #Cinna_JC #Decius_JC #Metellus_JC #Trebonius_JC
3,1,47,173,22,#Antony_JC #Caesar_JC
3,1,48,164,23,#Antony_JC #Caesar_JC #SERVANTS.OCTAVIUS.1_JC
3,2,49,54,8,#Brutus_JC #Cassius_JC #PLEBEIANS_JC
3,2,50,5,1,#Brutus_JC #Cassius_JC #PLEBEIANS.0.1_JC #PLEBEIANS_JC
3,2,51,14,2,#Brutus_JC #Cassius_JC #PLEBEIANS.0.1_JC #PLEBEIANS.0.2_JC #PLEBEIANS_JC
