node,node_type
#ATTENDANTS.ARRAGON_MV,character
#ATTENDANTS.BASSANIO.1_MV,character
#ATTENDANTS.BASSANIO.2_MV,character
#ATTENDANTS.BASSANIO.Leonardo_MV,character
#ATTENDANTS.BASSANIO_MV,character
#ATTENDANTS.DUKE.0_MV,character
#ATTENDANTS.DUKE_MV,character
#ATTENDANTS.MOROCCO_MV,character
#ATTENDANTS.PORTIA.Balthazar_MV,character
#ATTENDANTS.PORTIA.Stephano_MV,character
#ATTENDANTS.PORTIA_MV,character
#Antonio_MV,character
#Arragon_MV,character
#Bassanio_MV,character
#Duke_MV,character
#Gratiano_MV,character
#Jailer_MV,character
#Jessica_MV,character
#LanceletGobbo_MV,character
#Lorenzo_MV,character
#MUSICIANS_MV,character
#Messenger_MV,character
#Morocco_MV,character
#Nerissa_MV,character
#OldGobbo_MV,character
#Portia_MV,character
#SERVANTS.1_MV,character
#SERVANTS.2_MV,character
#Salarino_MV,character
#Salerio_MV,character
#Shylock_MV,character
#Solanio_MV,character
#Tubal_MV,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
2.05,text_unit
2.06,text_unit
2.07,text_unit
2.08,text_unit
2.09,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
3.05,text_unit
4.01,text_unit
4.02,text_unit
5.01,text_unit
