act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Archidamus_WT,176,23,355,48
1,1,#Camillo_WT,179,25,355,48
1,2,#Camillo_WT,843,124,3824,555
1,2,#Hermione_WT,510,71,1563,230
1,2,#Leontes_WT,1552,224,2889,422
1,2,#Mamillius_WT,21,4,1786,261
1,2,#Polixenes_WT,898,132,2389,349
2,1,#ATTENDANTS.0.1_WT,128,19,1381,196
2,1,#Antigonus_WT,219,31,1390,197
2,1,#Hermione_WT,335,46,1056,151
2,1,#LADIES.0.1_WT,49,9,1659,237
2,1,#LADIES.0.2_WT,21,4,1622,231
2,1,#Leontes_WT,789,112,1390,197
2,1,#Mamillius_WT,130,18,536,78
2,2,#Jailer_WT,72,12,475,73
2,2,#LADIES.Emilia_WT,142,21,374,55
2,2,#Paulina_WT,305,47,519,80
2,3,#ATTENDANTS.0.1_WT,72,10,1515,223
2,3,#ATTENDANTS_WT,13,2,1515,223
2,3,#Antigonus_WT,180,29,1399,204
2,3,#Leontes_WT,784,114,1724,252
2,3,#Paulina_WT,619,87,887,136
2,3,#SERVANTS.0_WT,12,2,1479,217
2,3,#SERVANTS.X.1_WT,13,3,62,11
2,3,#SERVANTS.X.2_WT,31,5,110,17
3,1,#Cleomenes_WT,60,11,171,27
3,1,#Dion_WT,111,16,171,27
3,2,#ATTENDANTS.0.1_WT,42,8,1018,146
3,2,#ATTENDANTS_WT,6,1,1944,269
3,2,#Cleomenes_WT,4,1,968,138
3,2,#Dion_WT,4,1,968,138
3,2,#Hermione_WT,682,90,1136,159
3,2,#Leontes_WT,513,75,1944,269
3,2,#OFFICERS.0.1_WT,193,27,1885,261
3,2,#Paulina_WT,472,62,1733,239
3,2,#SERVANTS.X.1_WT,32,5,831,117
3,3,#Antigonus_WT,386,53,466,64
3,3,#Sailor_WT,80,11,120,18
3,3,#Shepherd_WT,371,44,682,81
3,3,#ShepherdsSon_WT,311,37,508,62
4,1,#Chorus_WT,266,33,266,33
4,2,#Camillo_WT,142,16,477,57
4,2,#Polixenes_WT,335,41,477,57
4,3,#Autolycus_WT,641,86,988,133
4,3,#ShepherdsSon_WT,347,47,675,93
4,4,#Autolycus_WT,1561,195,2814,379
4,4,#Camillo_WT,882,133,4969,729
4,4,#Dorcas_WT,67,13,2047,294
4,4,#Florizell_WT,1132,170,5404,792
4,4,#Mopsa_WT,142,21,2047,294
4,4,#Perdita_WT,839,126,5404,792
4,4,#Polixenes_WT,667,100,3097,455
4,4,#SERVANTS.SHEPHERD.1_WT,315,39,437,58
4,4,#Shepherd_WT,645,90,4500,640
4,4,#ShepherdsSon_WT,624,88,3261,451
5,1,#ATTENDANTS.X_WT,172,24,462,69
5,1,#Cleomenes_WT,76,13,1826,275
5,1,#Dion_WT,75,11,1898,287
5,1,#Florizell_WT,259,40,890,131
5,1,#Leontes_WT,723,108,1898,287
5,1,#Paulina_WT,458,70,1898,287
5,1,#Perdita_WT,16,3,890,131
5,1,#SERVANTS.X.3_WT,119,18,243,38
5,2,#ATTENDANTS.1_WT,221,30,959,120
5,2,#ATTENDANTS.2_WT,126,17,795,99
5,2,#ATTENDANTS.3_WT,594,70,752,93
5,2,#Autolycus_WT,193,24,1505,187
5,2,#Shepherd_WT,56,8,444,55
5,2,#ShepherdsSon_WT,315,38,444,55
5,3,#Camillo_WT,48,7,1286,192
5,3,#Hermione_WT,57,9,1118,169
5,3,#Leontes_WT,542,79,1286,192
5,3,#Paulina_WT,536,79,1286,192
5,3,#Perdita_WT,43,8,1286,192
5,3,#Polixenes_WT,60,10,1286,192
1,2,#ATTENDANTS_WT,0,0,1563,230
2,1,#ATTENDANTS_WT,0,0,1390,197
2,1,#LADIES_WT,0,0,1056,151
2,2,#ATTENDANTS.PAULINA.0.1_WT,0,0,487,75
2,2,#ATTENDANTS.PAULINA_WT,0,0,119,21
2,3,#Perdita.Infant_WT,0,0,1399,204
2,3,#SERVANTS_WT,0,0,1515,223
3,2,#LADIES_WT,0,0,1871,259
3,2,#OFFICERS_WT,0,0,1174,164
3,3,#Perdita.Infant_WT,0,0,1148,145
4,4,#MUSICIANS_WT,0,0,2251,325
4,4,#SERVANTS.SHEPHERD_WT,0,0,2251,325
4,4,#SHEPHERDS_WT,0,0,2047,294
5,1,#SERVANTS_WT,0,0,1826,275
5,3,#ATTENDANTS_WT,0,0,1286,192
5,3,#Florizell_WT,0,0,1286,192
