act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
1,1,1,1,#Archidamus_WT,#Archidamus_WT #Camillo_WT,34,4
1,1,1,2,#Camillo_WT,#Archidamus_WT #Camillo_WT,20,3
1,1,1,3,#Archidamus_WT,#Archidamus_WT #Camillo_WT,15,2
1,1,1,4,#Camillo_WT,#Archidamus_WT #Camillo_WT,2,1
1,1,1,5,#Archidamus_WT,#Archidamus_WT #Camillo_WT,47,6
1,1,1,6,#Camillo_WT,#Archidamus_WT #Camillo_WT,11,2
1,1,1,7,#Archidamus_WT,#Archidamus_WT #Camillo_WT,17,3
1,1,1,8,#Camillo_WT,#Archidamus_WT #Camillo_WT,89,12
1,1,1,9,#Archidamus_WT,#Archidamus_WT #Camillo_WT,39,5
1,1,1,10,#Camillo_WT,#Archidamus_WT #Camillo_WT,44,5
1,1,1,11,#Archidamus_WT,#Archidamus_WT #Camillo_WT,7,1
1,1,1,12,#Camillo_WT,#Archidamus_WT #Camillo_WT,13,2
1,1,1,13,#Archidamus_WT,#Archidamus_WT #Camillo_WT,17,2
1,2,2,14,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,67,9
1,2,2,15,#Leontes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,10,2
1,2,2,16,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,44,6
1,2,2,17,#Leontes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,11,2
1,2,2,18,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,3,1
1,2,2,19,#Leontes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,3,1
1,2,2,20,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,3,1
1,2,2,21,#Leontes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,13,2
1,2,2,22,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,72,10
1,2,2,23,#Leontes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,5,2
1,2,2,24,#Hermione_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,50,6
1,2,2,25,#Leontes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,3,1
1,2,2,26,#Hermione_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,94,12
1,2,2,27,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,2,1
1,2,2,28,#Hermione_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,4,1
1,2,2,29,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,4,1
1,2,2,30,#Hermione_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,87,12
1,2,2,31,#Polixenes_WT,#ATTENDANTS_WT #Camillo_WT #Hermione_WT #Leontes_WT #Mamillius_WT #Polixenes_WT,23,4
