act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,318,38
1,1,1,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,103,17
1,1,1,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,94,17
1,1,2,#HughEvans_Wiv,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,37,5
1,1,2,#MasterPage_Wiv,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,63,10
1,1,2,#Shallow_2H4,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,130,16
1,1,2,#Slender_Wiv,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv,20,3
1,1,3,#Bardolph_1H4,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,35,6
1,1,3,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,87,16
1,1,3,#HughEvans_Wiv,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,122,15
1,1,3,#MasterPage_Wiv,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,14,2
1,1,3,#Nym_H5,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,38,4
1,1,3,#Pistol_2H4,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,38,6
1,1,3,#Shallow_2H4,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,26,4
1,1,3,#Slender_Wiv,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,165,24
1,1,4,#MasterPage_Wiv,#AnnePage_Wiv #Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,9,2
1,1,5,#Slender_Wiv,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,7,1
1,1,6,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,15,2
1,1,6,#MasterPage_Wiv,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv,28,4
1,1,7,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv,15,2
1,1,8,#HughEvans_Wiv,#HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv,131,18
1,1,8,#Shallow_2H4,#HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv,90,13
1,1,8,#Simple_Wiv,#HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv,19,3
1,1,8,#Slender_Wiv,#HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv,190,24
1,1,9,#AnnePage_Wiv,#AnnePage_Wiv #HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv,12,2
1,1,9,#HughEvans_Wiv,#AnnePage_Wiv #HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv,11,2
1,1,9,#Shallow_2H4,#AnnePage_Wiv #HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv,22,3
1,1,10,#AnnePage_Wiv,#AnnePage_Wiv #Simple_Wiv #Slender_Wiv,14,3
1,1,10,#Slender_Wiv,#AnnePage_Wiv #Simple_Wiv #Slender_Wiv,32,5
1,1,11,#AnnePage_Wiv,#AnnePage_Wiv #Slender_Wiv,34,5
1,1,11,#Slender_Wiv,#AnnePage_Wiv #Slender_Wiv,191,22
1,1,12,#AnnePage_Wiv,#AnnePage_Wiv #MasterPage_Wiv #Slender_Wiv,11,2
1,1,12,#MasterPage_Wiv,#AnnePage_Wiv #MasterPage_Wiv #Slender_Wiv,23,5
1,1,12,#Slender_Wiv,#AnnePage_Wiv #MasterPage_Wiv #Slender_Wiv,46,7
1,2,13,#HughEvans_Wiv,#HughEvans_Wiv #Simple_Wiv,100,12
1,2,13,#Simple_Wiv,#HughEvans_Wiv #Simple_Wiv,2,1
1,3,14,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #Host_Wiv #Nym_H5 #Pistol_2H4 #Robin_Wiv,28,5
1,3,14,#Host_Wiv,#Bardolph_1H4 #Falstaff_1H4 #Host_Wiv #Nym_H5 #Pistol_2H4 #Robin_Wiv,59,9
1,3,15,#Bardolph_1H4,#Bardolph_1H4 #Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,11,1
1,3,15,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,24,3
1,3,15,#Pistol_2H4,#Bardolph_1H4 #Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,9,2
1,3,16,#Falstaff_1H4,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,345,41
1,3,16,#Nym_H5,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,61,11
1,3,16,#Pistol_2H4,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv,83,14
1,3,17,#Nym_H5,#Nym_H5 #Pistol_2H4,59,8
1,3,17,#Pistol_2H4,#Nym_H5 #Pistol_2H4,73,13
1,4,18,#MistressQuickly_1H4,#MistressQuickly_1H4 #Simple_Wiv,3,1
1,4,19,#MistressQuickly_1H4,#MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,64,8
1,4,19,#Rugby_Wiv,#MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,3,1
1,4,20,#MistressQuickly_1H4,#MistressQuickly_1H4 #Simple_Wiv,131,18
1,4,20,#Simple_Wiv,#MistressQuickly_1H4 #Simple_Wiv,55,8
1,4,21,#MistressQuickly_1H4,#MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,46,6
1,4,21,#Rugby_Wiv,#MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,6,1
1,4,22,#MistressQuickly_1H4,#MistressQuickly_1H4 #Simple_Wiv,6,1
1,4,23,#DoctorCaius_Wiv,#DoctorCaius_Wiv #MistressQuickly_1H4 #Simple_Wiv,35,4
1,4,23,#MistressQuickly_1H4,#DoctorCaius_Wiv #MistressQuickly_1H4 #Simple_Wiv,26,4
1,4,24,#DoctorCaius_Wiv,#DoctorCaius_Wiv #Simple_Wiv,19,2
1,4,25,#DoctorCaius_Wiv,#DoctorCaius_Wiv #MistressQuickly_1H4 #Simple_Wiv,12,2
1,4,25,#MistressQuickly_1H4,#DoctorCaius_Wiv #MistressQuickly_1H4 #Simple_Wiv,8,2
1,4,26,#DoctorCaius_Wiv,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,49,7
1,4,26,#Rugby_Wiv,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,9,2
1,4,27,#MistressQuickly_1H4,#MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,11,2
1,4,28,#DoctorCaius_Wiv,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,126,20
1,4,28,#MistressQuickly_1H4,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,190,24
1,4,28,#Simple_Wiv,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv,40,6
1,4,29,#DoctorCaius_Wiv,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv,76,9
1,4,29,#MistressQuickly_1H4,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv,31,5
1,4,30,#MistressQuickly_1H4,#MistressQuickly_1H4,37,4
1,4,31,#Fenton_Wiv,#Fenton_Wiv #MistressQuickly_1H4,73,11
1,4,31,#MistressQuickly_1H4,#Fenton_Wiv #MistressQuickly_1H4,168,22
1,4,32,#MistressQuickly_1H4,#MistressQuickly_1H4,26,3
2,1,33,#MistressPage_Wiv,#MistressPage_Wiv,256,31
2,1,34,#MistressFord_Wiv,#MistressFord_Wiv #MistressPage_Wiv,288,37
2,1,34,#MistressPage_Wiv,#MistressFord_Wiv #MistressPage_Wiv,312,40
2,1,35,#MasterFord_Wiv,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5 #Pistol_2H4,20,4
2,1,35,#Pistol_2H4,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5 #Pistol_2H4,95,16
2,1,36,#MasterFord_Wiv,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5,9,1
2,1,36,#Nym_H5,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5,81,9
2,1,37,#MasterFord_Wiv,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv,27,5
2,1,37,#MasterPage_Wiv,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv,45,8
2,1,37,#MistressFord_Wiv,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv,22,4
2,1,37,#MistressPage_Wiv,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv,18,4
2,1,38,#MistressFord_Wiv,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #MistressQuickly_1H4,9,1
2,1,38,#MistressPage_Wiv,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #MistressQuickly_1H4,30,5
2,1,38,#MistressQuickly_1H4,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #MistressQuickly_1H4,10,2
2,1,39,#MasterFord_Wiv,#MasterFord_Wiv #MasterPage_Wiv,70,9
2,1,39,#MasterPage_Wiv,#MasterFord_Wiv #MasterPage_Wiv,90,11
2,1,40,#Host_Wiv,#Host_Wiv #MasterFord_Wiv #MasterPage_Wiv,11,2
2,1,40,#MasterPage_Wiv,#Host_Wiv #MasterFord_Wiv #MasterPage_Wiv,30,4
2,1,41,#Host_Wiv,#Host_Wiv #MasterFord_Wiv #MasterPage_Wiv #Shallow_2H4,56,9
2,1,41,#MasterFord_Wiv,#Host_Wiv #MasterFord_Wiv #MasterPage_Wiv #Shallow_2H4,39,4
2,1,41,#MasterPage_Wiv,#Host_Wiv #MasterFord_Wiv #MasterPage_Wiv #Shallow_2H4,22,4
2,1,41,#Shallow_2H4,#Host_Wiv #MasterFord_Wiv #MasterPage_Wiv #Shallow_2H4,147,18
2,1,42,#MasterFord_Wiv,#MasterFord_Wiv,72,7
2,2,43,#Falstaff_1H4,#Falstaff_1H4 #Pistol_2H4,222,25
2,2,43,#Pistol_2H4,#Falstaff_1H4 #Pistol_2H4,30,5
2,2,44,#Falstaff_1H4,#Falstaff_1H4 #Pistol_2H4 #Robin_Wiv,3,1
2,2,44,#Robin_Wiv,#Falstaff_1H4 #Pistol_2H4 #Robin_Wiv,8,1
2,2,45,#Falstaff_1H4,#Falstaff_1H4 #MistressQuickly_1H4 #Pistol_2H4 #Robin_Wiv,142,24
2,2,45,#MistressQuickly_1H4,#Falstaff_1H4 #MistressQuickly_1H4 #Pistol_2H4 #Robin_Wiv,656,77
2,2,46,#Falstaff_1H4,#Falstaff_1H4 #Pistol_2H4,4,2
2,2,46,#Pistol_2H4,#Falstaff_1H4 #Pistol_2H4,27,3
2,2,47,#Falstaff_1H4,#Falstaff_1H4,56,6
2,2,48,#Bardolph_1H4,#Bardolph_1H4 #Falstaff_1H4,29,5
2,2,48,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4,17,3
2,2,49,#Falstaff_1H4,#Falstaff_1H4,14,2
2,2,50,#Falstaff_1H4,#Bardolph_1H4 #Falstaff_1H4 #MasterFord_Wiv,17,3
2,2,50,#MasterFord_Wiv,#Bardolph_1H4 #Falstaff_1H4 #MasterFord_Wiv,15,3
2,2,51,#Falstaff_1H4,#Falstaff_1H4 #MasterFord_Wiv,348,49
2,2,51,#MasterFord_Wiv,#Falstaff_1H4 #MasterFord_Wiv,653,84
2,2,52,#MasterFord_Wiv,#MasterFord_Wiv,241,28
2,3,53,#DoctorCaius_Wiv,#DoctorCaius_Wiv #Rugby_Wiv,72,10
2,3,53,#Rugby_Wiv,#DoctorCaius_Wiv #Rugby_Wiv,34,7
2,3,54,#DoctorCaius_Wiv,#DoctorCaius_Wiv #Host_Wiv #MasterPage_Wiv #Rugby_Wiv #Shallow_2H4 #Slender_Wiv,98,15
2,3,54,#Host_Wiv,#DoctorCaius_Wiv #Host_Wiv #MasterPage_Wiv #Rugby_Wiv #Shallow_2H4 #Slender_Wiv,164,24
2,3,54,#MasterPage_Wiv,#DoctorCaius_Wiv #Host_Wiv #MasterPage_Wiv #Rugby_Wiv #Shallow_2H4 #Slender_Wiv,29,5
