act,scene,stagegroup,setting,speaker,onstage,n_tokens,n_lines
0,1,1,1,#Sly_Shr,#Hostess_Shr #Sly_Shr,5,1
0,1,1,2,#Hostess_Shr,#Hostess_Shr #Sly_Shr,6,1
0,1,1,3,#Sly_Shr,#Hostess_Shr #Sly_Shr,26,4
0,1,1,4,#Hostess_Shr,#Hostess_Shr #Sly_Shr,10,2
0,1,1,5,#Sly_Shr,#Hostess_Shr #Sly_Shr,16,2
0,1,1,6,#Hostess_Shr,#Hostess_Shr #Sly_Shr,10,2
0,1,2,7,#Sly_Shr,#Sly_Shr,22,3
0,1,3,8,#Lord_Shr,#HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,48,6
0,1,4,9,#HUNTSMEN.0.1_Shr,#HUNTSMEN.0.1_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,34,4
0,1,4,10,#Lord_Shr,#HUNTSMEN.0.1_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,32,4
0,1,4,11,#HUNTSMEN.0.1_Shr,#HUNTSMEN.0.1_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,4,1
0,1,5,12,#Lord_Shr,#HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,10,2
0,1,6,13,#HUNTSMEN.0.2_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,20,2
0,1,6,14,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,66,9
0,1,7,15,#HUNTSMEN.0.3_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,8,1
0,1,7,16,#HUNTSMEN.0.2_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,9,1
0,1,7,17,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,197,26
0,1,7,18,#HUNTSMEN.0.3_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,28,3
0,1,7,19,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #HUNTSMEN_Shr #Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,18,2
0,1,8,20,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #SERVANTS.LORD_Shr,21,3
0,1,9,21,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,5,1
0,1,9,22,#SERVANTS.LORD.0.1_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,12,2
0,1,9,23,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,4,1
0,1,10,24,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,5,1
0,1,10,25,#PLAYERS_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,4,1
0,1,10,26,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,8,1
0,1,11,27,#PLAYERS.0.1_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS.0.1_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,8,1
0,1,11,28,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS.0.1_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,39,5
0,1,12,29,#PLAYERS.0.2_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS.0.1_Shr #PLAYERS.0.2_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,8,1
0,1,12,30,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS.0.1_Shr #PLAYERS.0.2_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,84,11
0,1,12,31,#PLAYERS.0.1_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS.0.1_Shr #PLAYERS.0.2_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,16,2
0,1,12,32,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS.0.1_Shr #PLAYERS.0.2_Shr #PLAYERS_Shr #SERVANTS.LORD.0.1_Shr #SERVANTS.LORD_Shr,22,3
0,1,13,33,#Lord_Shr,#HUNTSMEN.0.2_Shr #HUNTSMEN.0.3_Shr #Lord_Shr #PLAYERS.0.1_Shr #PLAYERS.0.2_Shr #SERVANTS.LORD_Shr,263,35
0,2,14,34,#Sly_Shr,#Lord_Shr #SERVANTS.LORD_Shr #Sly_Shr,8,1
