node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#ATTENDANTS.1_Cym,#ATTENDANTS.2_Cym,0,1,1,1,577,80,1
#Imogen_Cym,#Posthumus_Cym,0,1,1,2,112,16,2
#Imogen_Cym,#Queen_Cym,0,1,1,2,112,16,2
#Posthumus_Cym,#Queen_Cym,0,1,1,2,112,16,2
#Imogen_Cym,#Posthumus_Cym,1,1,1,3,143,20,3
#Imogen_Cym,#Posthumus_Cym,2,1,1,4,47,7,4
#Imogen_Cym,#Queen_Cym,1,1,1,4,47,7,4
#Posthumus_Cym,#Queen_Cym,1,1,1,4,47,7,4
#Imogen_Cym,#Posthumus_Cym,3,1,1,5,148,23,5
#ATTENDANTS_Cym,#Cymbeline_Cym,0,1,1,6,46,8,6
#Imogen_Cym,#ATTENDANTS_Cym,0,1,1,6,46,8,6
#Imogen_Cym,#Cymbeline_Cym,0,1,1,6,46,8,6
#Imogen_Cym,#Posthumus_Cym,4,1,1,6,46,8,6
#Posthumus_Cym,#ATTENDANTS_Cym,0,1,1,6,46,8,6
#Posthumus_Cym,#Cymbeline_Cym,0,1,1,6,46,8,6
#ATTENDANTS_Cym,#Cymbeline_Cym,1,1,1,7,170,29,7
#Imogen_Cym,#ATTENDANTS_Cym,1,1,1,7,170,29,7
#Imogen_Cym,#Cymbeline_Cym,1,1,1,7,170,29,7
#ATTENDANTS_Cym,#Cymbeline_Cym,2,1,1,8,59,11,8
#Imogen_Cym,#ATTENDANTS_Cym,2,1,1,8,59,11,8
#Imogen_Cym,#Cymbeline_Cym,2,1,1,8,59,11,8
#Imogen_Cym,#Queen_Cym,2,1,1,8,59,11,8
#Queen_Cym,#ATTENDANTS_Cym,0,1,1,8,59,11,8
#Queen_Cym,#Cymbeline_Cym,0,1,1,8,59,11,8
#Imogen_Cym,#Queen_Cym,3,1,1,9,5,1,9
#Imogen_Cym,#Pisanio_Cym,0,1,1,10,176,26,10
#Imogen_Cym,#Queen_Cym,4,1,1,10,176,26,10
#Queen_Cym,#Pisanio_Cym,0,1,1,10,176,26,10
#ATTENDANTS.CLOTEN.1_Cym,#ATTENDANTS.CLOTEN.2_Cym,0,1,2,11,265,41,11
#ATTENDANTS.CLOTEN.1_Cym,#Cloten_Cym,0,1,2,11,265,41,11
#ATTENDANTS.CLOTEN.2_Cym,#Cloten_Cym,0,1,2,11,265,41,11
#Imogen_Cym,#Pisanio_Cym,1,1,3,12,315,44,12
#Imogen_Cym,#LADIES.IMOGEN_Cym,0,1,3,13,24,5,13
#Imogen_Cym,#Pisanio_Cym,2,1,3,13,24,5,13
#Pisanio_Cym,#LADIES.IMOGEN_Cym,0,1,3,13,24,5,13
#Dutchman_Cym,#Frenchman_Cym,0,1,4,14,213,28,14
#Dutchman_Cym,#Iachimo_Cym,0,1,4,14,213,28,14
#Dutchman_Cym,#Philario_Cym,0,1,4,14,213,28,14
#Dutchman_Cym,#Spaniard_Cym,0,1,4,14,213,28,14
#Frenchman_Cym,#Iachimo_Cym,0,1,4,14,213,28,14
#Frenchman_Cym,#Philario_Cym,0,1,4,14,213,28,14
#Frenchman_Cym,#Spaniard_Cym,0,1,4,14,213,28,14
#Iachimo_Cym,#Philario_Cym,0,1,4,14,213,28,14
#Iachimo_Cym,#Spaniard_Cym,0,1,4,14,213,28,14
#Philario_Cym,#Spaniard_Cym,0,1,4,14,213,28,14
#Dutchman_Cym,#Frenchman_Cym,1,1,4,15,1157,150,15
#Dutchman_Cym,#Iachimo_Cym,1,1,4,15,1157,150,15
#Dutchman_Cym,#Philario_Cym,1,1,4,15,1157,150,15
#Dutchman_Cym,#Spaniard_Cym,1,1,4,15,1157,150,15
#Frenchman_Cym,#Iachimo_Cym,1,1,4,15,1157,150,15
#Frenchman_Cym,#Philario_Cym,1,1,4,15,1157,150,15
#Frenchman_Cym,#Spaniard_Cym,1,1,4,15,1157,150,15
#Iachimo_Cym,#Philario_Cym,1,1,4,15,1157,150,15
#Iachimo_Cym,#Spaniard_Cym,1,1,4,15,1157,150,15
#Philario_Cym,#Spaniard_Cym,1,1,4,15,1157,150,15
#Posthumus_Cym,#Dutchman_Cym,0,1,4,15,1157,150,15
#Posthumus_Cym,#Frenchman_Cym,0,1,4,15,1157,150,15
#Posthumus_Cym,#Iachimo_Cym,0,1,4,15,1157,150,15
#Posthumus_Cym,#Philario_Cym,0,1,4,15,1157,150,15
#Posthumus_Cym,#Spaniard_Cym,0,1,4,15,1157,150,15
#Dutchman_Cym,#Frenchman_Cym,2,1,4,16,16,3,16
#Dutchman_Cym,#Philario_Cym,2,1,4,16,16,3,16
#Dutchman_Cym,#Spaniard_Cym,2,1,4,16,16,3,16
#Frenchman_Cym,#Philario_Cym,2,1,4,16,16,3,16
#Frenchman_Cym,#Spaniard_Cym,2,1,4,16,16,3,16
#Philario_Cym,#Spaniard_Cym,2,1,4,16,16,3,16
#Cornelius_Cym,#LADIES.QUEEN_Cym,0,1,5,17,17,2,17
#Queen_Cym,#Cornelius_Cym,0,1,5,17,17,2,17
#Queen_Cym,#LADIES.QUEEN_Cym,0,1,5,17,17,2,17
#Cornelius_Cym,#LADIES.QUEEN.0.1_Cym,0,1,5,18,3,2,18
#Cornelius_Cym,#LADIES.QUEEN_Cym,1,1,5,18,3,2,18
