node1,node2,key,act,scene,n_tokens,n_lines,edge_index
#Archidamus_WT,#Camillo_WT,0,1,1,355,48,1
#ATTENDANTS_WT,#Hermione_WT,0,1,2,3824,555,2
#ATTENDANTS_WT,#Leontes_WT,0,1,2,3824,555,2
#ATTENDANTS_WT,#Mamillius_WT,0,1,2,3824,555,2
#ATTENDANTS_WT,#Polixenes_WT,0,1,2,3824,555,2
#Camillo_WT,#ATTENDANTS_WT,0,1,2,3824,555,2
#Camillo_WT,#Hermione_WT,0,1,2,3824,555,2
#Camillo_WT,#Leontes_WT,0,1,2,3824,555,2
#Camillo_WT,#Mamillius_WT,0,1,2,3824,555,2
#Camillo_WT,#Polixenes_WT,0,1,2,3824,555,2
#Hermione_WT,#Leontes_WT,0,1,2,3824,555,2
#Hermione_WT,#Mamillius_WT,0,1,2,3824,555,2
#Hermione_WT,#Polixenes_WT,0,1,2,3824,555,2
#Leontes_WT,#Mamillius_WT,0,1,2,3824,555,2
#Leontes_WT,#Polixenes_WT,0,1,2,3824,555,2
#Mamillius_WT,#Polixenes_WT,0,1,2,3824,555,2
#ATTENDANTS.0.1_WT,#Antigonus_WT,0,2,1,1671,239,3
#ATTENDANTS.0.1_WT,#LADIES.0.1_WT,0,2,1,1671,239,3
#ATTENDANTS.0.1_WT,#LADIES.0.2_WT,0,2,1,1671,239,3
#ATTENDANTS.0.1_WT,#LADIES_WT,0,2,1,1671,239,3
#ATTENDANTS_WT,#ATTENDANTS.0.1_WT,0,2,1,1671,239,3
#ATTENDANTS_WT,#Antigonus_WT,0,2,1,1671,239,3
#ATTENDANTS_WT,#Hermione_WT,1,2,1,1671,239,3
#ATTENDANTS_WT,#LADIES.0.1_WT,0,2,1,1671,239,3
#ATTENDANTS_WT,#LADIES.0.2_WT,0,2,1,1671,239,3
#ATTENDANTS_WT,#LADIES_WT,0,2,1,1671,239,3
#ATTENDANTS_WT,#Leontes_WT,1,2,1,1671,239,3
#ATTENDANTS_WT,#Mamillius_WT,1,2,1,1671,239,3
#Antigonus_WT,#LADIES.0.1_WT,0,2,1,1671,239,3
#Antigonus_WT,#LADIES.0.2_WT,0,2,1,1671,239,3
#Antigonus_WT,#LADIES_WT,0,2,1,1671,239,3
#Hermione_WT,#ATTENDANTS.0.1_WT,0,2,1,1671,239,3
#Hermione_WT,#Antigonus_WT,0,2,1,1671,239,3
#Hermione_WT,#LADIES.0.1_WT,0,2,1,1671,239,3
#Hermione_WT,#LADIES.0.2_WT,0,2,1,1671,239,3
#Hermione_WT,#LADIES_WT,0,2,1,1671,239,3
#Hermione_WT,#Leontes_WT,1,2,1,1671,239,3
#Hermione_WT,#Mamillius_WT,1,2,1,1671,239,3
#LADIES.0.1_WT,#LADIES.0.2_WT,0,2,1,1671,239,3
#LADIES.0.1_WT,#LADIES_WT,0,2,1,1671,239,3
#LADIES.0.2_WT,#LADIES_WT,0,2,1,1671,239,3
#Leontes_WT,#ATTENDANTS.0.1_WT,0,2,1,1671,239,3
#Leontes_WT,#Antigonus_WT,0,2,1,1671,239,3
#Leontes_WT,#LADIES.0.1_WT,0,2,1,1671,239,3
#Leontes_WT,#LADIES.0.2_WT,0,2,1,1671,239,3
#Leontes_WT,#LADIES_WT,0,2,1,1671,239,3
#Leontes_WT,#Mamillius_WT,1,2,1,1671,239,3
