source,target,n_lines,n_tokens,edge_type
#ATTENDANTS.KING.0.1_AWW,1.02.0008,4,18,active
#ATTENDANTS.KING.0.1_AWW,1.02.0010,2,10,active
#ATTENDANTS.KING.0.1_AWW,5.03.0076,1,4,active
#ATTENDANTS.KING.0.2_AWW,1.02.0009,3,16,active
#ATTENDANTS.KING.0.2_AWW,1.02.0010,2,13,active
#Bertram_AWW,1.01.0001,10,64,active
#Bertram_AWW,1.01.0002,2,12,active
#Bertram_AWW,1.02.0010,7,41,active
#Bertram_AWW,2.01.0014,9,65,active
#Bertram_AWW,2.01.0015,2,8,active
#Bertram_AWW,2.03.0020,1,3,active
#Bertram_AWW,2.03.0022,19,145,active
#Bertram_AWW,2.03.0027,17,131,active
#Bertram_AWW,2.05.0031,4,28,active
#Bertram_AWW,2.05.0032,9,57,active
#Bertram_AWW,2.05.0033,3,18,active
#Bertram_AWW,2.05.0034,23,158,active
#Bertram_AWW,2.05.0035,3,24,active
#Bertram_AWW,3.03.0042,8,56,active
#Bertram_AWW,3.06.0048,3,21,active
#Bertram_AWW,3.06.0049,20,153,active
#Bertram_AWW,3.06.0050,4,29,active
#Bertram_AWW,3.06.0051,8,69,active
#Bertram_AWW,4.02.0057,34,242,active
#Bertram_AWW,4.03.0061,13,106,active
#Bertram_AWW,4.03.0062,4,23,active
#Bertram_AWW,4.03.0063,21,127,active
#Bertram_AWW,5.03.0078,34,228,active
#Bertram_AWW,5.03.0083,27,195,active
#Bertram_AWW,5.03.0084,1,9,active
#Bertram_AWW,5.03.0086,3,21,active
#Countess_AWW,1.01.0001,43,332,active
#Countess_AWW,1.03.0011,26,151,active
#Countess_AWW,1.03.0012,13,99,active
#Countess_AWW,1.03.0013,72,544,active
#Countess_AWW,2.02.0019,32,233,active
#Countess_AWW,3.02.0037,6,40,active
#Countess_AWW,3.02.0038,14,100,active
#Countess_AWW,3.02.0039,2,9,active
#Countess_AWW,3.02.0040,30,208,active
#Countess_AWW,3.04.0043,26,207,active
#Countess_AWW,4.05.0067,6,49,active
#Countess_AWW,4.05.0068,13,95,active
#Countess_AWW,5.03.0075,5,34,active
#Countess_AWW,5.03.0078,5,36,active
#Countess_AWW,5.03.0081,1,5,active
#Countess_AWW,5.03.0083,5,33,active
#Diana_AWW,3.05.0044,3,17,active
#Diana_AWW,3.05.0045,11,66,active
#Diana_AWW,3.05.0046,9,64,active
#Diana_AWW,3.05.0047,1,5,active
#Diana_AWW,4.02.0057,46,338,active
#Diana_AWW,4.02.0058,8,73,active
#Diana_AWW,4.04.0066,3,16,active
#Diana_AWW,5.03.0083,33,242,active
#Diana_AWW,5.03.0084,17,122,active
#Diana_AWW,5.03.0085,11,81,active
#Duke_AWW,3.01.0036,13,86,active
#Duke_AWW,3.03.0042,6,38,active
#Epilogue_AWW,6.00.0087,6,52,active
#Fool_AWW,1.03.0011,65,523,active
#Fool_AWW,2.02.0019,35,309,active
#Fool_AWW,2.04.0028,8,70,active
#Fool_AWW,2.04.0029,15,124,active
#Fool_AWW,3.02.0037,12,112,active
#Fool_AWW,3.02.0039,10,87,active
#Fool_AWW,4.05.0067,29,229,active
#Fool_AWW,4.05.0069,9,82,active
#Fool_AWW,5.02.0072,9,62,active
#Fool_AWW,5.02.0073,8,73,active
#GENTLEMEN.1_AWW,3.02.0040,11,61,active
#GENTLEMEN.2_AWW,3.02.0040,13,79,active
#GENTLEMEN.3_AWW,5.01.0071,10,45,active
#GENTLEMEN.3_AWW,5.03.0080,11,80,active
#Helen_AWW,1.01.0001,1,11,active
#Helen_AWW,1.01.0003,20,163,active
#Helen_AWW,1.01.0004,42,302,active
#Helen_AWW,1.01.0005,11,77,active
#Helen_AWW,1.01.0006,14,116,active
#Helen_AWW,1.03.0013,72,518,active
#Helen_AWW,2.01.0018,68,527,active
#Helen_AWW,2.03.0022,35,249,active
