act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Berowne_LLL,996,130,2301,315
1,1,#Costard_LLL,278,43,867,131
1,1,#Dull_LLL,53,8,867,131
1,1,#Dumaine_LLL,50,8,2239,307
1,1,#King_LLL,815,111,2239,307
1,1,#Longaville_LLL,109,15,2239,307
1,2,#Armado_LLL,645,94,1256,185
1,2,#Boy_LLL,434,65,1075,166
1,2,#Costard_LLL,105,13,251,41
1,2,#Dull_LLL,52,7,103,20
1,2,#Jaquenetta_LLL,20,6,103,20
2,1,#Berowne_LLL,105,19,791,115
2,1,#Boyet_LLL,515,72,1629,232
2,1,#Dumaine_LLL,18,2,708,97
2,1,#Katherine_LLL,108,14,1959,277
2,1,#King_LLL,352,47,683,94
2,1,#LORDS.0_LLL,7,2,1679,239
2,1,#Longaville_LLL,41,6,768,107
2,1,#Maria_LLL,133,18,1959,277
2,1,#Princess_LLL,486,67,1959,277
2,1,#Rosaline_LLL,194,30,1959,277
3,1,#Armado_LLL,379,61,972,141
3,1,#Berowne_LLL,367,52,449,65
3,1,#Boy_LLL,439,60,948,138
3,1,#Costard_LLL,309,42,752,110
4,1,#Boyet_LLL,510,64,1216,164
4,1,#Costard_LLL,242,37,983,136
4,1,#Forester_LLL,45,6,913,122
4,1,#Maria_LLL,43,6,1216,164
4,1,#Princess_LLL,396,53,913,122
4,1,#Rosaline_LLL,79,12,1093,148
4,2,#Costard_LLL,15,3,527,73
4,2,#Dull_LLL,102,14,1390,191
4,2,#Holofernes_LLL,813,111,1390,191
4,2,#Jaquenetta_LLL,57,10,527,73
4,2,#Nathaniel_LLL,403,53,1390,191
4,3,#Berowne_LLL,1704,214,2896,380
4,3,#Costard_LLL,23,4,226,37
4,3,#Dumaine_LLL,292,44,2233,302
4,3,#Jaquenetta_LLL,23,4,226,37
4,3,#King_LLL,593,79,2689,361
4,3,#Longaville_LLL,261,35,2508,339
5,1,#Armado_LLL,345,45,878,125
5,1,#Boy_LLL,145,21,878,125
5,1,#Costard_LLL,111,13,878,125
5,1,#Dull_LLL,29,4,1088,156
5,1,#Holofernes_LLL,382,60,1088,156
5,1,#Nathaniel_LLL,76,13,1088,156
5,2,#Armado_LLL,364,53,995,160
5,2,#Berowne_LLL,1422,203,5455,789
5,2,#Boy_LLL,89,14,1217,203
5,2,#Boyet_LLL,740,107,6259,898
5,2,#Costard_LLL,450,61,1644,269
5,2,#Dumaine_LLL,184,35,5455,789
5,2,#Holofernes_LLL,107,18,519,88
5,2,#Katherine_LLL,280,37,6863,976
5,2,#King_LLL,599,83,5455,789
5,2,#Longaville_LLL,107,18,5455,789
5,2,#Marcade_LLL,28,4,1556,214
5,2,#Maria_LLL,119,17,6863,976
5,2,#Nathaniel_LLL,41,7,382,63
5,2,#Princess_LLL,1297,175,6863,976
5,2,#Rosaline_LLL,1060,137,6863,976
5,2,#Spring_LLL,96,18,218,36
5,2,#Winter_LLL,105,16,122,18
2,1,#LORDS_LLL,0,0,1346,184
4,1,#Katherine_LLL,0,0,913,122
4,1,#LORDS_LLL,0,0,913,122
5,2,#BLACKAMOORS_LLL,0,0,851,127
5,2,#MUSICIANS_LLL,0,0,851,127
