node1,node2,n_lines,n_tokens
#WITCHES.1_Mac,1.01,13,61
#WITCHES.2_Mac,1.01,13,61
#WITCHES.3_Mac,1.01,13,61
#ATTENDANTS_Mac,1.02,78,485
#Angus_Mac,1.02,78,485
#Donalbain_Mac,1.02,78,485
#Duncan_Mac,1.02,78,485
#Lennox_Mac,1.02,78,485
#Malcolm_Mac,1.02,78,485
#Ross_Mac,1.02,78,485
#SOLDIERS.Captain_Mac,1.02,78,485
#Angus_Mac,1.03,175,1143
#Banquo_Mac,1.03,175,1143
#Macbeth_Mac,1.03,175,1143
#Ross_Mac,1.03,175,1143
#WITCHES.1_Mac,1.03,175,1143
#WITCHES.2_Mac,1.03,175,1143
#WITCHES.3_Mac,1.03,175,1143
#ATTENDANTS_Mac,1.04,65,467
#Angus_Mac,1.04,65,467
#Banquo_Mac,1.04,65,467
#Donalbain_Mac,1.04,65,467
#Duncan_Mac,1.04,65,467
#Lennox_Mac,1.04,65,467
#Macbeth_Mac,1.04,65,467
#Malcolm_Mac,1.04,65,467
#Ross_Mac,1.04,65,467
#LadyMacbeth_Mac,1.05,87,606
#MESSENGERS.1_Mac,1.05,87,606
#Macbeth_Mac,1.05,87,606
#ATTENDANTS_Mac,1.06,39,253
#Angus_Mac,1.06,39,253
#Banquo_Mac,1.06,39,253
#Donalbain_Mac,1.06,39,253
#Duncan_Mac,1.06,39,253
#LadyMacbeth_Mac,1.06,39,253
#Lennox_Mac,1.06,39,253
#Macduff_Mac,1.06,39,253
#Malcolm_Mac,1.06,39,253
#Ross_Mac,1.06,39,253
#LadyMacbeth_Mac,1.07,96,688
#Macbeth_Mac,1.07,96,688
#Banquo_Mac,2.01,77,519
#Fleance_Mac,2.01,77,519
#Macbeth_Mac,2.01,77,519
#SERVANTS.X.1_Mac,2.01,77,519
#LadyMacbeth_Mac,2.02,95,619
#Macbeth_Mac,2.02,95,619
#Banquo_Mac,2.03,172,1161
#Donalbain_Mac,2.03,172,1161
#LadyMacbeth_Mac,2.03,172,1161
#Lennox_Mac,2.03,172,1161
#Macbeth_Mac,2.03,172,1161
#Macduff_Mac,2.03,172,1161
#Malcolm_Mac,2.03,172,1161
#Porter_Mac,2.03,172,1161
#Ross_Mac,2.03,172,1161
#Macduff_Mac,2.04,56,327
#OldMan_Mac,2.04,56,327
#Ross_Mac,2.04,56,327
#ATTENDANTS_Mac,3.01,162,1150
#Banquo_Mac,3.01,162,1150
#LadyMacbeth_Mac,3.01,162,1150
#Lennox_Mac,3.01,162,1150
#MURDERERS.1_Mac,3.01,162,1150
#MURDERERS.2_Mac,3.01,162,1150
#Macbeth_Mac,3.01,162,1150
#Ross_Mac,3.01,162,1150
#SERVANTS.X.2_Mac,3.01,162,1150
#LadyMacbeth_Mac,3.02,63,442
#Macbeth_Mac,3.02,63,442
#SERVANTS.X.3_Mac,3.02,63,442
#Banquo_Mac,3.03,33,180
#Fleance_Mac,3.03,33,180
#MURDERERS.1_Mac,3.03,33,180
#MURDERERS.2_Mac,3.03,33,180
#MURDERERS.3_Mac,3.03,33,180
#ATTENDANTS_Mac,3.04,176,1192
#Banquo_Mac,3.04,176,1192
#LadyMacbeth_Mac,3.04,176,1192
#Lennox_Mac,3.04,176,1192
#MURDERERS.1_Mac,3.04,176,1192
#Macbeth_Mac,3.04,176,1192
#Ross_Mac,3.04,176,1192
#Hecate_Mac,3.05,36,246
#WITCHES.1_Mac,3.05,36,246
#WITCHES.2_Mac,3.05,36,246
#WITCHES.3_Mac,3.05,36,246
#Lennox_Mac,3.06,56,410
#Lord_Mac,3.06,56,410
#Banquo_Mac,4.01,177,1079
#Hecate_Mac,4.01,177,1079
#Lennox_Mac,4.01,177,1079
#Macbeth_Mac,4.01,177,1079
#SPIRITS.1_Mac,4.01,177,1079
#SPIRITS.2_Mac,4.01,177,1079
#SPIRITS.3_Mac,4.01,177,1079
#SPIRITS.KINGS_Mac,4.01,177,1079
#WITCHES.1_Mac,4.01,177,1079
#WITCHES.2_Mac,4.01,177,1079
#WITCHES.3_Mac,4.01,177,1079
#LadyMacduff_Mac,4.02,98,671
#MESSENGERS.2_Mac,4.02,98,671
#MURDERERS.0.1_Mac,4.02,98,671
#MURDERERS_Mac,4.02,98,671
#MacduffsSon_Mac,4.02,98,671
#Ross_Mac,4.02,98,671
#Doctor1_Mac,4.03,282,1914
#Macduff_Mac,4.03,282,1914
#Malcolm_Mac,4.03,282,1914
#Ross_Mac,4.03,282,1914
#Doctor2_Mac,5.01,84,590
#Gentlewoman_Mac,5.01,84,590
#LadyMacbeth_Mac,5.01,84,590
#Angus_Mac,5.02,37,245
#Caithness_Mac,5.02,37,245
#Lennox_Mac,5.02,37,245
#Menteith_Mac,5.02,37,245
#SOLDIERS.MALCOLM_Mac,5.02,37,245
#ATTENDANTS_Mac,5.03,76,487
#Doctor2_Mac,5.03,76,487
#Macbeth_Mac,5.03,76,487
#SERVANTS.X.4_Mac,5.03,76,487
#Seyton_Mac,5.03,76,487
#Angus_Mac,5.04,27,168
#Caithness_Mac,5.04,27,168
#Macduff_Mac,5.04,27,168
#Malcolm_Mac,5.04,27,168
#Menteith_Mac,5.04,27,168
#SOLDIERS.MALCOLM.0.1_Mac,5.04,27,168
#SOLDIERS.MALCOLM_Mac,5.04,27,168
#Siward_Mac,5.04,27,168
#YoungSiward_Mac,5.04,27,168
#MESSENGERS.3_Mac,5.05,59,424
