act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#Chatillion_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,109,16
1,1,1,#KingJohn_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,100,13
1,1,1,#QueenEleanor_Jn,#Chatillion_Jn #Essex_Jn #KingJohn_Jn #Pembroke_Jn #QueenEleanor_Jn #Salisbury_Jn,5,1
1,1,2,#KingJohn_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn,8,1
1,1,2,#QueenEleanor_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn,96,12
1,1,3,#Essex_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn #Sheriff_Jn,25,3
1,1,3,#KingJohn_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn #Sheriff_Jn,3,1
1,1,4,#KingJohn_Jn,#Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #Salisbury_Jn,10,2
1,1,5,#Bastard_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,536,64
1,1,5,#KingJohn_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,253,35
1,1,5,#QueenEleanor_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,128,17
1,1,5,#RobertFaulconbridge_Jn,#Bastard_Jn #Essex_Jn #KingJohn_Jn #QueenEleanor_Jn #RobertFaulconbridge_Jn #Salisbury_Jn,179,22
1,1,6,#Bastard_Jn,#Bastard_Jn,258,35
1,1,7,#Bastard_Jn,#Bastard_Jn #Gurney_Jn #LadyFaulconbridge_Jn,87,11
1,1,7,#Gurney_Jn,#Bastard_Jn #Gurney_Jn #LadyFaulconbridge_Jn,4,1
1,1,7,#LadyFaulconbridge_Jn,#Bastard_Jn #Gurney_Jn #LadyFaulconbridge_Jn,43,5
1,1,8,#Bastard_Jn,#Bastard_Jn #LadyFaulconbridge_Jn,282,34
1,1,8,#LadyFaulconbridge_Jn,#Bastard_Jn #LadyFaulconbridge_Jn,79,11
2,1,9,#Arthur_Jn,#ATTENDANTS.FRENCH_Jn #Arthur_Jn #Austria_Jn #Constance_Jn #Dauphin_Jn #KingPhilip_Jn #SOLDIERS.FRENCH_Jn,47,6
2,1,9,#Austria_Jn,#ATTENDANTS.FRENCH_Jn #Arthur_Jn #Austria_Jn #Constance_Jn #Dauphin_Jn #KingPhilip_Jn #SOLDIERS.FRENCH_Jn,118,15
2,1,9,#Constance_Jn,#ATTENDANTS.FRENCH_Jn #Arthur_Jn #Austria_Jn #Constance_Jn #Dauphin_Jn #KingPhilip_Jn #SOLDIERS.FRENCH_Jn,74,9
2,1,9,#Dauphin_Jn,#ATTENDANTS.FRENCH_Jn #Arthur_Jn #Austria_Jn #Constance_Jn #Dauphin_Jn #KingPhilip_Jn #SOLDIERS.FRENCH_Jn,86,12
2,1,9,#KingPhilip_Jn,#ATTENDANTS.FRENCH_Jn #Arthur_Jn #Austria_Jn #Constance_Jn #Dauphin_Jn #KingPhilip_Jn #SOLDIERS.FRENCH_Jn,54,7
2,1,10,#Austria_Jn,#ATTENDANTS.FRENCH_Jn #Arthur_Jn #Austria_Jn #Chatillion_Jn #Constance_Jn #Dauphin_Jn #KingPhilip_Jn #SOLDIERS.FRENCH_Jn,26,4
2,1,10,#Chatillion_Jn,#ATTENDANTS.FRENCH_Jn #Arthur_Jn #Austria_Jn #Chatillion_Jn #Constance_Jn #Dauphin_Jn #KingPhilip_Jn #SOLDIERS.FRENCH_Jn,187,25
