act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
0,0,1,#Prologue_H8,266,32,266,32
1,1,2,#Abergavenny_H8,97,15,920,135
1,1,2,#Buckingham_H8,265,41,920,135
1,1,2,#Norfolk_H8,558,79,920,135
1,1,3,#Wolsey_H8,9,2,9,2
1,1,4,#SECRETARIES.0.1_H8,8,2,26,5
1,1,4,#Wolsey_H8,18,3,26,5
1,1,5,#Buckingham_H8,467,61,651,88
1,1,5,#Norfolk_H8,184,27,651,88
1,1,6,#Abergavenny_H8,17,3,242,39
1,1,6,#Brandon_H8,84,14,242,39
1,1,6,#Buckingham_H8,113,17,242,39
1,1,6,#Sergeant_H8,28,5,242,39
1,2,7,#HenryVIII_H8,62,8,62,8
1,2,8,#HenryVIII_H8,197,30,795,116
1,2,8,#Katherine_H8,302,45,795,116
1,2,8,#Norfolk_H8,61,9,795,116
1,2,8,#Wolsey_H8,235,32,795,116
1,2,9,#HenryVIII_H8,282,41,868,123
1,2,9,#Katherine_H8,69,11,868,123
1,2,9,#Surveyor_H8,449,61,868,123
1,2,9,#Wolsey_H8,68,10,868,123
1,3,10,#Chamberlain_H8,87,11,128,18
1,3,10,#Sands_H8,41,7,128,18
1,3,11,#Chamberlain_H8,151,24,446,66
1,3,11,#Lovell_H8,187,27,446,66
1,3,11,#Sands_H8,108,15,446,66
1,4,12,#Guilford_H8,53,7,53,7
1,4,13,#Anne_H8,4,1,235,36
1,4,13,#Chamberlain_H8,78,12,235,36
1,4,13,#Guilford_H8,16,3,235,36
1,4,13,#Lovell_H8,17,3,235,36
1,4,13,#Sands_H8,120,17,235,36
1,4,14,#Anne_H8,12,3,161,26
1,4,14,#Chamberlain_H8,6,1,161,26
1,4,14,#Sands_H8,69,10,161,26
1,4,14,#Wolsey_H8,74,12,161,26
1,4,15,#Chamberlain_H8,5,1,67,11
1,4,15,#SERVANTS.X.1_H8,24,4,67,11
1,4,15,#Wolsey_H8,38,6,67,11
1,4,16,#Wolsey_H8,27,3,27,3
1,4,17,#Chamberlain_H8,112,15,381,61
1,4,17,#HenryVIII_H8,137,20,381,61
1,4,17,#Lovell_H8,3,1,381,61
1,4,17,#Wolsey_H8,129,25,381,61
2,1,18,#GENTLEMEN.1_H8,317,48,432,70
2,1,18,#GENTLEMEN.2_H8,115,22,432,70
2,1,19,#Buckingham_H8,635,75,711,86
2,1,19,#GENTLEMEN.2_H8,6,1,711,86
