act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,243,33,#Edmund_Lr #Gloucester_Lr #Kent_Lr
1,1,2,12,3,#ATTENDANTS_Lr #Albany_Lr #Cordelia_Lr #Cornwall_Lr #Edmund_Lr #Gloucester_Lr #Goneril_Lr #Kent_Lr #Lear_Lr #Regan_Lr
1,1,3,1199,178,#ATTENDANTS_Lr #Albany_Lr #Cordelia_Lr #Cornwall_Lr #Edmund_Lr #Goneril_Lr #Kent_Lr #Lear_Lr #Regan_Lr
1,1,4,647,96,#ATTENDANTS.0_Lr #ATTENDANTS_Lr #Albany_Lr #Burgundy_Lr #Cordelia_Lr #Cornwall_Lr #Edmund_Lr #France_Lr #Gloucester_Lr #Goneril_Lr #Lear_Lr #Regan_Lr
1,1,5,126,19,#ATTENDANTS.0_Lr #Cordelia_Lr #France_Lr #Goneril_Lr #Regan_Lr
1,1,6,193,27,#ATTENDANTS.0_Lr #Goneril_Lr #Regan_Lr
1,2,7,165,23,#Edmund_Lr
1,2,8,780,101,#Edmund_Lr #Gloucester_Lr
1,2,9,138,16,#Edmund_Lr
1,2,10,325,46,#Edgar_Lr #Edmund_Lr
1,2,11,50,6,#Edmund_Lr
1,3,12,218,29,#Goneril_Lr #Oswald_Lr
1,4,13,57,8,#Kent_Lr
1,4,14,249,36,#ATTENDANTS.LEAR_Lr #Kent_Lr #Lear_Lr
1,4,15,9,2,#ATTENDANTS.LEAR_Lr #Kent_Lr #Lear_Lr #Oswald_Lr
1,4,16,18,3,#ATTENDANTS.LEAR_Lr #Kent_Lr #Lear_Lr
1,4,17,209,28,#ATTENDANTS.LEAR.0.3_Lr #ATTENDANTS.LEAR_Lr #Kent_Lr #Lear_Lr
1,4,18,98,16,#ATTENDANTS.LEAR.0.3_Lr #ATTENDANTS.LEAR_Lr #Kent_Lr #Lear_Lr #Oswald_Lr
1,4,19,12,2,#ATTENDANTS.LEAR.0.3_Lr #ATTENDANTS.LEAR_Lr #Kent_Lr #Lear_Lr
1,4,20,664,98,#ATTENDANTS.LEAR.0.3_Lr #ATTENDANTS.LEAR_Lr #Fool_Lr #Kent_Lr #Lear_Lr
1,4,21,515,73,#ATTENDANTS.LEAR.0.3_Lr #ATTENDANTS.LEAR_Lr #Fool_Lr #Goneril_Lr #Kent_Lr #Lear_Lr
1,4,22,259,37,#ATTENDANTS.LEAR.0.3_Lr #ATTENDANTS.LEAR_Lr #Albany_Lr #Fool_Lr #Goneril_Lr #Kent_Lr #Lear_Lr
1,4,23,27,4,#ATTENDANTS.LEAR.0.3_Lr #Albany_Lr #Goneril_Lr
1,4,24,142,20,#ATTENDANTS.LEAR.0.3_Lr #Albany_Lr #Fool_Lr #Goneril_Lr #Lear_Lr
1,4,25,70,12,#ATTENDANTS.LEAR.0.3_Lr #Albany_Lr #Fool_Lr #Goneril_Lr
1,4,26,104,15,#ATTENDANTS.LEAR.0.3_Lr #Albany_Lr #Goneril_Lr
1,4,27,49,8,#ATTENDANTS.LEAR.0.3_Lr #Albany_Lr #Goneril_Lr #Oswald_Lr
1,4,28,56,10,#ATTENDANTS.LEAR.0.3_Lr #Albany_Lr #Goneril_Lr
1,5,29,50,7,#ATTENDANTS.X.1_Lr #Fool_Lr #Kent_Lr #Lear_Lr
1,5,30,173,26,#ATTENDANTS.X.1_Lr #Fool_Lr #Lear_Lr
1,5,31,89,13,#Fool_Lr #Lear_Lr
1,5,32,32,6,#ATTENDANTS.X.1_Lr #Fool_Lr #Lear_Lr
2,1,33,93,13,#Curan_Lr #Edmund_Lr
2,1,34,48,6,#Edmund_Lr
2,1,35,108,16,#Edgar_Lr #Edmund_Lr
2,1,36,29,5,#Edmund_Lr
2,1,37,54,11,#Edmund_Lr #Gloucester_Lr #SERVANTS_Lr
2,1,38,338,49,#Edmund_Lr #Gloucester_Lr
2,1,39,359,52,#ATTENDANTS.REGAN_Lr #Cornwall_Lr #Edmund_Lr #Gloucester_Lr #Regan_Lr
2,2,40,287,44,#Kent_Lr #Oswald_Lr
2,2,41,826,121,#Cornwall_Lr #Edmund_Lr #Gloucester_Lr #Kent_Lr #Oswald_Lr #Regan_Lr #SERVANTS_Lr
2,2,42,70,9,#Gloucester_Lr #Kent_Lr
2,2,43,93,15,#Kent_Lr
2,3,44,152,21,#Edgar_Lr
2,4,45,30,5,#ATTENDANTS.X.2_Lr #Fool_Lr #Lear_Lr
2,4,46,366,62,#ATTENDANTS.X.2_Lr #Fool_Lr #Kent_Lr #Lear_Lr
2,4,47,200,26,#ATTENDANTS.X.2_Lr #Fool_Lr #Kent_Lr
2,4,48,256,41,#ATTENDANTS.X.2_Lr #Fool_Lr #Gloucester_Lr #Kent_Lr #Lear_Lr
2,4,49,55,6,#ATTENDANTS.X.2_Lr #Fool_Lr #Kent_Lr #Lear_Lr
2,4,50,467,69,#ATTENDANTS.X.2_Lr #Cornwall_Lr #Fool_Lr #Gloucester_Lr #Kent_Lr #Lear_Lr #Regan_Lr #SERVANTS_Lr
2,4,51,44,7,#ATTENDANTS.X.2_Lr #Cornwall_Lr #Fool_Lr #Gloucester_Lr #Kent_Lr #Lear_Lr #Oswald_Lr #Regan_Lr #SERVANTS_Lr
