node1,node2,n_lines,n_tokens
#Hostess_Shr,0.01.0001,12,73
#Sly_Shr,0.01.0001,12,73
#Sly_Shr,0.01.0002,3,22
#HUNTSMEN_Shr,0.01.0003,6,48
#Lord_Shr,0.01.0003,6,48
#SERVANTS.LORD_Shr,0.01.0003,6,48
#Sly_Shr,0.01.0003,6,48
#HUNTSMEN.0.1_Shr,0.01.0004,9,70
#HUNTSMEN_Shr,0.01.0004,9,70
#Lord_Shr,0.01.0004,9,70
#SERVANTS.LORD_Shr,0.01.0004,9,70
#Sly_Shr,0.01.0004,9,70
#HUNTSMEN_Shr,0.01.0005,2,10
#Lord_Shr,0.01.0005,2,10
#SERVANTS.LORD_Shr,0.01.0005,2,10
#Sly_Shr,0.01.0005,2,10
#HUNTSMEN.0.2_Shr,0.01.0006,11,86
#HUNTSMEN_Shr,0.01.0006,11,86
#Lord_Shr,0.01.0006,11,86
#SERVANTS.LORD_Shr,0.01.0006,11,86
#Sly_Shr,0.01.0006,11,86
#HUNTSMEN.0.2_Shr,0.01.0007,33,260
#HUNTSMEN.0.3_Shr,0.01.0007,33,260
#HUNTSMEN_Shr,0.01.0007,33,260
#Lord_Shr,0.01.0007,33,260
#SERVANTS.LORD_Shr,0.01.0007,33,260
#Sly_Shr,0.01.0007,33,260
#HUNTSMEN.0.2_Shr,0.01.0008,3,21
#HUNTSMEN.0.3_Shr,0.01.0008,3,21
#Lord_Shr,0.01.0008,3,21
#SERVANTS.LORD_Shr,0.01.0008,3,21
#HUNTSMEN.0.2_Shr,0.01.0009,4,21
#HUNTSMEN.0.3_Shr,0.01.0009,4,21
#Lord_Shr,0.01.0009,4,21
#SERVANTS.LORD.0.1_Shr,0.01.0009,4,21
#SERVANTS.LORD_Shr,0.01.0009,4,21
#HUNTSMEN.0.2_Shr,0.01.0010,3,17
#HUNTSMEN.0.3_Shr,0.01.0010,3,17
#Lord_Shr,0.01.0010,3,17
#PLAYERS_Shr,0.01.0010,3,17
#SERVANTS.LORD.0.1_Shr,0.01.0010,3,17
#SERVANTS.LORD_Shr,0.01.0010,3,17
#HUNTSMEN.0.2_Shr,0.01.0011,6,47
#HUNTSMEN.0.3_Shr,0.01.0011,6,47
#Lord_Shr,0.01.0011,6,47
#PLAYERS.0.1_Shr,0.01.0011,6,47
#PLAYERS_Shr,0.01.0011,6,47
#SERVANTS.LORD.0.1_Shr,0.01.0011,6,47
#SERVANTS.LORD_Shr,0.01.0011,6,47
#HUNTSMEN.0.2_Shr,0.01.0012,17,130
#HUNTSMEN.0.3_Shr,0.01.0012,17,130
#Lord_Shr,0.01.0012,17,130
#PLAYERS.0.1_Shr,0.01.0012,17,130
#PLAYERS.0.2_Shr,0.01.0012,17,130
#PLAYERS_Shr,0.01.0012,17,130
#SERVANTS.LORD.0.1_Shr,0.01.0012,17,130
#SERVANTS.LORD_Shr,0.01.0012,17,130
#HUNTSMEN.0.2_Shr,0.01.0013,35,263
#HUNTSMEN.0.3_Shr,0.01.0013,35,263
#Lord_Shr,0.01.0013,35,263
#PLAYERS.0.1_Shr,0.01.0013,35,263
#PLAYERS.0.2_Shr,0.01.0013,35,263
#SERVANTS.LORD_Shr,0.01.0013,35,263
#Lord_Shr,0.02.0014,1,8
#SERVANTS.LORD_Shr,0.02.0014,1,8
#Sly_Shr,0.02.0014,1,8
#Lord_Shr,0.02.0015,1,10
#SERVANTS.LORD.0.1_Shr,0.02.0015,1,10
#SERVANTS.LORD_Shr,0.02.0015,1,10
#Sly_Shr,0.02.0015,1,10
#Lord_Shr,0.02.0016,1,9
#SERVANTS.LORD.0.1_Shr,0.02.0016,1,9
#SERVANTS.LORD.0.2_Shr,0.02.0016,1,9
#SERVANTS.LORD_Shr,0.02.0016,1,9
#Sly_Shr,0.02.0016,1,9
#Lord_Shr,0.02.0017,97,793
#SERVANTS.LORD.0.1_Shr,0.02.0017,97,793
#SERVANTS.LORD.0.2_Shr,0.02.0017,97,793
#SERVANTS.LORD.0.3_Shr,0.02.0017,97,793
#SERVANTS.LORD_Shr,0.02.0017,97,793
#Sly_Shr,0.02.0017,97,793
#Lord_Shr,0.02.0018,29,224
#Page_Shr,0.02.0018,29,224
#SERVANTS.LORD.0.1_Shr,0.02.0018,29,224
#SERVANTS.LORD.0.2_Shr,0.02.0018,29,224
#SERVANTS.LORD.0.3_Shr,0.02.0018,29,224
#SERVANTS.LORD.0_Shr,0.02.0018,29,224
#SERVANTS.LORD_Shr,0.02.0018,29,224
#Sly_Shr,0.02.0018,29,224
#Lord_Shr,0.02.0019,10,68
#Messenger_Shr,0.02.0019,10,68
#Page_Shr,0.02.0019,10,68
