node,node_type
#AMBASSADORS.0.1_H5,character
#AMBASSADORS_H5,character
#ATTENDANTS.ENGLISH.0_H5,character
#ATTENDANTS.ENGLISH.Huntington_H5,character
#ATTENDANTS.ENGLISH_H5,character
#ATTENDANTS.FRENCH_H5,character
#Alice_H5,character
#Bardolph_1H4,character
#Beaumont_H5,character
#Bedford_H5,character
#Berri_H5,character
#BishopOfCanterbury_H5,character
#BishopOfEly_H5,character
#Bourbon_H5,character
#Boy_H5,character
#Brittany_H5,character
#Burgundy_H5,character
#Cambridge_H5,character
#Chorus_H5,character
#Clarence_2H4,character
#Constable_H5,character
#Dauphin_H5,character
#Erpingham_H5,character
#Exeter_H5,character
#Fluellen_H5,character
#Gloucester_2H4,character
#Governor_H5,character
#Gower_H5,character
#Grandpre_H5,character
#Grey_H5,character
#HERALDS.1_H5,character
#HERALDS_H5,character
#HenryV_H5,character
#Jamy_H5,character
#Katherine_H5,character
#KingOfFrance_H5,character
#MESSENGERS.X.1_H5,character
#MESSENGERS.X.2_H5,character
#MESSENGERS.X.3_H5,character
#MacMorris_H5,character
#MistressQuickly_1H4,character
#Montjoy_H5,character
#Nym_H5,character
#Orleans_H5,character
#Pistol_2H4,character
#QueenOfFrance_H5,character
#Rambures_H5,character
#SOLDIERS.ENGLISH.Bates_H5,character
#SOLDIERS.ENGLISH.Court_H5,character
#SOLDIERS.ENGLISH.Williams_H5,character
#SOLDIERS.ENGLISH_H5,character
#SOLDIERS.FRENCH.LeFer_H5,character
#SOLDIERS.FRENCH_H5,character
#Salisbury_H5,character
#Scroop_H5,character
#Warwick_2H4,character
#Westmoreland_1H4,character
#York_H5,character
0.00,text_unit
1.01,text_unit
1.02,text_unit
2.00,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
3.00,text_unit
3.01,text_unit
3.02,text_unit
3.03,text_unit
3.04,text_unit
3.05,text_unit
3.06,text_unit
3.07,text_unit
4.00,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
4.05,text_unit
4.06,text_unit
4.07,text_unit
4.08,text_unit
5.00,text_unit
5.01,text_unit
5.02,text_unit
6.00,text_unit
