source,target,n_lines,n_tokens,edge_type
#Bottom_MND,1.02.0008,53,375,active
#Bottom_MND,3.01.0027,40,337,active
#Bottom_MND,3.01.0028,5,36,active
#Bottom_MND,3.01.0031,1,10,active
#Bottom_MND,3.01.0033,2,15,active
#Bottom_MND,3.01.0034,2,13,active
#Bottom_MND,3.01.0036,9,71,active
#Bottom_MND,3.01.0037,16,114,active
#Bottom_MND,3.01.0038,16,111,active
#Bottom_MND,4.01.0057,11,71,active
#Bottom_MND,4.01.0058,18,134,active
#Bottom_MND,4.01.0067,20,191,active
#Bottom_MND,4.02.0070,18,157,active
#Bottom_MND,5.01.0078,19,143,active
#Bottom_MND,5.01.0079,8,61,active
#Bottom_MND,5.01.0086,32,164,active
#Bottom_MND,5.01.0087,1,6,active
#Bottom_MND,5.01.0088,4,31,active
#Demetrius_MND,1.01.0003,2,13,active
#Demetrius_MND,2.01.0013,23,190,active
#Demetrius_MND,2.02.0023,2,18,active
#Demetrius_MND,3.02.0041,11,93,active
#Demetrius_MND,3.02.0042,6,49,active
#Demetrius_MND,3.02.0045,16,126,active
#Demetrius_MND,3.02.0046,17,119,active
#Demetrius_MND,3.02.0052,5,24,active
#Demetrius_MND,3.02.0054,10,71,active
#Demetrius_MND,4.01.0063,17,139,active
#Demetrius_MND,4.01.0064,2,12,active
#Demetrius_MND,4.01.0066,6,47,active
#Demetrius_MND,5.01.0077,2,11,active
#Demetrius_MND,5.01.0078,2,12,active
#Demetrius_MND,5.01.0081,2,13,active
#Demetrius_MND,5.01.0082,11,74,active
#Demetrius_MND,5.01.0084,1,3,active
#Demetrius_MND,5.01.0085,1,4,active
#Demetrius_MND,5.01.0087,2,12,active
#Demetrius_MND,5.01.0088,5,36,active
#Egeus_MND,1.01.0003,30,217,active
#Egeus_MND,4.01.0061,5,30,active
#Egeus_MND,4.01.0062,7,49,active
#FAIRIES.TITANIA.0.1_MND,2.02.0018,8,44,active
#FAIRIES.TITANIA.0.2_MND,2.02.0019,2,10,active
#FAIRIES.TITANIA.1_MND,2.01.0009,28,187,active
#FAIRIES.TITANIA.Cobweb_MND,3.01.0038,4,8,active
#FAIRIES.TITANIA.Cobweb_MND,4.01.0057,1,1,active
#FAIRIES.TITANIA.Mote_MND,3.01.0038,3,7,active
#FAIRIES.TITANIA.Mustardseed_MND,3.01.0038,4,8,active
#FAIRIES.TITANIA.Mustardseed_MND,4.01.0058,2,4,active
#FAIRIES.TITANIA.Peaseblossom_MND,3.01.0038,4,8,active
#FAIRIES.TITANIA.Peaseblossom_MND,4.01.0057,1,1,active
#FAIRIES.TITANIA_MND,2.02.0018,14,60,active
