node1,node2,n_lines,n_tokens
#Archidamus_WT,1.01,48,355
#Camillo_WT,1.01,48,355
#ATTENDANTS_WT,1.02,555,3824
#Camillo_WT,1.02,555,3824
#Hermione_WT,1.02,555,3824
#Leontes_WT,1.02,555,3824
#Mamillius_WT,1.02,555,3824
#Polixenes_WT,1.02,555,3824
#ATTENDANTS.0.1_WT,2.01,239,1671
#ATTENDANTS_WT,2.01,239,1671
#Antigonus_WT,2.01,239,1671
#Hermione_WT,2.01,239,1671
#LADIES.0.1_WT,2.01,239,1671
#LADIES.0.2_WT,2.01,239,1671
#LADIES_WT,2.01,239,1671
#Leontes_WT,2.01,239,1671
#Mamillius_WT,2.01,239,1671
#ATTENDANTS.PAULINA.0.1_WT,2.02,80,519
#ATTENDANTS.PAULINA_WT,2.02,80,519
#Jailer_WT,2.02,80,519
#LADIES.Emilia_WT,2.02,80,519
#Paulina_WT,2.02,80,519
#ATTENDANTS.0.1_WT,2.03,252,1724
#ATTENDANTS_WT,2.03,252,1724
#Antigonus_WT,2.03,252,1724
#Leontes_WT,2.03,252,1724
#Paulina_WT,2.03,252,1724
#Perdita.Infant_WT,2.03,252,1724
#SERVANTS.0_WT,2.03,252,1724
#SERVANTS.X.1_WT,2.03,252,1724
#SERVANTS.X.2_WT,2.03,252,1724
#SERVANTS_WT,2.03,252,1724
#Cleomenes_WT,3.01,27,171
#Dion_WT,3.01,27,171
#ATTENDANTS.0.1_WT,3.02,269,1944
#ATTENDANTS_WT,3.02,269,1944
#Cleomenes_WT,3.02,269,1944
#Dion_WT,3.02,269,1944
#Hermione_WT,3.02,269,1944
#LADIES_WT,3.02,269,1944
#Leontes_WT,3.02,269,1944
#OFFICERS.0.1_WT,3.02,269,1944
#OFFICERS_WT,3.02,269,1944
#Paulina_WT,3.02,269,1944
#SERVANTS.X.1_WT,3.02,269,1944
#Antigonus_WT,3.03,145,1148
#Perdita.Infant_WT,3.03,145,1148
#Sailor_WT,3.03,145,1148
#Shepherd_WT,3.03,145,1148
#ShepherdsSon_WT,3.03,145,1148
#Chorus_WT,4.01,33,266
#Camillo_WT,4.02,57,477
#Polixenes_WT,4.02,57,477
#Autolycus_WT,4.03,133,988
#ShepherdsSon_WT,4.03,133,988
#Autolycus_WT,4.04,975,6874
#Camillo_WT,4.04,975,6874
#Dorcas_WT,4.04,975,6874
#Florizell_WT,4.04,975,6874
#MUSICIANS_WT,4.04,975,6874
#Mopsa_WT,4.04,975,6874
#Perdita_WT,4.04,975,6874
#Polixenes_WT,4.04,975,6874
#SERVANTS.SHEPHERD.1_WT,4.04,975,6874
#SERVANTS.SHEPHERD_WT,4.04,975,6874
#SHEPHERDS_WT,4.04,975,6874
#Shepherd_WT,4.04,975,6874
#ShepherdsSon_WT,4.04,975,6874
#ATTENDANTS.X_WT,5.01,287,1898
#Cleomenes_WT,5.01,287,1898
#Dion_WT,5.01,287,1898
#Florizell_WT,5.01,287,1898
#Leontes_WT,5.01,287,1898
#Paulina_WT,5.01,287,1898
#Perdita_WT,5.01,287,1898
#SERVANTS.X.3_WT,5.01,287,1898
#SERVANTS_WT,5.01,287,1898
#ATTENDANTS.1_WT,5.02,187,1505
#ATTENDANTS.2_WT,5.02,187,1505
#ATTENDANTS.3_WT,5.02,187,1505
#Autolycus_WT,5.02,187,1505
#Shepherd_WT,5.02,187,1505
#ShepherdsSon_WT,5.02,187,1505
#ATTENDANTS_WT,5.03,192,1286
#Camillo_WT,5.03,192,1286
#Florizell_WT,5.03,192,1286
#Hermione_WT,5.03,192,1286
#Leontes_WT,5.03,192,1286
#Paulina_WT,5.03,192,1286
#Perdita_WT,5.03,192,1286
#Polixenes_WT,5.03,192,1286
