act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
0,0,#Prologue_H8,266,32,266,32
1,1,#Abergavenny_H8,114,18,1848,269
1,1,#Brandon_H8,84,14,242,39
1,1,#Buckingham_H8,845,119,1848,269
1,1,#Norfolk_H8,742,106,1848,269
1,1,#SECRETARIES.0.1_H8,8,2,919,132
1,1,#Sergeant_H8,28,5,242,39
1,1,#Wolsey_H8,27,5,35,7
1,2,#HenryVIII_H8,541,79,1725,247
1,2,#Katherine_H8,371,56,1663,239
1,2,#Norfolk_H8,61,9,1663,239
1,2,#Surveyor_H8,449,61,868,123
1,2,#Wolsey_H8,303,42,1725,247
1,3,#Chamberlain_H8,238,35,574,84
1,3,#Lovell_H8,187,27,446,66
1,3,#Sands_H8,149,22,574,84
1,4,#Anne_H8,16,4,924,144
1,4,#Chamberlain_H8,201,29,844,134
1,4,#Guilford_H8,69,10,924,144
1,4,#HenryVIII_H8,137,20,381,61
1,4,#Lovell_H8,20,4,871,137
1,4,#SERVANTS.X.1_H8,24,4,67,11
1,4,#Sands_H8,189,27,871,137
1,4,#Wolsey_H8,268,46,636,101
2,1,#Buckingham_H8,635,75,711,86
2,1,#GENTLEMEN.1_H8,440,67,1426,197
2,1,#GENTLEMEN.2_H8,281,45,1426,197
2,1,#Lovell_H8,46,6,711,86
2,1,#Vaux_H8,24,4,711,86
2,2,#Campeius_H8,116,15,590,83
2,2,#Chamberlain_H8,204,27,518,74
2,2,#Gardiner_H8,13,2,170,25
2,2,#HenryVIII_H8,240,33,676,95
2,2,#Norfolk_H8,274,43,611,93
2,2,#Suffolk_H8,118,17,611,93
2,2,#Wolsey_H8,229,32,590,83
2,3,#Anne_H8,360,55,886,129
2,3,#Chamberlain_H8,162,23,256,38
2,3,#OldLady_H8,364,51,886,129
2,4,#BishopOfLincoln_H8,52,8,1918,266
2,4,#Campeius_H8,91,15,1918,266
2,4,#Crier_H8,24,5,1918,266
2,4,#HenryVIII_H8,703,97,1918,266
2,4,#Katherine_H8,669,87,1044,148
2,4,#Scribe_H8,18,4,1918,266
2,4,#Usher_H8,5,1,1044,148
2,4,#Wolsey_H8,356,49,1918,266
3,1,#Campeius_H8,172,24,1351,177
3,1,#GENTLEMEN.X_H8,19,3,32,7
3,1,#Katherine_H8,968,124,1512,203
3,1,#LADIES.KATHERINE.0.1_H8,70,12,1493,201
3,1,#Wolsey_H8,283,40,1351,177
3,2,#Chamberlain_H8,143,19,2653,392
3,2,#Cromwell_H8,194,29,822,114
3,2,#HenryVIII_H8,447,63,795,113
3,2,#Norfolk_H8,352,56,2653,392
3,2,#Suffolk_H8,419,63,2653,392
3,2,#Surrey_H8,512,79,2653,392
3,2,#Wolsey_H8,1734,231,3205,442
4,1,#GENTLEMEN.1_H8,263,41,983,143
4,1,#GENTLEMEN.2_H8,288,45,983,143
4,1,#GENTLEMEN.3_H8,437,58,533,76
4,2,#Capuchius_H8,65,11,549,72
4,2,#Griffith_H8,421,58,1427,195
4,2,#Katherine_H8,877,116,1427,195
4,2,#LADIES.KATHERINE.Patience_H8,35,6,1427,195
4,2,#Messenger_H8,29,4,71,12
5,1,#Cranmer_H8,127,20,596,86
5,1,#Denny_H8,21,4,47,11
5,1,#Gardiner_H8,322,43,477,66
5,1,#HenryVIII_H8,612,91,951,144
5,1,#Lovell_H8,222,33,888,131
5,1,#OldLady_H8,131,17,160,23
5,1,#Page_H8,3,1,477,66
5,1,#Suffolk_H8,44,7,186,28
5,2,#Butts_H8,59,9,153,23
5,2,#Chamberlain_H8,28,5,1529,214
5,2,#Chancellor_H8,212,31,1529,214
5,2,#Cranmer_H8,455,61,1818,258
5,2,#Cromwell_H8,110,21,1529,214
5,2,#Gardiner_H8,330,48,1529,214
5,2,#HenryVIII_H8,519,67,719,96
5,2,#Keeper_H8,40,7,1784,253
5,2,#Norfolk_H8,24,5,1529,214
5,2,#Suffolk_H8,43,7,1529,214
5,2,#Surrey_H8,10,3,1529,214
5,3,#Chamberlain_H8,154,19,215,29
5,3,#Porter_H8,274,35,795,97
5,3,#SERVANTS.LARDER.1_H8,13,3,774,94
5,3,#SERVANTS.PORTER.1_H8,354,40,795,97
5,4,#Cranmer_H8,457,57,649,86
5,4,#Garter_H8,21,3,649,86
5,4,#HenryVIII_H8,171,26,628,83
6,0,#Epilogue_H8,123,14,123,14
1,1,#GUARDS_H8,0,0,277,46
1,1,#SECRETARIES_H8,0,0,35,7
1,2,#ATTENDANTS_H8,0,0,1725,247
1,2,#Lovell_H8,0,0,1725,247
1,2,#NOBLES_H8,0,0,1725,247
1,2,#SECRETARIES.X.1_H8,0,0,857,124
1,2,#Suffolk_H8,0,0,1663,239
1,4,#ATTENDANTS_H8,0,0,636,101
1,4,#GENTLEMEN_H8,0,0,924,144
1,4,#LADIES_H8,0,0,924,144
1,4,#MASKERS_H8,0,0,381,61
1,4,#SERVANTS_H8,0,0,636,101
2,1,#COMMONERS_H8,0,0,711,86
2,1,#GUARDS_H8,0,0,711,86
2,1,#Sands_H8,0,0,711,86
2,4,#ATTENDANTS_H8,0,0,1918,266
2,4,#BISHOPS_H8,0,0,1918,266
2,4,#LORDS_H8,0,0,1918,266
3,1,#LADIES.KATHERINE_H8,0,0,1512,203
3,2,#ATTENDANTS_H8,0,0,795,113
3,2,#Lovell_H8,0,0,795,113
5,2,#GUARDS_H8,0,0,751,101
5,2,#SERVANTS_H8,0,0,1818,258
5,4,#ALDERMEN_H8,0,0,649,86
5,4,#ElizabethI.Infant_H8,0,0,649,86
5,4,#GUARDS_H8,0,0,628,83
5,4,#LADIES_H8,0,0,649,86
5,4,#LORDS_H8,0,0,649,86
5,4,#LordMayor_H8,0,0,649,86
5,4,#Norfolk_H8,0,0,649,86
5,4,#Suffolk_H8,0,0,649,86
