act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
0,0,#Chorus_Rom,106,14,106,14
1,1,#Benvolio_Rom,376,52,1403,189
1,1,#CITIZENS_Rom,16,2,237,32
1,1,#Capulet_Rom,26,3,221,30
1,1,#LadyCapulet_Rom,10,2,221,30
1,1,#LadyMontague_Rom,28,3,642,84
1,1,#Montague_Rom,218,28,642,84
1,1,#PrinceEscalus_Rom,166,23,166,23
1,1,#Romeo_Rom,502,65,667,89
1,1,#SERVANTS.CAPULET.Gregory_Rom,145,24,732,105
1,1,#SERVANTS.CAPULET.Sampson_Rom,258,35,732,105
1,1,#SERVANTS.MONTAGUE.Abram_Rom,24,5,478,72
1,1,#Tybalt_Rom,37,5,293,39
1,2,#Benvolio_Rom,155,20,421,62
1,2,#Capulet_Rom,270,34,302,38
1,2,#Paris_Rom,32,4,302,38
1,2,#Romeo_Rom,193,30,421,62
1,2,#SERVANTS.CAPULET.X.1_Rom,142,20,631,88
1,3,#Juliet_Rom,57,7,850,109
1,3,#LadyCapulet_Rom,279,37,882,113
1,3,#Nurse_Rom,511,64,882,113
1,3,#SERVANTS.CAPULET.X.2_Rom,35,5,38,6
1,4,#Benvolio_Rom,93,13,905,121
1,4,#Mercutio_Rom,557,74,905,121
1,4,#Romeo_Rom,255,34,905,121
1,5,#Benvolio_Rom,8,1,69,9
1,5,#Capulet_Rom,440,59,919,124
1,5,#Cousin_Rom,18,3,919,124
1,5,#Juliet_Rom,149,20,1048,144
1,5,#Nurse_Rom,94,15,1035,142
1,5,#Romeo_Rom,212,27,705,94
1,5,#SERVANTS.CAPULET.0.1_Rom,71,10,1160,161
1,5,#SERVANTS.CAPULET.0.2_Rom,20,3,1143,158
1,5,#SERVANTS.CAPULET.0.3_Rom,21,4,1085,150
1,5,#SERVANTS.CAPULET.0_Rom,4,1,823,112
1,5,#Tybalt_Rom,123,18,629,86
2,0,#Chorus_Rom,113,14,113,14
2,1,#Benvolio_Rom,66,9,325,44
2,1,#Mercutio_Rom,259,35,325,44
2,1,#Romeo_Rom,18,2,343,46
2,2,#Juliet_Rom,882,115,1463,193
2,2,#Nurse_Rom,2,2,331,50
2,2,#Romeo_Rom,675,88,1559,205
2,3,#FriarLawrence_Rom,561,76,753,101
2,3,#Romeo_Rom,192,25,581,79
2,4,#Benvolio_Rom,70,12,1014,146
2,4,#Mercutio_Rom,705,92,1014,146
2,4,#Nurse_Rom,453,55,867,116
2,4,#Romeo_Rom,341,53,1344,182
2,4,#SERVANTS.CAPULET.Peter_Rom,46,7,867,116
