act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,#Adam_AYL,46,6,686,83
1,1,#Charles_AYL,337,38,574,67
1,1,#Dennis_AYL,17,3,31,6
1,1,#Oliver_AYL,469,61,1187,146
1,1,#Orlando_AYL,552,63,686,83
1,2,#Celia_AYL,650,85,1896,257
1,2,#Charles_AYL,38,5,526,73
1,2,#DukeFrederick_AYL,159,24,600,84
1,2,#LORDS.FREDERICK.LeBeau_AYL,371,48,1180,162
1,2,#Orlando_AYL,325,40,1075,148
1,2,#Rosalind_AYL,406,61,1896,257
1,2,#Touchstone_AYL,203,27,1317,182
1,3,#Celia_AYL,506,64,1083,145
1,3,#DukeFrederick_AYL,178,25,408,56
1,3,#Rosalind_AYL,399,56,1083,145
2,1,#DukeSenior_AYL,207,28,533,73
2,1,#LORDS.SENIOR.0.1_AYL,291,40,339,48
2,1,#LORDS.SENIOR.0.2_AYL,11,2,36,6
2,1,#LORDS.SENIOR.Amiens_AYL,24,3,533,73
2,2,#DukeFrederick_AYL,62,8,157,21
2,2,#LORDS.FREDERICK.0.1_AYL,32,4,133,18
2,2,#LORDS.FREDERICK.0.2_AYL,63,9,101,14
2,3,#Adam_AYL,430,54,610,77
2,3,#Orlando_AYL,180,23,610,77
2,4,#Celia_AYL,52,5,786,103
2,4,#Corin_AYL,200,26,646,85
2,4,#Rosalind_AYL,191,27,786,103
2,4,#Silvius_AYL,137,19,177,24
2,4,#Touchstone_AYL,206,26,786,103
2,5,#Jaques_AYL,283,41,392,61
2,5,#LORDS.SENIOR.Amiens_AYL,148,28,392,61
2,5,#LORDS.SENIOR_AYL,39,8,392,61
2,6,#Adam_AYL,24,3,167,18
2,6,#Orlando_AYL,143,15,167,18
2,7,#Adam_AYL,13,2,242,39
2,7,#DukeSenior_AYL,384,52,1583,212
2,7,#Jaques_AYL,800,103,1524,205
2,7,#LORDS.SENIOR.0.1_AYL,25,3,1566,210
2,7,#LORDS.SENIOR.Amiens_AYL,106,20,1583,212
2,7,#Orlando_AYL,255,32,637,90
3,1,#DukeFrederick_AYL,130,16,147,18
3,1,#Oliver_AYL,17,2,147,18
3,2,#Celia_AYL,427,70,2267,319
3,2,#Corin_AYL,270,34,1062,155
3,2,#Jaques_AYL,150,21,301,43
3,2,#Orlando_AYL,405,60,1472,198
3,2,#Rosalind_AYL,1443,191,2499,358
3,2,#Touchstone_AYL,495,67,1062,155
3,3,#Audrey_AYL,76,12,771,105
3,3,#Jaques_AYL,97,15,771,105
3,3,#OliverMartext_AYL,36,6,308,45
3,3,#Touchstone_AYL,579,74,771,105
3,4,#Celia_AYL,226,28,448,60
3,4,#Corin_AYL,70,10,108,17
3,4,#Rosalind_AYL,152,22,448,60
3,5,#Phoebe_AYL,600,76,1177,150
3,5,#Rosalind_AYL,369,44,622,77
3,5,#Silvius_AYL,208,30,1177,150
4,1,#Celia_AYL,83,12,1653,231
4,1,#Jaques_AYL,130,17,287,41
4,1,#Orlando_AYL,224,40,1280,181
4,1,#Rosalind_AYL,1216,162,1653,231
4,2,#Jaques_AYL,58,8,83,13
4,2,#LORDS.SENIOR.0.1_AYL,4,1,76,12
4,2,#LORDS.SENIOR.0.2_AYL,21,4,36,6
4,3,#Celia_AYL,162,23,1398,193
4,3,#Oliver_AYL,598,81,830,115
4,3,#Rosalind_AYL,542,75,1398,193
4,3,#Silvius_AYL,96,14,532,73
5,1,#Audrey_AYL,40,7,463,64
5,1,#Corin_AYL,9,2,17,4
5,1,#Touchstone_AYL,373,44,463,64
5,1,#William_AYL,41,11,387,51
5,2,#Oliver_AYL,80,9,150,19
5,2,#Orlando_AYL,194,26,987,130
5,2,#Phoebe_AYL,52,8,359,52
5,2,#Rosalind_AYL,572,75,877,118
5,2,#Silvius_AYL,89,12,359,52
5,3,#Audrey_AYL,33,4,336,47
5,3,#SERVANTS.1_AYL,213,30,300,42
5,3,#SERVANTS.2_AYL,196,27,300,42
5,3,#Touchstone_AYL,67,10,336,47
5,4,#DukeSenior_AYL,217,30,1504,202
5,4,#Hymen_AYL,134,24,618,91
5,4,#Jaques_AYL,251,38,1489,200
5,4,#Orlando_AYL,92,11,1504,202
5,4,#Phoebe_AYL,42,6,1471,198
5,4,#Rosalind_AYL,179,23,794,113
5,4,#SecondBrother_AYL,128,17,374,53
5,4,#Silvius_AYL,10,1,1471,198
5,4,#Touchstone_AYL,451,52,1226,167
6,0,#Rosalind_AYL,227,22,227,22
1,2,#ATTENDANTS_AYL,0,0,600,84
1,2,#LORDS.FREDERICK_AYL,0,0,600,84
1,3,#LORDS.FREDERICK_AYL,0,0,408,56
2,1,#LORDS.SENIOR_AYL,0,0,533,73
2,2,#LORDS.FREDERICK_AYL,0,0,157,21
2,7,#LORDS.SENIOR_AYL,0,0,1583,212
3,1,#LORDS.FREDERICK_AYL,0,0,147,18
3,5,#Celia_AYL,0,0,622,77
3,5,#Corin_AYL,0,0,622,77
4,2,#LORDS.SENIOR_AYL,0,0,83,13
5,4,#Audrey_AYL,0,0,1226,167
5,4,#Celia_AYL,0,0,827,117
5,4,#LORDS.SENIOR.Amiens_AYL,0,0,1504,202
5,4,#Oliver_AYL,0,0,1504,202
