source,target,key,n_lines,n_tokens,edge_index,edge_type
#Prologue_Tro,0.00.0001,0,31,224,1,active
#Troilus_Tro,1.01.0002,0,5,39,2,active
1.01.0002,#Pandarus_Tro,0,5,39,2,passive
#Pandarus_Tro,1.01.0002,0,1,6,3,active
1.01.0002,#Troilus_Tro,0,1,6,3,passive
#Troilus_Tro,1.01.0002,1,6,45,4,active
1.01.0002,#Pandarus_Tro,1,6,45,4,passive
#Pandarus_Tro,1.01.0002,1,3,32,5,active
1.01.0002,#Troilus_Tro,1,3,32,5,passive
#Troilus_Tro,1.01.0002,2,1,4,6,active
1.01.0002,#Pandarus_Tro,2,1,4,6,passive
#Pandarus_Tro,1.01.0002,2,2,9,7,active
1.01.0002,#Troilus_Tro,2,2,9,7,passive
#Troilus_Tro,1.01.0002,3,1,4,8,active
1.01.0002,#Pandarus_Tro,3,1,4,8,passive
#Pandarus_Tro,1.01.0002,3,2,9,9,active
1.01.0002,#Troilus_Tro,3,2,9,9,passive
#Troilus_Tro,1.01.0002,4,1,4,10,active
1.01.0002,#Pandarus_Tro,4,1,4,10,passive
#Pandarus_Tro,1.01.0002,4,4,39,11,active
1.01.0002,#Troilus_Tro,4,4,39,11,passive
#Troilus_Tro,1.01.0002,5,6,39,12,active
1.01.0002,#Pandarus_Tro,5,6,39,12,passive
#Pandarus_Tro,1.01.0002,5,2,15,13,active
1.01.0002,#Troilus_Tro,5,2,15,13,passive
#Troilus_Tro,1.01.0002,6,7,60,14,active
1.01.0002,#Pandarus_Tro,6,7,60,14,passive
#Pandarus_Tro,1.01.0002,6,7,58,15,active
1.01.0002,#Troilus_Tro,6,7,58,15,passive
#Troilus_Tro,1.01.0002,7,16,134,16,active
1.01.0002,#Pandarus_Tro,7,16,134,16,passive
#Pandarus_Tro,1.01.0002,7,1,6,17,active
1.01.0002,#Troilus_Tro,7,1,6,17,passive
#Troilus_Tro,1.01.0002,8,1,6,18,active
1.01.0002,#Pandarus_Tro,8,1,6,18,passive
#Pandarus_Tro,1.01.0002,8,3,33,19,active
1.01.0002,#Troilus_Tro,8,3,33,19,passive
#Troilus_Tro,1.01.0002,9,1,5,20,active
1.01.0002,#Pandarus_Tro,9,1,5,20,passive
#Pandarus_Tro,1.01.0002,9,3,29,21,active
1.01.0002,#Troilus_Tro,9,3,29,21,passive
#Troilus_Tro,1.01.0002,10,2,8,22,active
1.01.0002,#Pandarus_Tro,10,2,8,22,passive
#Pandarus_Tro,1.01.0002,10,5,48,23,active
1.01.0002,#Troilus_Tro,10,5,48,23,passive
#Troilus_Tro,1.01.0002,11,1,6,24,active
1.01.0002,#Pandarus_Tro,11,1,6,24,passive
#Pandarus_Tro,1.01.0002,11,4,45,25,active
1.01.0002,#Troilus_Tro,11,4,45,25,passive
#Troilus_Tro,1.01.0002,12,1,1,26,active
1.01.0002,#Pandarus_Tro,12,1,1,26,passive
#Pandarus_Tro,1.01.0002,12,1,2,27,active
1.01.0002,#Troilus_Tro,12,1,2,27,passive
#Troilus_Tro,1.01.0002,13,1,2,28,active
1.01.0002,#Pandarus_Tro,13,1,2,28,passive
#Pandarus_Tro,1.01.0002,13,2,19,29,active
1.01.0002,#Troilus_Tro,13,2,19,29,passive
#Troilus_Tro,1.01.0003,0,16,128,30,active
#Aeneas_Tro,1.01.0004,0,1,7,31,active
1.01.0004,#Troilus_Tro,0,1,7,31,passive
#Troilus_Tro,1.01.0004,0,3,22,32,active
1.01.0004,#Aeneas_Tro,0,3,22,32,passive
#Aeneas_Tro,1.01.0004,1,1,7,33,active
1.01.0004,#Troilus_Tro,1,1,7,33,passive
#Troilus_Tro,1.01.0004,1,1,3,34,active
1.01.0004,#Aeneas_Tro,1,1,3,34,passive
#Aeneas_Tro,1.01.0004,2,1,3,35,active
1.01.0004,#Troilus_Tro,2,1,3,35,passive
#Troilus_Tro,1.01.0004,2,2,15,36,active
1.01.0004,#Aeneas_Tro,2,2,15,36,passive
#Aeneas_Tro,1.01.0004,3,1,9,37,active
1.01.0004,#Troilus_Tro,3,1,9,37,passive
#Troilus_Tro,1.01.0004,3,2,18,38,active
1.01.0004,#Aeneas_Tro,3,2,18,38,passive
#Aeneas_Tro,1.01.0004,4,1,4,39,active
1.01.0004,#Troilus_Tro,4,1,4,39,passive
#Troilus_Tro,1.01.0004,4,1,5,40,active
1.01.0004,#Aeneas_Tro,4,1,5,40,passive
#Cressida_Tro,1.02.0005,0,1,5,41,active
1.02.0005,#Alexander_Tro,0,1,5,41,passive
#Alexander_Tro,1.02.0005,0,1,4,42,active
1.02.0005,#Cressida_Tro,0,1,4,42,passive
#Cressida_Tro,1.02.0005,1,1,4,43,active
1.02.0005,#Alexander_Tro,1,1,4,43,passive
#Alexander_Tro,1.02.0005,1,10,71,44,active
1.02.0005,#Cressida_Tro,1,10,71,44,passive
#Cressida_Tro,1.02.0005,2,1,6,45,active
1.02.0005,#Alexander_Tro,2,1,6,45,passive
#Alexander_Tro,1.02.0005,2,3,21,46,active
1.02.0005,#Cressida_Tro,2,3,21,46,passive
#Cressida_Tro,1.02.0005,3,1,5,47,active
1.02.0005,#Alexander_Tro,3,1,5,47,passive
#Alexander_Tro,1.02.0005,3,2,12,48,active
1.02.0005,#Cressida_Tro,3,2,12,48,passive
#Cressida_Tro,1.02.0005,4,2,13,49,active
1.02.0005,#Alexander_Tro,4,2,13,49,passive
#Alexander_Tro,1.02.0005,4,12,114,50,active
1.02.0005,#Cressida_Tro,4,12,114,50,passive
#Cressida_Tro,1.02.0005,5,2,12,51,active
1.02.0005,#Alexander_Tro,5,2,12,51,passive
#Alexander_Tro,1.02.0005,5,4,26,52,active
1.02.0005,#Cressida_Tro,5,4,26,52,passive
#Cressida_Tro,1.02.0006,0,1,3,53,active
1.02.0006,#Alexander_Tro,0,1,3,53,passive
1.02.0006,#Pandarus_Tro,0,1,3,53,passive
#Alexander_Tro,1.02.0006,0,1,4,54,active
1.02.0006,#Cressida_Tro,0,1,4,54,passive
1.02.0006,#Pandarus_Tro,1,1,4,54,passive
#Cressida_Tro,1.02.0006,1,1,4,55,active
1.02.0006,#Alexander_Tro,1,1,4,55,passive
1.02.0006,#Pandarus_Tro,2,1,4,55,passive
#Alexander_Tro,1.02.0006,1,1,7,56,active
1.02.0006,#Cressida_Tro,1,1,7,56,passive
