node1,node2,n_lines,n_tokens
#Prologue_H8,0.00.0001,32,266
#Abergavenny_H8,1.01.0002,135,920
#Buckingham_H8,1.01.0002,135,920
#Norfolk_H8,1.01.0002,135,920
#Abergavenny_H8,1.01.0003,2,9
#Buckingham_H8,1.01.0003,2,9
#GUARDS_H8,1.01.0003,2,9
#Norfolk_H8,1.01.0003,2,9
#SECRETARIES_H8,1.01.0003,2,9
#Wolsey_H8,1.01.0003,2,9
#Abergavenny_H8,1.01.0004,5,26
#Buckingham_H8,1.01.0004,5,26
#GUARDS_H8,1.01.0004,5,26
#Norfolk_H8,1.01.0004,5,26
#SECRETARIES.0.1_H8,1.01.0004,5,26
#SECRETARIES_H8,1.01.0004,5,26
#Wolsey_H8,1.01.0004,5,26
#Abergavenny_H8,1.01.0005,88,651
#Buckingham_H8,1.01.0005,88,651
#Norfolk_H8,1.01.0005,88,651
#SECRETARIES.0.1_H8,1.01.0005,88,651
#Abergavenny_H8,1.01.0006,39,242
#Brandon_H8,1.01.0006,39,242
#Buckingham_H8,1.01.0006,39,242
#GUARDS_H8,1.01.0006,39,242
#Norfolk_H8,1.01.0006,39,242
#SECRETARIES.0.1_H8,1.01.0006,39,242
#Sergeant_H8,1.01.0006,39,242
#ATTENDANTS_H8,1.02.0007,8,62
#HenryVIII_H8,1.02.0007,8,62
#Lovell_H8,1.02.0007,8,62
#NOBLES_H8,1.02.0007,8,62
#SECRETARIES.X.1_H8,1.02.0007,8,62
#Wolsey_H8,1.02.0007,8,62
#ATTENDANTS_H8,1.02.0008,116,795
#HenryVIII_H8,1.02.0008,116,795
#Katherine_H8,1.02.0008,116,795
#Lovell_H8,1.02.0008,116,795
#NOBLES_H8,1.02.0008,116,795
#Norfolk_H8,1.02.0008,116,795
#SECRETARIES.X.1_H8,1.02.0008,116,795
#Suffolk_H8,1.02.0008,116,795
#Wolsey_H8,1.02.0008,116,795
#ATTENDANTS_H8,1.02.0009,123,868
#HenryVIII_H8,1.02.0009,123,868
#Katherine_H8,1.02.0009,123,868
#Lovell_H8,1.02.0009,123,868
#NOBLES_H8,1.02.0009,123,868
#Norfolk_H8,1.02.0009,123,868
#Suffolk_H8,1.02.0009,123,868
#Surveyor_H8,1.02.0009,123,868
#Wolsey_H8,1.02.0009,123,868
#Chamberlain_H8,1.03.0010,18,128
#Sands_H8,1.03.0010,18,128
#Chamberlain_H8,1.03.0011,66,446
#Lovell_H8,1.03.0011,66,446
#Sands_H8,1.03.0011,66,446
#Anne_H8,1.04.0012,7,53
#GENTLEMEN_H8,1.04.0012,7,53
#Guilford_H8,1.04.0012,7,53
#LADIES_H8,1.04.0012,7,53
#Anne_H8,1.04.0013,36,235
#Chamberlain_H8,1.04.0013,36,235
#GENTLEMEN_H8,1.04.0013,36,235
#Guilford_H8,1.04.0013,36,235
#LADIES_H8,1.04.0013,36,235
#Lovell_H8,1.04.0013,36,235
#Sands_H8,1.04.0013,36,235
#ATTENDANTS_H8,1.04.0014,26,161
#Anne_H8,1.04.0014,26,161
#Chamberlain_H8,1.04.0014,26,161
#GENTLEMEN_H8,1.04.0014,26,161
#Guilford_H8,1.04.0014,26,161
#LADIES_H8,1.04.0014,26,161
#Lovell_H8,1.04.0014,26,161
#SERVANTS_H8,1.04.0014,26,161
#Sands_H8,1.04.0014,26,161
#Wolsey_H8,1.04.0014,26,161
#ATTENDANTS_H8,1.04.0015,11,67
#Anne_H8,1.04.0015,11,67
#Chamberlain_H8,1.04.0015,11,67
#GENTLEMEN_H8,1.04.0015,11,67
#Guilford_H8,1.04.0015,11,67
#LADIES_H8,1.04.0015,11,67
#Lovell_H8,1.04.0015,11,67
#SERVANTS.X.1_H8,1.04.0015,11,67
#SERVANTS_H8,1.04.0015,11,67
#Sands_H8,1.04.0015,11,67
#Wolsey_H8,1.04.0015,11,67
#ATTENDANTS_H8,1.04.0016,3,27
#Anne_H8,1.04.0016,3,27
#GENTLEMEN_H8,1.04.0016,3,27
#Guilford_H8,1.04.0016,3,27
#LADIES_H8,1.04.0016,3,27
#Lovell_H8,1.04.0016,3,27
#SERVANTS_H8,1.04.0016,3,27
#Sands_H8,1.04.0016,3,27
#Wolsey_H8,1.04.0016,3,27
#ATTENDANTS_H8,1.04.0017,61,381
#Anne_H8,1.04.0017,61,381
#Chamberlain_H8,1.04.0017,61,381
#GENTLEMEN_H8,1.04.0017,61,381
#Guilford_H8,1.04.0017,61,381
#HenryVIII_H8,1.04.0017,61,381
#LADIES_H8,1.04.0017,61,381
#Lovell_H8,1.04.0017,61,381
#MASKERS_H8,1.04.0017,61,381
#SERVANTS_H8,1.04.0017,61,381
#Sands_H8,1.04.0017,61,381
#Wolsey_H8,1.04.0017,61,381
#GENTLEMEN.1_H8,2.01.0018,70,432
#GENTLEMEN.2_H8,2.01.0018,70,432
#Buckingham_H8,2.01.0019,86,711
#COMMONERS_H8,2.01.0019,86,711
#GENTLEMEN.1_H8,2.01.0019,86,711
#GENTLEMEN.2_H8,2.01.0019,86,711
#GUARDS_H8,2.01.0019,86,711
#Lovell_H8,2.01.0019,86,711
#Sands_H8,2.01.0019,86,711
#Vaux_H8,2.01.0019,86,711
#GENTLEMEN.1_H8,2.01.0020,41,283
#GENTLEMEN.2_H8,2.01.0020,41,283
#Chamberlain_H8,2.02.0021,11,95
#Chamberlain_H8,2.02.0022,63,423
#Norfolk_H8,2.02.0022,63,423
#Suffolk_H8,2.02.0022,63,423
#HenryVIII_H8,2.02.0023,12,86
#Norfolk_H8,2.02.0023,12,86
#Suffolk_H8,2.02.0023,12,86
#Campeius_H8,2.02.0024,18,102
#HenryVIII_H8,2.02.0024,18,102
#Norfolk_H8,2.02.0024,18,102
#Suffolk_H8,2.02.0024,18,102
#Wolsey_H8,2.02.0024,18,102
#Campeius_H8,2.02.0025,33,260
#HenryVIII_H8,2.02.0025,33,260
#Wolsey_H8,2.02.0025,33,260
#Campeius_H8,2.02.0026,25,170
#Gardiner_H8,2.02.0026,25,170
#HenryVIII_H8,2.02.0026,25,170
#Wolsey_H8,2.02.0026,25,170
#Campeius_H8,2.02.0027,7,58
#HenryVIII_H8,2.02.0027,7,58
#Wolsey_H8,2.02.0027,7,58
#Anne_H8,2.03.0028,60,408
#OldLady_H8,2.03.0028,60,408
#Anne_H8,2.03.0029,38,256
#Chamberlain_H8,2.03.0029,38,256
#OldLady_H8,2.03.0029,38,256
#Anne_H8,2.03.0030,31,222
#OldLady_H8,2.03.0030,31,222
#ATTENDANTS_H8,2.04.0031,148,1044
#BISHOPS_H8,2.04.0031,148,1044
#BishopOfLincoln_H8,2.04.0031,148,1044
#Campeius_H8,2.04.0031,148,1044
#Crier_H8,2.04.0031,148,1044
#HenryVIII_H8,2.04.0031,148,1044
#Katherine_H8,2.04.0031,148,1044
#LORDS_H8,2.04.0031,148,1044
#Scribe_H8,2.04.0031,148,1044
#Usher_H8,2.04.0031,148,1044
#Wolsey_H8,2.04.0031,148,1044
#ATTENDANTS_H8,2.04.0032,118,874
#BISHOPS_H8,2.04.0032,118,874
#BishopOfLincoln_H8,2.04.0032,118,874
#Campeius_H8,2.04.0032,118,874
#Crier_H8,2.04.0032,118,874
#HenryVIII_H8,2.04.0032,118,874
#LORDS_H8,2.04.0032,118,874
#Scribe_H8,2.04.0032,118,874
#Wolsey_H8,2.04.0032,118,874
#Katherine_H8,3.01.0033,2,19
#LADIES.KATHERINE_H8,3.01.0033,2,19
#Katherine_H8,3.01.0034,12,70
#LADIES.KATHERINE.0.1_H8,3.01.0034,12,70
#LADIES.KATHERINE_H8,3.01.0034,12,70
#GENTLEMEN.X_H8,3.01.0035,7,32
#Katherine_H8,3.01.0035,7,32
#LADIES.KATHERINE.0.1_H8,3.01.0035,7,32
#LADIES.KATHERINE_H8,3.01.0035,7,32
#Katherine_H8,3.01.0036,5,40
#LADIES.KATHERINE.0.1_H8,3.01.0036,5,40
#LADIES.KATHERINE_H8,3.01.0036,5,40
#Campeius_H8,3.01.0037,177,1351
#Katherine_H8,3.01.0037,177,1351
#LADIES.KATHERINE.0.1_H8,3.01.0037,177,1351
#LADIES.KATHERINE_H8,3.01.0037,177,1351
#Wolsey_H8,3.01.0037,177,1351
#Chamberlain_H8,3.02.0038,98,596
#Norfolk_H8,3.02.0038,98,596
#Suffolk_H8,3.02.0038,98,596
#Surrey_H8,3.02.0038,98,596
#Chamberlain_H8,3.02.0039,15,75
#Cromwell_H8,3.02.0039,15,75
#Norfolk_H8,3.02.0039,15,75
#Suffolk_H8,3.02.0039,15,75
#Surrey_H8,3.02.0039,15,75
#Wolsey_H8,3.02.0039,15,75
#Chamberlain_H8,3.02.0040,26,175
#Norfolk_H8,3.02.0040,26,175
#Suffolk_H8,3.02.0040,26,175
#Surrey_H8,3.02.0040,26,175
#Wolsey_H8,3.02.0040,26,175
#ATTENDANTS_H8,3.02.0041,113,795
#Chamberlain_H8,3.02.0041,113,795
#HenryVIII_H8,3.02.0041,113,795
#Lovell_H8,3.02.0041,113,795
#Norfolk_H8,3.02.0041,113,795
#Suffolk_H8,3.02.0041,113,795
#Surrey_H8,3.02.0041,113,795
#Wolsey_H8,3.02.0041,113,795
#Wolsey_H8,3.02.0042,27,216
#Chamberlain_H8,3.02.0043,140,1012
#Norfolk_H8,3.02.0043,140,1012
#Suffolk_H8,3.02.0043,140,1012
#Surrey_H8,3.02.0043,140,1012
#Wolsey_H8,3.02.0043,140,1012
#Wolsey_H8,3.02.0044,22,185
#Cromwell_H8,3.02.0045,99,747
#Wolsey_H8,3.02.0045,99,747
#GENTLEMEN.1_H8,4.01.0046,67,450
#GENTLEMEN.2_H8,4.01.0046,67,450
#GENTLEMEN.1_H8,4.01.0047,76,533
#GENTLEMEN.2_H8,4.01.0047,76,533
#GENTLEMEN.3_H8,4.01.0047,76,533
#Griffith_H8,4.02.0048,111,807
#Katherine_H8,4.02.0048,111,807
#LADIES.KATHERINE.Patience_H8,4.02.0048,111,807
#Griffith_H8,4.02.0049,12,71
#Katherine_H8,4.02.0049,12,71
#LADIES.KATHERINE.Patience_H8,4.02.0049,12,71
#Messenger_H8,4.02.0049,12,71
#Capuchius_H8,4.02.0050,72,549
#Griffith_H8,4.02.0050,72,549
#Katherine_H8,4.02.0050,72,549
#LADIES.KATHERINE.Patience_H8,4.02.0050,72,549
