act,scene,stagegroup,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
1,1,1,#RichardIII_R3,307,42,307,42
1,1,2,#Brakenbury_R3,55,7,574,78
1,1,2,#Clarence_3H6,162,23,574,78
1,1,2,#RichardIII_R3,357,48,574,78
1,1,3,#RichardIII_R3,42,5,42,5
1,1,4,#Hastings_3H6,71,10,165,23
1,1,4,#RichardIII_R3,94,13,165,23
1,1,5,#RichardIII_R3,151,18,151,18
1,2,6,#LadyAnne_R3,249,33,249,33
1,2,7,#LadyAnne_R3,12,2,39,5
1,2,7,#RichardIII_R3,27,3,39,5
1,2,8,#GENTLEMEN.0.1_R3,9,1,1471,206
1,2,8,#LadyAnne_R3,601,88,1471,206
1,2,8,#RichardIII_R3,861,117,1471,206
1,2,9,#GENTLEMEN.0.1_R3,4,1,11,2
1,2,9,#RichardIII_R3,7,1,11,2
1,2,10,#RichardIII_R3,288,38,288,38
1,3,11,#Grey_R3,52,6,131,17
1,3,11,#QueenElizabeth_3H6,58,7,131,17
1,3,11,#Rivers_3H6,21,4,131,17
1,3,12,#Buckingham_R3,46,6,194,25
1,3,12,#Grey_R3,8,1,194,25
1,3,12,#QueenElizabeth_3H6,80,10,194,25
1,3,12,#Stanley_R3,60,8,194,25
1,3,13,#Grey_R3,9,1,512,71
1,3,13,#QueenElizabeth_3H6,180,25,512,71
1,3,13,#RichardIII_R3,314,43,512,71
1,3,13,#Rivers_3H6,9,2,512,71
1,3,14,#Buckingham_R3,44,6,1584,209
1,3,14,#Dorset_R3,23,3,1584,209
1,3,14,#Hastings_3H6,32,4,1584,209
1,3,14,#QueenElizabeth_3H6,55,7,1584,209
1,3,14,#QueenMargaret_1H6,998,133,1584,209
1,3,14,#RichardIII_R3,381,49,1584,209
1,3,14,#Rivers_3H6,51,7,1584,209
1,3,15,#Buckingham_R3,10,1,137,16
1,3,15,#QueenElizabeth_3H6,8,1,137,16
1,3,15,#RichardIII_R3,93,11,137,16
1,3,15,#Rivers_3H6,26,3,137,16
1,3,16,#Catesby_R3,16,3,30,5
1,3,16,#QueenElizabeth_3H6,9,1,30,5
1,3,16,#Rivers_3H6,5,1,30,5
1,3,17,#RichardIII_R3,123,15,123,15
1,3,18,#MURDERERS.1_R3,50,6,138,19
1,3,18,#MURDERERS.2_R3,5,1,138,19
1,3,18,#RichardIII_R3,88,13,138,19
1,4,19,#Clarence_3H6,520,69,588,77
1,4,19,#Jailer_R3,68,8,588,77
1,4,20,#Brakenbury_R3,56,8,56,8
1,4,21,#Brakenbury_R3,69,10,111,17
1,4,21,#MURDERERS.1_R3,30,5,111,17
1,4,21,#MURDERERS.2_R3,12,2,111,17
1,4,22,#Clarence_3H6,592,74,1276,180
1,4,22,#MURDERERS.1_R3,316,52,1276,180
1,4,22,#MURDERERS.2_R3,370,55,1276,180
1,4,23,#MURDERERS.2_R3,20,3,20,3
1,4,24,#MURDERERS.1_R3,21,4,50,7
1,4,24,#MURDERERS.2_R3,29,3,50,7
1,4,25,#MURDERERS.1_R3,46,5,46,5
2,1,26,#Buckingham_R3,87,11,352,47
2,1,26,#Dorset_R3,13,2,352,47
2,1,26,#EdwardIV_3H6,188,26,352,47
2,1,26,#Hastings_3H6,21,3,352,47
2,1,26,#QueenElizabeth_3H6,15,2,352,47
2,1,26,#Rivers_3H6,28,3,352,47
2,1,27,#Buckingham_R3,9,1,384,50
2,1,27,#Dorset_R3,18,2,384,50
2,1,27,#EdwardIV_3H6,45,6,384,50
2,1,27,#QueenElizabeth_3H6,40,5,384,50
2,1,27,#RichardIII_R3,272,36,384,50
2,1,28,#EdwardIV_3H6,291,35,328,40
2,1,28,#Stanley_R3,37,5,328,40
2,1,29,#Buckingham_R3,5,1,55,7
2,1,29,#RichardIII_R3,50,6,55,7
2,2,30,#ClarencesBoy_R3,137,17,250,34
2,2,30,#ClarencesDaughter_R3,21,3,250,34
2,2,30,#DuchessOfYork_R3,92,14,250,34
2,2,31,#ClarencesBoy_R3,44,5,538,69
2,2,31,#ClarencesDaughter_R3,37,5,538,69
2,2,31,#Dorset_R3,53,7,538,69
2,2,31,#DuchessOfYork_R3,230,29,538,69
2,2,31,#QueenElizabeth_3H6,159,20,538,69
2,2,31,#Rivers_3H6,41,6,538,69
2,2,32,#Buckingham_R3,148,20,353,47
2,2,32,#DuchessOfYork_R3,15,2,353,47
2,2,32,#Hastings_3H6,4,1,353,47
2,2,32,#RichardIII_R3,127,16,353,47
2,2,32,#Rivers_3H6,59,8,353,47
2,2,33,#Buckingham_R3,42,5,72,9
2,2,33,#RichardIII_R3,30,4,72,9
2,3,34,#CITIZENS.1_R3,13,2,43,6
2,3,34,#CITIZENS.2_R3,30,4,43,6
2,3,35,#CITIZENS.1_R3,52,6,356,45
2,3,35,#CITIZENS.2_R3,74,9,356,45
2,3,35,#CITIZENS.3_R3,230,30,356,45
2,4,36,#Archbishop_R3,24,3,318,40
2,4,36,#DuchessOfYork_R3,118,13,318,40
2,4,36,#QueenElizabeth_3H6,29,4,318,40
2,4,36,#York_R3,147,20,318,40
2,4,37,#Archbishop_R3,54,8,274,40
2,4,37,#DuchessOfYork_R3,98,14,274,40
2,4,37,#MESSENGERS.X.1_R3,61,8,274,40
2,4,37,#QueenElizabeth_3H6,61,10,274,40
3,1,38,#Buckingham_R3,8,1,137,18
3,1,38,#EdwardV_R3,33,4,137,18
3,1,38,#RichardIII_R3,96,13,137,18
3,1,39,#EdwardV_R3,47,5,56,6
3,1,39,#MayorOfLondon_R3,9,1,56,6
3,1,40,#Buckingham_R3,152,20,286,37
3,1,40,#Cardinal_R3,74,9,286,37
3,1,40,#EdwardV_R3,17,2,286,37
3,1,40,#Hastings_3H6,43,6,286,37
3,1,41,#Buckingham_R3,23,4,254,34
3,1,41,#EdwardV_R3,153,20,254,34
3,1,41,#RichardIII_R3,78,10,254,34
3,1,42,#Buckingham_R3,38,5,448,58
3,1,42,#EdwardV_R3,96,12,448,58
3,1,42,#RichardIII_R3,122,17,448,58
3,1,42,#York_R3,192,24,448,58
3,1,43,#Buckingham_R3,193,25,316,40
3,1,43,#Catesby_R3,42,5,316,40
3,1,43,#RichardIII_R3,81,10,316,40
3,1,44,#Buckingham_R3,26,3,83,10
3,1,44,#RichardIII_R3,57,7,83,10
3,2,45,#MESSENGERS.X.2_R3,4,1,4,1
3,2,46,#Hastings_3H6,136,19,250,34
3,2,46,#MESSENGERS.X.2_R3,114,15,250,34
3,2,47,#Catesby_R3,117,15,306,38
3,2,47,#Hastings_3H6,189,23,306,38
3,2,48,#Hastings_3H6,81,9,189,22
3,2,48,#Stanley_R3,108,13,189,22
3,2,49,#Hastings_3H6,9,1,9,1
3,2,50,#Hastings_3H6,76,9,96,12
3,2,50,#Pursuivant_R3,20,3,96,12
3,2,51,#Hastings_3H6,28,3,44,5
3,2,51,#SirJohn_R3,16,2,44,5
3,2,52,#Buckingham_R3,53,7,90,12
3,2,52,#Hastings_3H6,37,5,90,12
3,3,53,#Grey_R3,41,5,197,26
3,3,53,#Ratcliffe_R3,16,2,197,26
3,3,53,#Rivers_3H6,131,18,197,26
3,3,53,#Vaughan_R3,9,1,197,26
3,4,54,#BishopOfEly_R3,16,3,163,21
3,4,54,#Buckingham_R3,60,7,163,21
3,4,54,#Hastings_3H6,81,10,163,21
3,4,54,#Stanley_R3,6,1,163,21
3,4,55,#BishopOfEly_R3,17,2,119,14
3,4,55,#Buckingham_R3,25,3,119,14
3,4,55,#RichardIII_R3,77,9,119,14
3,4,56,#Buckingham_R3,7,1,52,7
3,4,56,#RichardIII_R3,45,6,52,7
3,4,57,#Stanley_R3,34,4,34,4
3,4,58,#BishopOfEly_R3,14,2,100,13
3,4,58,#Hastings_3H6,71,9,100,13
3,4,58,#Stanley_R3,15,2,100,13
3,4,59,#Hastings_3H6,41,5,171,21
3,4,59,#RichardIII_R3,130,16,171,21
3,4,60,#Hastings_3H6,196,25,222,29
3,4,60,#Lovell_R3,7,1,222,29
3,4,60,#Ratcliffe_R3,19,3,222,29
3,5,61,#Buckingham_R3,55,8,97,14
3,5,61,#RichardIII_R3,42,6,97,14
3,5,62,#Buckingham_R3,5,2,14,4
3,5,62,#RichardIII_R3,9,2,14,4
3,5,63,#Buckingham_R3,15,2,22,3
3,5,63,#RichardIII_R3,7,1,22,3
3,5,64,#Buckingham_R3,168,22,390,51
3,5,64,#Lovell_R3,13,2,390,51
3,5,64,#MayorOfLondon_R3,69,9,390,51
3,5,64,#RichardIII_R3,140,18,390,51
3,5,65,#Buckingham_R3,41,5,236,32
3,5,65,#RichardIII_R3,195,27,236,32
3,5,66,#RichardIII_R3,24,4,24,4
3,5,67,#RichardIII_R3,33,4,33,4
3,6,68,#Scrivener_R3,116,14,116,14
3,7,69,#Buckingham_R3,364,47,429,56
3,7,69,#RichardIII_R3,65,9,429,56
3,7,70,#Buckingham_R3,16,2,16,2
3,7,71,#Buckingham_R3,47,6,97,13
3,7,71,#Catesby_R3,50,7,97,13
3,7,72,#Buckingham_R3,84,11,93,12
3,7,72,#MayorOfLondon_R3,9,1,93,12
3,7,73,#Buckingham_R3,40,5,73,9
3,7,73,#Catesby_R3,33,4,73,9
3,7,74,#Buckingham_R3,21,3,21,3
3,7,75,#Buckingham_R3,551,77,946,127
3,7,75,#Catesby_R3,8,1,946,127
3,7,75,#MayorOfLondon_R3,16,2,946,127
3,7,75,#RichardIII_R3,371,47,946,127
3,7,76,#Catesby_R3,18,2,49,6
3,7,76,#RichardIII_R3,31,4,49,6
3,7,77,#BISHOPS_R3,1,1,159,21
3,7,77,#Buckingham_R3,37,5,159,21
3,7,77,#CITIZENS_R3,1,1,159,21
3,7,77,#Catesby_R3,1,1,159,21
3,7,77,#MayorOfLondon_R3,12,2,159,21
3,7,77,#RichardIII_R3,110,14,159,21
4,1,78,#DuchessOfYork_R3,38,5,87,12
4,1,78,#LadyAnne_R3,34,5,87,12
4,1,78,#QueenElizabeth_3H6,15,2,87,12
4,1,79,#Brakenbury_R3,45,6,139,17
4,1,79,#DuchessOfYork_R3,9,1,139,17
4,1,79,#LadyAnne_R3,29,3,139,17
4,1,79,#QueenElizabeth_3H6,56,7,139,17
4,1,80,#Dorset_R3,15,2,616,81
4,1,80,#DuchessOfYork_R3,81,12,616,81
4,1,80,#LadyAnne_R3,259,32,616,81
4,1,80,#QueenElizabeth_3H6,171,22,616,81
4,1,80,#Stanley_R3,90,13,616,81
4,2,81,#Buckingham_R3,53,9,197,28
4,2,81,#RichardIII_R3,144,19,197,28
4,2,82,#ATTENDANTS.0.1_R3,36,6,99,16
4,2,82,#Catesby_R3,9,1,99,16
4,2,82,#RichardIII_R3,54,9,99,16
4,2,83,#RichardIII_R3,32,4,32,4
4,2,84,#RichardIII_R3,89,11,109,14
4,2,84,#Stanley_R3,20,3,109,14
4,2,85,#RichardIII_R3,48,6,48,6
4,2,86,#RichardIII_R3,87,11,132,17
4,2,86,#Tyrrel_R3,45,6,132,17
4,2,87,#Buckingham_R3,108,16,270,38
4,2,87,#RichardIII_R3,162,22,270,38
4,2,88,#Buckingham_R3,35,4,35,4
4,3,89,#Tyrrel_R3,167,23,167,23
4,3,90,#RichardIII_R3,52,8,108,16
4,3,90,#Tyrrel_R3,56,8,108,16
4,3,91,#RichardIII_R3,65,8,65,8
4,3,92,#Ratcliffe_R3,27,4,99,14
4,3,92,#RichardIII_R3,72,10,99,14
4,4,93,#QueenMargaret_1H6,57,9,57,9
4,4,94,#DuchessOfYork_R3,96,14,946,122
4,4,94,#QueenElizabeth_3H6,154,20,946,122
4,4,94,#QueenMargaret_1H6,696,88,946,122
4,4,95,#DuchessOfYork_R3,41,5,75,10
4,4,95,#QueenElizabeth_3H6,34,5,75,10
4,4,96,#DuchessOfYork_R3,276,39,464,66
4,4,96,#QueenElizabeth_3H6,51,6,464,66
4,4,96,#RichardIII_R3,137,21,464,66
4,4,97,#QueenElizabeth_3H6,948,123,1880,248
4,4,97,#RichardIII_R3,932,125,1880,248
4,4,98,#RichardIII_R3,6,1,6,1
4,4,99,#Catesby_R3,31,5,149,24
4,4,99,#Ratcliffe_R3,47,7,149,24
4,4,99,#RichardIII_R3,71,12,149,24
4,4,100,#Ratcliffe_R3,18,2,31,4
4,4,100,#RichardIII_R3,13,2,31,4
4,4,101,#RichardIII_R3,208,27,343,44
4,4,101,#Stanley_R3,135,17,343,44
4,4,102,#MESSENGERS.1_R3,33,5,33,5
4,4,103,#MESSENGERS.2_R3,23,3,23,3
4,4,104,#MESSENGERS.3_R3,47,7,92,13
4,4,104,#RichardIII_R3,45,6,92,13
4,4,105,#MESSENGERS.4_R3,78,10,104,13
4,4,105,#RichardIII_R3,26,3,104,13
4,4,106,#Catesby_R3,34,4,63,8
4,4,106,#RichardIII_R3,29,4,63,8
4,5,107,#SirChristopher_R3,58,8,157,21
4,5,107,#Stanley_R3,99,13,157,21
5,1,108,#Buckingham_R3,219,28,228,30
5,1,108,#Sheriff_R3,9,2,228,30
5,2,109,#Blunt_R3,19,2,189,25
5,2,109,#HenryVII_R3,147,20,189,25
5,2,109,#Herbert_R3,10,1,189,25
5,2,109,#Oxford_3H6,13,2,189,25
5,3,110,#Norfolk_R3,21,3,144,19
5,3,110,#RichardIII_R3,114,15,144,19
5,3,110,#Surrey_R3,9,1,144,19
5,3,111,#Blunt_R3,48,6,208,27
