node,node_type
#Antonio_TGV,character
#Crab_TGV,character
#Duke_TGV,character
#Eglamour_TGV,character
#Host_TGV,character
#Julia_TGV,character
#Lance_TGV,character
#Lucetta_TGV,character
#MUSICIANS_TGV,character
#OUTLAWS.1_TGV,character
#OUTLAWS.2_TGV,character
#OUTLAWS.3_TGV,character
#Pantino_TGV,character
#Proteus_TGV,character
#SERVANTS.1_TGV,character
#Speed_TGV,character
#Sylvia_TGV,character
#Thurio_TGV,character
#Valentine_TGV,character
1.01,text_unit
1.02,text_unit
1.03,text_unit
2.01,text_unit
2.02,text_unit
2.03,text_unit
2.04,text_unit
2.05,text_unit
2.06,text_unit
2.07,text_unit
3.01,text_unit
3.02,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
4.04,text_unit
5.01,text_unit
5.02,text_unit
5.03,text_unit
5.04,text_unit
