act,scene,stagegroup,n_tokens,n_lines,onstage
0,0,1,266,32,#Prologue_H8
1,1,2,920,135,#Abergavenny_H8 #Buckingham_H8 #Norfolk_H8
1,1,3,9,2,#Abergavenny_H8 #Buckingham_H8 #GUARDS_H8 #Norfolk_H8 #SECRETARIES_H8 #Wolsey_H8
1,1,4,26,5,#Abergavenny_H8 #Buckingham_H8 #GUARDS_H8 #Norfolk_H8 #SECRETARIES.0.1_H8 #SECRETARIES_H8 #Wolsey_H8
1,1,5,651,88,#Abergavenny_H8 #Buckingham_H8 #Norfolk_H8 #SECRETARIES.0.1_H8
1,1,6,242,39,#Abergavenny_H8 #Brandon_H8 #Buckingham_H8 #GUARDS_H8 #Norfolk_H8 #SECRETARIES.0.1_H8 #Sergeant_H8
1,2,7,62,8,#ATTENDANTS_H8 #HenryVIII_H8 #Lovell_H8 #NOBLES_H8 #SECRETARIES.X.1_H8 #Wolsey_H8
1,2,8,795,116,#ATTENDANTS_H8 #HenryVIII_H8 #Katherine_H8 #Lovell_H8 #NOBLES_H8 #Norfolk_H8 #SECRETARIES.X.1_H8 #Suffolk_H8 #Wolsey_H8
1,2,9,868,123,#ATTENDANTS_H8 #HenryVIII_H8 #Katherine_H8 #Lovell_H8 #NOBLES_H8 #Norfolk_H8 #Suffolk_H8 #Surveyor_H8 #Wolsey_H8
1,3,10,128,18,#Chamberlain_H8 #Sands_H8
1,3,11,446,66,#Chamberlain_H8 #Lovell_H8 #Sands_H8
1,4,12,53,7,#Anne_H8 #GENTLEMEN_H8 #Guilford_H8 #LADIES_H8
1,4,13,235,36,#Anne_H8 #Chamberlain_H8 #GENTLEMEN_H8 #Guilford_H8 #LADIES_H8 #Lovell_H8 #Sands_H8
1,4,14,161,26,#ATTENDANTS_H8 #Anne_H8 #Chamberlain_H8 #GENTLEMEN_H8 #Guilford_H8 #LADIES_H8 #Lovell_H8 #SERVANTS_H8 #Sands_H8 #Wolsey_H8
1,4,15,67,11,#ATTENDANTS_H8 #Anne_H8 #Chamberlain_H8 #GENTLEMEN_H8 #Guilford_H8 #LADIES_H8 #Lovell_H8 #SERVANTS.X.1_H8 #SERVANTS_H8 #Sands_H8 #Wolsey_H8
1,4,16,27,3,#ATTENDANTS_H8 #Anne_H8 #GENTLEMEN_H8 #Guilford_H8 #LADIES_H8 #Lovell_H8 #SERVANTS_H8 #Sands_H8 #Wolsey_H8
1,4,17,381,61,#ATTENDANTS_H8 #Anne_H8 #Chamberlain_H8 #GENTLEMEN_H8 #Guilford_H8 #HenryVIII_H8 #LADIES_H8 #Lovell_H8 #MASKERS_H8 #SERVANTS_H8 #Sands_H8 #Wolsey_H8
2,1,18,432,70,#GENTLEMEN.1_H8 #GENTLEMEN.2_H8
2,1,19,711,86,#Buckingham_H8 #COMMONERS_H8 #GENTLEMEN.1_H8 #GENTLEMEN.2_H8 #GUARDS_H8 #Lovell_H8 #Sands_H8 #Vaux_H8
2,1,20,283,41,#GENTLEMEN.1_H8 #GENTLEMEN.2_H8
2,2,21,95,11,#Chamberlain_H8
2,2,22,423,63,#Chamberlain_H8 #Norfolk_H8 #Suffolk_H8
