act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#WITCHES.1_Mac,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,18,4
1,1,1,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,14,2
1,1,1,#WITCHES.2_Mac,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,15,4
1,1,1,#WITCHES.3_Mac,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,14,3
1,2,2,#Duncan_Mac,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,50,8
1,2,2,#Malcolm_Mac,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,32,5
1,2,2,#SOLDIERS.Captain_Mac,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #SOLDIERS.Captain_Mac,236,35
1,2,3,#Duncan_Mac,#ATTENDANTS_Mac #Angus_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #Ross_Mac,41,8
1,2,3,#Lennox_Mac,#ATTENDANTS_Mac #Angus_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #Ross_Mac,17,3
1,2,3,#Malcolm_Mac,#ATTENDANTS_Mac #Angus_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #Ross_Mac,5,1
1,2,3,#Ross_Mac,#ATTENDANTS_Mac #Angus_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #Ross_Mac,104,18
1,3,4,#WITCHES.1_Mac,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,146,25
1,3,4,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,36,6
1,3,4,#WITCHES.2_Mac,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,11,3
1,3,4,#WITCHES.3_Mac,#WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,13,4
1,3,5,#Banquo_Mac,#Banquo_Mac #Macbeth_Mac #WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,167,21
1,3,5,#Macbeth_Mac,#Banquo_Mac #Macbeth_Mac #WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,89,11
1,3,5,#WITCHES.1_Mac,#Banquo_Mac #Macbeth_Mac #WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,20,4
1,3,5,#WITCHES.2_Mac,#Banquo_Mac #Macbeth_Mac #WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,16,3
1,3,5,#WITCHES.3_Mac,#Banquo_Mac #Macbeth_Mac #WITCHES.1_Mac #WITCHES.2_Mac #WITCHES.3_Mac,23,4
1,3,6,#Banquo_Mac,#Banquo_Mac #Macbeth_Mac,51,7
1,3,6,#Macbeth_Mac,#Banquo_Mac #Macbeth_Mac,31,4
1,3,7,#Angus_Mac,#Angus_Mac #Banquo_Mac #Macbeth_Mac #Ross_Mac,79,13
1,3,7,#Banquo_Mac,#Angus_Mac #Banquo_Mac #Macbeth_Mac #Ross_Mac,90,15
1,3,7,#Macbeth_Mac,#Angus_Mac #Banquo_Mac #Macbeth_Mac #Ross_Mac,250,39
1,3,7,#Ross_Mac,#Angus_Mac #Banquo_Mac #Macbeth_Mac #Ross_Mac,121,16
1,4,8,#Duncan_Mac,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac,34,6
1,4,8,#Malcolm_Mac,#ATTENDANTS_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac,72,10
1,4,9,#Banquo_Mac,#ATTENDANTS_Mac #Angus_Mac #Banquo_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Macbeth_Mac #Malcolm_Mac #Ross_Mac,9,2
1,4,9,#Duncan_Mac,#ATTENDANTS_Mac #Angus_Mac #Banquo_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Macbeth_Mac #Malcolm_Mac #Ross_Mac,180,26
1,4,9,#Macbeth_Mac,#ATTENDANTS_Mac #Angus_Mac #Banquo_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Macbeth_Mac #Malcolm_Mac #Ross_Mac,134,16
1,4,10,#Duncan_Mac,#ATTENDANTS_Mac #Angus_Mac #Banquo_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Malcolm_Mac #Ross_Mac,38,5
1,5,11,#LadyMacbeth_Mac,#LadyMacbeth_Mac,258,33
1,5,12,#LadyMacbeth_Mac,#LadyMacbeth_Mac #MESSENGERS.1_Mac,32,6
1,5,12,#MESSENGERS.1_Mac,#LadyMacbeth_Mac #MESSENGERS.1_Mac,38,5
1,5,13,#LadyMacbeth_Mac,#LadyMacbeth_Mac,128,17
1,5,14,#LadyMacbeth_Mac,#LadyMacbeth_Mac #Macbeth_Mac,135,22
1,5,14,#Macbeth_Mac,#LadyMacbeth_Mac #Macbeth_Mac,15,4
1,6,15,#Banquo_Mac,#ATTENDANTS_Mac #Angus_Mac #Banquo_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Macduff_Mac #Malcolm_Mac #Ross_Mac,52,9
1,6,15,#Duncan_Mac,#ATTENDANTS_Mac #Angus_Mac #Banquo_Mac #Donalbain_Mac #Duncan_Mac #Lennox_Mac #Macduff_Mac #Malcolm_Mac #Ross_Mac,17,3
1,6,16,#Duncan_Mac,#ATTENDANTS_Mac #Angus_Mac #Banquo_Mac #Donalbain_Mac #Duncan_Mac #LadyMacbeth_Mac #Lennox_Mac #Macduff_Mac #Malcolm_Mac #Ross_Mac,112,16
1,6,16,#LadyMacbeth_Mac,#ATTENDANTS_Mac #Angus_Mac #Banquo_Mac #Donalbain_Mac #Duncan_Mac #LadyMacbeth_Mac #Lennox_Mac #Macduff_Mac #Malcolm_Mac #Ross_Mac,72,11
1,7,17,#Macbeth_Mac,#Macbeth_Mac,218,28
1,7,18,#LadyMacbeth_Mac,#LadyMacbeth_Mac #Macbeth_Mac,329,46
1,7,18,#Macbeth_Mac,#LadyMacbeth_Mac #Macbeth_Mac,141,22
2,1,19,#Banquo_Mac,#Banquo_Mac #Fleance_Mac,57,9
2,1,19,#Fleance_Mac,#Banquo_Mac #Fleance_Mac,16,2
2,1,20,#Banquo_Mac,#Banquo_Mac #Fleance_Mac #Macbeth_Mac #SERVANTS.X.1_Mac,99,17
2,1,20,#Macbeth_Mac,#Banquo_Mac #Fleance_Mac #Macbeth_Mac #SERVANTS.X.1_Mac,66,13
2,1,21,#Macbeth_Mac,#Macbeth_Mac #SERVANTS.X.1_Mac,18,2
2,1,22,#Macbeth_Mac,#Macbeth_Mac,263,34
2,2,23,#LadyMacbeth_Mac,#LadyMacbeth_Mac,70,11
2,2,24,#LadyMacbeth_Mac,#LadyMacbeth_Mac #Macbeth_Mac,198,30
2,2,24,#Macbeth_Mac,#LadyMacbeth_Mac #Macbeth_Mac,210,32
2,2,25,#Macbeth_Mac,#Macbeth_Mac,51,8
2,2,26,#LadyMacbeth_Mac,#LadyMacbeth_Mac #Macbeth_Mac,72,11
2,2,26,#Macbeth_Mac,#LadyMacbeth_Mac #Macbeth_Mac,18,3
2,3,27,#Porter_Mac,#Porter_Mac,164,20
2,3,28,#Macduff_Mac,#Lennox_Mac #Macduff_Mac #Porter_Mac,36,6
2,3,28,#Porter_Mac,#Lennox_Mac #Macduff_Mac #Porter_Mac,143,18
2,3,29,#Macduff_Mac,#Lennox_Mac #Macbeth_Mac #Macduff_Mac #Porter_Mac,8,1
2,3,30,#Lennox_Mac,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,4,1
2,3,30,#Macbeth_Mac,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,21,5
2,3,30,#Macduff_Mac,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,45,7
2,3,31,#Lennox_Mac,#Lennox_Mac #Macbeth_Mac,73,12
2,3,31,#Macbeth_Mac,#Lennox_Mac #Macbeth_Mac,10,2
2,3,32,#Lennox_Mac,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,4,1
2,3,32,#Lennox_Mac #Macbeth_Mac,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,3,1
2,3,32,#Macbeth_Mac,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,7,1
2,3,32,#Macduff_Mac,#Lennox_Mac #Macbeth_Mac #Macduff_Mac,57,9
2,3,33,#Macduff_Mac,#Macduff_Mac,53,8
2,3,34,#LadyMacbeth_Mac,#LadyMacbeth_Mac #Macduff_Mac,18,3
2,3,34,#Macduff_Mac,#LadyMacbeth_Mac #Macduff_Mac,24,4
2,3,35,#Banquo_Mac,#Banquo_Mac #LadyMacbeth_Mac #Macduff_Mac,15,3
2,3,35,#LadyMacbeth_Mac,#Banquo_Mac #LadyMacbeth_Mac #Macduff_Mac,6,2
2,3,35,#Macduff_Mac,#Banquo_Mac #LadyMacbeth_Mac #Macduff_Mac,7,2
