node,node_type
#Armado_LLL,character
#BLACKAMOORS_LLL,character
#Berowne_LLL,character
#Boy_LLL,character
#Boyet_LLL,character
#Costard_LLL,character
#Dull_LLL,character
#Dumaine_LLL,character
#Forester_LLL,character
#Holofernes_LLL,character
#Jaquenetta_LLL,character
#Katherine_LLL,character
#King_LLL,character
#LORDS.0_LLL,character
#LORDS_LLL,character
#Longaville_LLL,character
#MUSICIANS_LLL,character
#Marcade_LLL,character
#Maria_LLL,character
#Nathaniel_LLL,character
#Princess_LLL,character
#Rosaline_LLL,character
#Spring_LLL,character
#Winter_LLL,character
1.01,text_unit
1.02,text_unit
2.01,text_unit
3.01,text_unit
4.01,text_unit
4.02,text_unit
4.03,text_unit
5.01,text_unit
5.02,text_unit
