node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#ATTENDANTS_MM,#Duke_MM,0,1,1,1,175,25,1
#ATTENDANTS_MM,#Escalus_MM,0,1,1,1,175,25,1
#Duke_MM,#Escalus_MM,0,1,1,1,175,25,1
#ATTENDANTS_MM,#Angelo_MM,0,1,1,2,405,56,2
#ATTENDANTS_MM,#Duke_MM,1,1,1,2,405,56,2
#ATTENDANTS_MM,#Escalus_MM,1,1,1,2,405,56,2
#Duke_MM,#Angelo_MM,0,1,1,2,405,56,2
#Duke_MM,#Escalus_MM,1,1,1,2,405,56,2
#Escalus_MM,#Angelo_MM,0,1,1,2,405,56,2
#ATTENDANTS_MM,#Angelo_MM,1,1,1,3,65,9,3
#ATTENDANTS_MM,#Escalus_MM,2,1,1,3,65,9,3
#Escalus_MM,#Angelo_MM,1,1,1,3,65,9,3
#GENTLEMEN.1_MM,#GENTLEMEN.2_MM,0,1,2,4,295,43,4
#GENTLEMEN.1_MM,#Lucio_MM,0,1,2,4,295,43,4
#GENTLEMEN.2_MM,#Lucio_MM,0,1,2,4,295,43,4
#GENTLEMEN.1_MM,#Bawd_MM,0,1,2,5,234,35,5
#GENTLEMEN.1_MM,#GENTLEMEN.2_MM,1,1,2,5,234,35,5
#GENTLEMEN.1_MM,#Lucio_MM,1,1,2,5,234,35,5
#GENTLEMEN.2_MM,#Bawd_MM,0,1,2,5,234,35,5
#GENTLEMEN.2_MM,#Lucio_MM,1,1,2,5,234,35,5
#Lucio_MM,#Bawd_MM,0,1,2,5,234,35,5
#Bawd_MM,#Pompey_MM,0,1,2,7,178,26,7
#Bawd_MM,#Claudio_MM,0,1,2,8,22,4,8
#Bawd_MM,#Juliet_MM,0,1,2,8,22,4,8
#Bawd_MM,#OFFICERS_MM,0,1,2,8,22,4,8
#Bawd_MM,#Pompey_MM,1,1,2,8,22,4,8
#Bawd_MM,#Provost_MM,0,1,2,8,22,4,8
#Claudio_MM,#Juliet_MM,0,1,2,8,22,4,8
#Claudio_MM,#OFFICERS_MM,0,1,2,8,22,4,8
#Claudio_MM,#Provost_MM,0,1,2,8,22,4,8
#Juliet_MM,#OFFICERS_MM,0,1,2,8,22,4,8
#Juliet_MM,#Provost_MM,0,1,2,8,22,4,8
#OFFICERS_MM,#Provost_MM,0,1,2,8,22,4,8
#Pompey_MM,#Claudio_MM,0,1,2,8,22,4,8
#Pompey_MM,#Juliet_MM,0,1,2,8,22,4,8
#Pompey_MM,#OFFICERS_MM,0,1,2,8,22,4,8
#Pompey_MM,#Provost_MM,0,1,2,8,22,4,8
#Claudio_MM,#Juliet_MM,1,1,2,9,66,8,9
#Claudio_MM,#OFFICERS_MM,1,1,2,9,66,8,9
#Claudio_MM,#Provost_MM,1,1,2,9,66,8,9
#Juliet_MM,#OFFICERS_MM,1,1,2,9,66,8,9
#Juliet_MM,#Provost_MM,1,1,2,9,66,8,9
#OFFICERS_MM,#Provost_MM,1,1,2,9,66,8,9
#Claudio_MM,#Juliet_MM,2,1,2,10,535,73,10
#Claudio_MM,#OFFICERS_MM,2,1,2,10,535,73,10
#Claudio_MM,#Provost_MM,2,1,2,10,535,73,10
#GENTLEMEN.2_MM,#Claudio_MM,0,1,2,10,535,73,10
#GENTLEMEN.2_MM,#Juliet_MM,0,1,2,10,535,73,10
#GENTLEMEN.2_MM,#Lucio_MM,2,1,2,10,535,73,10
#GENTLEMEN.2_MM,#OFFICERS_MM,0,1,2,10,535,73,10
#GENTLEMEN.2_MM,#Provost_MM,0,1,2,10,535,73,10
#Juliet_MM,#OFFICERS_MM,2,1,2,10,535,73,10
#Juliet_MM,#Provost_MM,2,1,2,10,535,73,10
#Lucio_MM,#Claudio_MM,0,1,2,10,535,73,10
#Lucio_MM,#Juliet_MM,0,1,2,10,535,73,10
#Lucio_MM,#OFFICERS_MM,0,1,2,10,535,73,10
#Lucio_MM,#Provost_MM,0,1,2,10,535,73,10
#OFFICERS_MM,#Provost_MM,2,1,2,10,535,73,10
#Duke_MM,#FriarThomas_MM,0,1,3,11,439,58,11
#Isabella_MM,#Nun_MM,0,1,4,12,35,5,12
#Isabella_MM,#Nun_MM,1,1,4,13,670,95,13
#Lucio_MM,#Isabella_MM,0,1,4,13,670,95,13
#Lucio_MM,#Nun_MM,0,1,4,13,670,95,13
#Angelo_MM,#Justice_MM,0,2,1,14,262,33,14
#Angelo_MM,#SERVANTS_MM,0,2,1,14,262,33,14
#Escalus_MM,#Angelo_MM,2,2,1,14,262,33,14
#Escalus_MM,#Justice_MM,0,2,1,14,262,33,14
#Escalus_MM,#SERVANTS_MM,0,2,1,14,262,33,14
#Justice_MM,#SERVANTS_MM,0,2,1,14,262,33,14
#Angelo_MM,#Justice_MM,1,2,1,15,40,7,15
#Angelo_MM,#Provost_MM,0,2,1,15,40,7,15
#Angelo_MM,#SERVANTS_MM,1,2,1,15,40,7,15
#Escalus_MM,#Angelo_MM,3,2,1,15,40,7,15
#Escalus_MM,#Justice_MM,1,2,1,15,40,7,15
#Escalus_MM,#Provost_MM,0,2,1,15,40,7,15
#Escalus_MM,#SERVANTS_MM,1,2,1,15,40,7,15
#Justice_MM,#SERVANTS_MM,1,2,1,15,40,7,15
#Provost_MM,#Justice_MM,0,2,1,15,40,7,15
#Provost_MM,#SERVANTS_MM,0,2,1,15,40,7,15
#Angelo_MM,#Justice_MM,2,2,1,16,33,4,16
#Angelo_MM,#SERVANTS_MM,2,2,1,16,33,4,16
#Escalus_MM,#Angelo_MM,4,2,1,16,33,4,16
#Escalus_MM,#Justice_MM,2,2,1,16,33,4,16
#Escalus_MM,#SERVANTS_MM,2,2,1,16,33,4,16
#Justice_MM,#SERVANTS_MM,2,2,1,16,33,4,16
#Angelo_MM,#Elbow_MM,0,2,1,17,751,101,17
#Angelo_MM,#Froth_MM,0,2,1,17,751,101,17
#Angelo_MM,#Justice_MM,3,2,1,17,751,101,17
#Angelo_MM,#OFFICERS_MM,0,2,1,17,751,101,17
#Angelo_MM,#Pompey_MM,0,2,1,17,751,101,17
#Angelo_MM,#SERVANTS_MM,3,2,1,17,751,101,17
#Elbow_MM,#Froth_MM,0,2,1,17,751,101,17
#Escalus_MM,#Angelo_MM,5,2,1,17,751,101,17
#Escalus_MM,#Elbow_MM,0,2,1,17,751,101,17
#Escalus_MM,#Froth_MM,0,2,1,17,751,101,17
#Escalus_MM,#Justice_MM,3,2,1,17,751,101,17
#Escalus_MM,#OFFICERS_MM,0,2,1,17,751,101,17
#Escalus_MM,#Pompey_MM,0,2,1,17,751,101,17
#Escalus_MM,#SERVANTS_MM,3,2,1,17,751,101,17
#Justice_MM,#Elbow_MM,0,2,1,17,751,101,17
#Justice_MM,#Froth_MM,0,2,1,17,751,101,17
#Justice_MM,#SERVANTS_MM,3,2,1,17,751,101,17
#OFFICERS_MM,#Elbow_MM,0,2,1,17,751,101,17
#OFFICERS_MM,#Froth_MM,0,2,1,17,751,101,17
#OFFICERS_MM,#Justice_MM,0,2,1,17,751,101,17
#OFFICERS_MM,#SERVANTS_MM,0,2,1,17,751,101,17
#Pompey_MM,#Elbow_MM,0,2,1,17,751,101,17
#Pompey_MM,#Froth_MM,0,2,1,17,751,101,17
#Pompey_MM,#Justice_MM,0,2,1,17,751,101,17
#Pompey_MM,#OFFICERS_MM,1,2,1,17,751,101,17
#Pompey_MM,#SERVANTS_MM,0,2,1,17,751,101,17
#SERVANTS_MM,#Elbow_MM,0,2,1,17,751,101,17
#SERVANTS_MM,#Froth_MM,0,2,1,17,751,101,17
#Elbow_MM,#Froth_MM,1,2,1,18,510,74,18
#Escalus_MM,#Elbow_MM,1,2,1,18,510,74,18
#Escalus_MM,#Froth_MM,1,2,1,18,510,74,18
#Escalus_MM,#Justice_MM,4,2,1,18,510,74,18
#Escalus_MM,#OFFICERS_MM,1,2,1,18,510,74,18
#Escalus_MM,#Pompey_MM,1,2,1,18,510,74,18
#Escalus_MM,#SERVANTS_MM,4,2,1,18,510,74,18
#Justice_MM,#Elbow_MM,1,2,1,18,510,74,18
#Justice_MM,#Froth_MM,1,2,1,18,510,74,18
#Justice_MM,#SERVANTS_MM,4,2,1,18,510,74,18
#OFFICERS_MM,#Elbow_MM,1,2,1,18,510,74,18
#OFFICERS_MM,#Froth_MM,1,2,1,18,510,74,18
#OFFICERS_MM,#Justice_MM,1,2,1,18,510,74,18
#OFFICERS_MM,#SERVANTS_MM,1,2,1,18,510,74,18
#Pompey_MM,#Elbow_MM,1,2,1,18,510,74,18
#Pompey_MM,#Froth_MM,1,2,1,18,510,74,18
#Pompey_MM,#Justice_MM,1,2,1,18,510,74,18
#Pompey_MM,#OFFICERS_MM,2,2,1,18,510,74,18
#Pompey_MM,#SERVANTS_MM,1,2,1,18,510,74,18
#SERVANTS_MM,#Elbow_MM,1,2,1,18,510,74,18
#SERVANTS_MM,#Froth_MM,1,2,1,18,510,74,18
#Escalus_MM,#Elbow_MM,2,2,1,19,350,45,19
#Escalus_MM,#Justice_MM,5,2,1,19,350,45,19
#Escalus_MM,#OFFICERS_MM,2,2,1,19,350,45,19
#Escalus_MM,#Pompey_MM,2,2,1,19,350,45,19
#Escalus_MM,#SERVANTS_MM,5,2,1,19,350,45,19
#Justice_MM,#Elbow_MM,2,2,1,19,350,45,19
#Justice_MM,#SERVANTS_MM,5,2,1,19,350,45,19
#OFFICERS_MM,#Elbow_MM,2,2,1,19,350,45,19
#OFFICERS_MM,#Justice_MM,2,2,1,19,350,45,19
#OFFICERS_MM,#SERVANTS_MM,2,2,1,19,350,45,19
#Pompey_MM,#Elbow_MM,2,2,1,19,350,45,19
#Pompey_MM,#Justice_MM,2,2,1,19,350,45,19
#Pompey_MM,#OFFICERS_MM,3,2,1,19,350,45,19
#Pompey_MM,#SERVANTS_MM,2,2,1,19,350,45,19
#SERVANTS_MM,#Elbow_MM,2,2,1,19,350,45,19
#Escalus_MM,#Elbow_MM,3,2,1,20,143,19,20
#Escalus_MM,#Justice_MM,6,2,1,20,143,19,20
#Escalus_MM,#OFFICERS_MM,3,2,1,20,143,19,20
#Escalus_MM,#SERVANTS_MM,6,2,1,20,143,19,20
#Justice_MM,#Elbow_MM,3,2,1,20,143,19,20
#Justice_MM,#SERVANTS_MM,6,2,1,20,143,19,20
#OFFICERS_MM,#Elbow_MM,3,2,1,20,143,19,20
#OFFICERS_MM,#Justice_MM,3,2,1,20,143,19,20
#OFFICERS_MM,#SERVANTS_MM,3,2,1,20,143,19,20
#SERVANTS_MM,#Elbow_MM,3,2,1,20,143,19,20
#Escalus_MM,#Justice_MM,7,2,1,21,64,12,21
#Escalus_MM,#SERVANTS_MM,7,2,1,21,64,12,21
#Justice_MM,#SERVANTS_MM,7,2,1,21,64,12,21
#Provost_MM,#SERVANTS.1_MM,0,2,2,22,17,3,22
#Angelo_MM,#Provost_MM,1,2,2,24,102,16,24
#Angelo_MM,#Provost_MM,2,2,2,25,39,7,25
#Angelo_MM,#SERVANTS.1_MM,0,2,2,25,39,7,25
#Provost_MM,#SERVANTS.1_MM,1,2,2,25,39,7,25
#Angelo_MM,#Provost_MM,3,2,2,26,20,3,26
#Angelo_MM,#Isabella_MM,0,2,2,27,1118,163,27
#Angelo_MM,#Lucio_MM,0,2,2,27,1118,163,27
#Angelo_MM,#Provost_MM,4,2,2,27,1118,163,27
#Lucio_MM,#Isabella_MM,1,2,2,27,1118,163,27
#Lucio_MM,#Provost_MM,1,2,2,27,1118,163,27
#Provost_MM,#Isabella_MM,0,2,2,27,1118,163,27
#Duke_MM,#Provost_MM,0,2,3,29,74,9,29
#Duke_MM,#Juliet_MM,0,2,3,30,233,35,30
#Duke_MM,#Provost_MM,1,2,3,30,233,35,30
#Juliet_MM,#Provost_MM,3,2,3,30,233,35,30
#Juliet_MM,#Provost_MM,4,2,3,31,23,4,31
#Angelo_MM,#SERVANTS.1_MM,1,2,4,33,12,2,33
#Angelo_MM,#Isabella_MM,1,2,4,35,1104,153,35
#Claudio_MM,#Provost_MM,3,3,1,37,369,46,37
#Duke_MM,#Claudio_MM,0,3,1,37,369,46,37
#Duke_MM,#Provost_MM,2,3,1,37,369,46,37
#Claudio_MM,#Isabella_MM,0,3,1,38,69,11,38
