node1,node2,n_lines,n_tokens
#ATTENDANTS_R2,1.01,211,1599
#Gaunt_R2,1.01,211,1599
#HenryIV_1H4,1.01,211,1599
#LORDS_R2,1.01,211,1599
#Mowbray_R2,1.01,211,1599
#RichardII_R2,1.01,211,1599
#DuchessOfGloucester_R2,1.02,76,578
#Gaunt_R2,1.02,76,578
#Aumerle_R2,1.03,316,2400
#Gaunt_R2,1.03,316,2400
#HERALDS.1_R2,1.03,316,2400
#HERALDS.2_R2,1.03,316,2400
#HenryIV_1H4,1.03,316,2400
#LORDS_R2,1.03,316,2400
#LordMarshal_R2,1.03,316,2400
#Mowbray_R2,1.03,316,2400
#OFFICERS_R2,1.03,316,2400
#RichardII_R2,1.03,316,2400
#Aumerle_R2,1.04,66,483
#Bagot_R2,1.04,66,483
#Bushy_R2,1.04,66,483
#Green_R2,1.04,66,483
#RichardII_R2,1.04,66,483
#ATTENDANTS.GAUNT_R2,2.01,311,2370
#Aumerle_R2,2.01,311,2370
#Bagot_R2,2.01,311,2370
#Bushy_R2,2.01,311,2370
#Gaunt_R2,2.01,311,2370
#Green_R2,2.01,311,2370
#Northumberland_R2,2.01,311,2370
#Queen_R2,2.01,311,2370
#RichardII_R2,2.01,311,2370
#Ross_R2,2.01,311,2370
#Willoughby_R2,2.01,311,2370
#York_R2,2.01,311,2370
#Bagot_R2,2.02,157,1155
#Bushy_R2,2.02,157,1155
#Green_R2,2.02,157,1155
#Queen_R2,2.02,157,1155
#SERVANTS.YORK.1_R2,2.02,157,1155
#York_R2,2.02,157,1155
#Berkeley_R2,2.03,175,1377
#HenryIV_1H4,2.03,175,1377
#Hotspur_R2,2.03,175,1377
#Northumberland_R2,2.03,175,1377
#Ross_R2,2.03,175,1377
#Willoughby_R2,2.03,175,1377
#York_R2,2.03,175,1377
#Salisbury_R2,2.04,24,192
#WelshCaptain_R2,2.04,24,192
#Bushy_R2,3.01,47,343
#Green_R2,3.01,47,343
#HenryIV_1H4,3.01,47,343
#LORDS_R2,3.01,47,343
#Northumberland_R2,3.01,47,343
#York_R2,3.01,47,343
#Aumerle_R2,3.02,226,1744
#BishopOfCarlisle_R2,3.02,226,1744
#RichardII_R2,3.02,226,1744
#SOLDIERS.RICHARD_R2,3.02,226,1744
#Salisbury_R2,3.02,226,1744
#Scroop_R2,3.02,226,1744
#ATTENDANTS.HENRY_R2,3.03,220,1633
#Aumerle_R2,3.03,220,1633
#HenryIV_1H4,3.03,220,1633
#Hotspur_R2,3.03,220,1633
#Northumberland_R2,3.03,220,1633
#RichardII_R2,3.03,220,1633
#SOLDIERS.HENRY_R2,3.03,220,1633
#York_R2,3.03,220,1633
#Gardener_R2,3.04,114,852
#LADIES.0.1_R2,3.04,114,852
#LADIES_R2,3.04,114,852
#Queen_R2,3.04,114,852
#SERVANTS.GARDENER.1_R2,3.04,114,852
#SERVANTS.GARDENER.2_R2,3.04,114,852
#AbbotOfWestminster_R2,4.01,347,2626
#Aumerle_R2,4.01,347,2626
#Bagot_R2,4.01,347,2626
#BishopOfCarlisle_R2,4.01,347,2626
#Fitzwater_R2,4.01,347,2626
#HERALDS.X_R2,4.01,347,2626
#HenryIV_1H4,4.01,347,2626
#Hotspur_R2,4.01,347,2626
#LORDS.1_R2,4.01,347,2626
#Northumberland_R2,4.01,347,2626
#OFFICERS.0.1_R2,4.01,347,2626
#OFFICERS.0_R2,4.01,347,2626
#OFFICERS_R2,4.01,347,2626
#RichardII_R2,4.01,347,2626
#Surrey_R2,4.01,347,2626
#York_R2,4.01,347,2626
#LADIES_R2,5.01,104,834
#Northumberland_R2,5.01,104,834
#OFFICERS_R2,5.01,104,834
#Queen_R2,5.01,104,834
#RichardII_R2,5.01,104,834
#Aumerle_R2,5.02,129,960
#DuchessOfYork_R2,5.02,129,960
#SERVANTS.YORK.1_R2,5.02,129,960
#York_R2,5.02,129,960
#Aumerle_R2,5.03,153,1159
#DuchessOfYork_R2,5.03,153,1159
#HenryIV_1H4,5.03,153,1159
#Hotspur_R2,5.03,153,1159
#LORDS_R2,5.03,153,1159
#York_R2,5.03,153,1159
#Exton_R2,5.04,12,94
#SERVANTS.EXTON.0.1_R2,5.04,12,94
#SERVANTS.EXTON_R2,5.04,12,94
#Exton_R2,5.05,122,977
#Groom_R2,5.05,122,977
#Jailer_R2,5.05,122,977
#RichardII_R2,5.05,122,977
#SERVANTS.EXTON_R2,5.05,122,977
#BishopOfCarlisle_R2,5.06,52,411
#Exton_R2,5.06,52,411
#Fitzwater_R2,5.06,52,411
#HenryIV_1H4,5.06,52,411
#Hotspur_R2,5.06,52,411
#Northumberland_R2,5.06,52,411
#SERVANTS.EXTON_R2,5.06,52,411
#York_R2,5.06,52,411
