node1,node2,key,act,scene,n_tokens,n_lines,edge_index
#Bastard_Jn,#Chatillion_Jn,0,1,1,2205,284,1
#Bastard_Jn,#Essex_Jn,0,1,1,2205,284,1
#Bastard_Jn,#Gurney_Jn,0,1,1,2205,284,1
#Bastard_Jn,#KingJohn_Jn,0,1,1,2205,284,1
#Bastard_Jn,#LadyFaulconbridge_Jn,0,1,1,2205,284,1
#Bastard_Jn,#Pembroke_Jn,0,1,1,2205,284,1
#Bastard_Jn,#QueenEleanor_Jn,0,1,1,2205,284,1
#Bastard_Jn,#RobertFaulconbridge_Jn,0,1,1,2205,284,1
#Bastard_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#Bastard_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#Essex_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#Gurney_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#KingJohn_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#LadyFaulconbridge_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#Pembroke_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#QueenEleanor_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#RobertFaulconbridge_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#Chatillion_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#Essex_Jn,#Gurney_Jn,0,1,1,2205,284,1
#Essex_Jn,#KingJohn_Jn,0,1,1,2205,284,1
#Essex_Jn,#LadyFaulconbridge_Jn,0,1,1,2205,284,1
#Essex_Jn,#Pembroke_Jn,0,1,1,2205,284,1
#Essex_Jn,#QueenEleanor_Jn,0,1,1,2205,284,1
#Essex_Jn,#RobertFaulconbridge_Jn,0,1,1,2205,284,1
#Essex_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#Essex_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#Gurney_Jn,#KingJohn_Jn,0,1,1,2205,284,1
#Gurney_Jn,#LadyFaulconbridge_Jn,0,1,1,2205,284,1
#Gurney_Jn,#Pembroke_Jn,0,1,1,2205,284,1
#Gurney_Jn,#QueenEleanor_Jn,0,1,1,2205,284,1
#Gurney_Jn,#RobertFaulconbridge_Jn,0,1,1,2205,284,1
#Gurney_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#Gurney_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#KingJohn_Jn,#LadyFaulconbridge_Jn,0,1,1,2205,284,1
#KingJohn_Jn,#Pembroke_Jn,0,1,1,2205,284,1
#KingJohn_Jn,#QueenEleanor_Jn,0,1,1,2205,284,1
#KingJohn_Jn,#RobertFaulconbridge_Jn,0,1,1,2205,284,1
#KingJohn_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#KingJohn_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#LadyFaulconbridge_Jn,#Pembroke_Jn,0,1,1,2205,284,1
#LadyFaulconbridge_Jn,#QueenEleanor_Jn,0,1,1,2205,284,1
#LadyFaulconbridge_Jn,#RobertFaulconbridge_Jn,0,1,1,2205,284,1
#LadyFaulconbridge_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#LadyFaulconbridge_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#Pembroke_Jn,#QueenEleanor_Jn,0,1,1,2205,284,1
#Pembroke_Jn,#RobertFaulconbridge_Jn,0,1,1,2205,284,1
#Pembroke_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#Pembroke_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#QueenEleanor_Jn,#RobertFaulconbridge_Jn,0,1,1,2205,284,1
#QueenEleanor_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#QueenEleanor_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#RobertFaulconbridge_Jn,#Salisbury_Jn,0,1,1,2205,284,1
#RobertFaulconbridge_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#Salisbury_Jn,#Sheriff_Jn,0,1,1,2205,284,1
#ATTENDANTS.FRENCH_Jn,#Arthur_Jn,0,2,1,4661,627,2
#ATTENDANTS.FRENCH_Jn,#Austria_Jn,0,2,1,4661,627,2
#ATTENDANTS.FRENCH_Jn,#Blanche_Jn,0,2,1,4661,627,2
#ATTENDANTS.FRENCH_Jn,#CITIZENS.0.1_Jn,0,2,1,4661,627,2
#ATTENDANTS.FRENCH_Jn,#CITIZENS_Jn,0,2,1,4661,627,2
#ATTENDANTS.FRENCH_Jn,#Constance_Jn,0,2,1,4661,627,2
#ATTENDANTS.FRENCH_Jn,#Dauphin_Jn,0,2,1,4661,627,2
