node1,node2,key,act,scene,stagegroup,n_tokens,n_lines,edge_index
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN_Cor,0,1,1,1,66,12,1
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN.0.2_Cor,0,1,1,2,264,37,2
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN_Cor,1,1,1,2,264,37,2
#CITIZENS.ROMAN_Cor,#CITIZENS.ROMAN.0.2_Cor,0,1,1,2,264,37,2
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN.0.2_Cor,1,1,1,3,900,123,3
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN_Cor,2,1,1,3,900,123,3
#CITIZENS.ROMAN.0.1_Cor,#Menenius_Cor,0,1,1,3,900,123,3
#CITIZENS.ROMAN.0.2_Cor,#Menenius_Cor,0,1,1,3,900,123,3
#CITIZENS.ROMAN_Cor,#CITIZENS.ROMAN.0.2_Cor,1,1,1,3,900,123,3
#CITIZENS.ROMAN_Cor,#Menenius_Cor,0,1,1,3,900,123,3
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN.0.2_Cor,2,1,1,4,490,73,4
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN_Cor,3,1,1,4,490,73,4
#CITIZENS.ROMAN.0.1_Cor,#Coriolanus_Cor,0,1,1,4,490,73,4
#CITIZENS.ROMAN.0.1_Cor,#Menenius_Cor,1,1,1,4,490,73,4
#CITIZENS.ROMAN.0.2_Cor,#Coriolanus_Cor,0,1,1,4,490,73,4
#CITIZENS.ROMAN.0.2_Cor,#Menenius_Cor,1,1,1,4,490,73,4
#CITIZENS.ROMAN_Cor,#CITIZENS.ROMAN.0.2_Cor,2,1,1,4,490,73,4
#CITIZENS.ROMAN_Cor,#Coriolanus_Cor,0,1,1,4,490,73,4
#CITIZENS.ROMAN_Cor,#Menenius_Cor,1,1,1,4,490,73,4
#Menenius_Cor,#Coriolanus_Cor,0,1,1,4,490,73,4
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN.0.2_Cor,3,1,1,5,31,5,5
#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN_Cor,4,1,1,5,31,5,5
#CITIZENS.ROMAN.0.1_Cor,#Coriolanus_Cor,1,1,1,5,31,5,5
