node1,node2,n_lines,n_tokens
#WITCHES.1_Mac,1.01.0001,13,61
#WITCHES.2_Mac,1.01.0001,13,61
#WITCHES.3_Mac,1.01.0001,13,61
#ATTENDANTS_Mac,1.02.0002,48,318
#Donalbain_Mac,1.02.0002,48,318
#Duncan_Mac,1.02.0002,48,318
#Lennox_Mac,1.02.0002,48,318
#Malcolm_Mac,1.02.0002,48,318
#SOLDIERS.Captain_Mac,1.02.0002,48,318
#ATTENDANTS_Mac,1.02.0003,30,167
#Angus_Mac,1.02.0003,30,167
#Donalbain_Mac,1.02.0003,30,167
#Duncan_Mac,1.02.0003,30,167
#Lennox_Mac,1.02.0003,30,167
#Malcolm_Mac,1.02.0003,30,167
#Ross_Mac,1.02.0003,30,167
#WITCHES.1_Mac,1.03.0004,38,206
#WITCHES.2_Mac,1.03.0004,38,206
#WITCHES.3_Mac,1.03.0004,38,206
#Banquo_Mac,1.03.0005,43,315
#Macbeth_Mac,1.03.0005,43,315
#WITCHES.1_Mac,1.03.0005,43,315
#WITCHES.2_Mac,1.03.0005,43,315
#WITCHES.3_Mac,1.03.0005,43,315
#Banquo_Mac,1.03.0006,11,82
#Macbeth_Mac,1.03.0006,11,82
#Angus_Mac,1.03.0007,83,540
#Banquo_Mac,1.03.0007,83,540
#Macbeth_Mac,1.03.0007,83,540
#Ross_Mac,1.03.0007,83,540
#ATTENDANTS_Mac,1.04.0008,16,106
#Donalbain_Mac,1.04.0008,16,106
#Duncan_Mac,1.04.0008,16,106
#Lennox_Mac,1.04.0008,16,106
#Malcolm_Mac,1.04.0008,16,106
#ATTENDANTS_Mac,1.04.0009,44,323
#Angus_Mac,1.04.0009,44,323
#Banquo_Mac,1.04.0009,44,323
#Donalbain_Mac,1.04.0009,44,323
#Duncan_Mac,1.04.0009,44,323
#Lennox_Mac,1.04.0009,44,323
#Macbeth_Mac,1.04.0009,44,323
#Malcolm_Mac,1.04.0009,44,323
#Ross_Mac,1.04.0009,44,323
#ATTENDANTS_Mac,1.04.0010,5,38
#Angus_Mac,1.04.0010,5,38
#Banquo_Mac,1.04.0010,5,38
#Donalbain_Mac,1.04.0010,5,38
#Duncan_Mac,1.04.0010,5,38
#Lennox_Mac,1.04.0010,5,38
#Malcolm_Mac,1.04.0010,5,38
#Ross_Mac,1.04.0010,5,38
#LadyMacbeth_Mac,1.05.0011,33,258
#LadyMacbeth_Mac,1.05.0012,11,70
#MESSENGERS.1_Mac,1.05.0012,11,70
#LadyMacbeth_Mac,1.05.0013,17,128
#LadyMacbeth_Mac,1.05.0014,26,150
#Macbeth_Mac,1.05.0014,26,150
#ATTENDANTS_Mac,1.06.0015,12,69
#Angus_Mac,1.06.0015,12,69
#Banquo_Mac,1.06.0015,12,69
#Donalbain_Mac,1.06.0015,12,69
#Duncan_Mac,1.06.0015,12,69
#Lennox_Mac,1.06.0015,12,69
#Macduff_Mac,1.06.0015,12,69
#Malcolm_Mac,1.06.0015,12,69
#Ross_Mac,1.06.0015,12,69
#ATTENDANTS_Mac,1.06.0016,27,184
#Angus_Mac,1.06.0016,27,184
#Banquo_Mac,1.06.0016,27,184
#Donalbain_Mac,1.06.0016,27,184
#Duncan_Mac,1.06.0016,27,184
#LadyMacbeth_Mac,1.06.0016,27,184
