act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,484,64,#Proteus_TGV #Valentine_TGV
1,1,2,56,7,#Proteus_TGV
1,1,3,573,81,#Proteus_TGV #Speed_TGV
1,1,4,23,3,#Proteus_TGV
1,2,5,386,52,#Julia_TGV #Lucetta_TGV
1,2,6,135,17,#Julia_TGV
1,2,7,287,41,#Julia_TGV #Lucetta_TGV
1,2,8,203,26,#Julia_TGV
1,2,9,81,10,#Julia_TGV #Lucetta_TGV
1,3,10,316,44,#Antonio_TGV #Pantino_TGV
1,3,11,256,34,#Antonio_TGV #Pantino_TGV #Proteus_TGV
1,3,12,83,10,#Proteus_TGV
1,3,13,32,4,#Pantino_TGV #Proteus_TGV
2,1,14,662,93,#Speed_TGV #Valentine_TGV
2,1,15,286,42,#Speed_TGV #Sylvia_TGV #Valentine_TGV
2,1,16,290,45,#Speed_TGV #Valentine_TGV
2,2,17,116,16,#Julia_TGV #Proteus_TGV
2,2,18,24,3,#Proteus_TGV
2,2,19,18,3,#Pantino_TGV #Proteus_TGV
2,3,20,341,34,#Crab_TGV #Lance_TGV
2,3,21,196,28,#Crab_TGV #Lance_TGV #Pantino_TGV
2,4,22,249,47,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV
2,4,23,293,39,#Duke_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV
2,4,24,107,13,#Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV
2,4,25,127,17,#Proteus_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV
2,4,26,14,2,#Proteus_TGV #SERVANTS.1_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV
2,4,27,35,6,#Proteus_TGV #Speed_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV
2,4,28,546,78,#Proteus_TGV #Speed_TGV #Valentine_TGV
2,4,29,188,23,#Proteus_TGV
2,5,30,376,53,#Crab_TGV #Lance_TGV #Speed_TGV
2,6,31,326,43,#Proteus_TGV
2,7,32,706,90,#Julia_TGV #Lucetta_TGV
3,1,33,15,2,#Duke_TGV #Proteus_TGV #Thurio_TGV
3,1,34,374,48,#Duke_TGV #Proteus_TGV
3,1,35,983,123,#Duke_TGV #Valentine_TGV
3,1,36,144,18,#Valentine_TGV
3,1,37,488,76,#Lance_TGV #Proteus_TGV #Valentine_TGV
3,1,38,172,17,#Lance_TGV
3,1,39,654,96,#Lance_TGV #Speed_TGV
3,1,40,26,3,#Lance_TGV
3,2,41,78,10,#Duke_TGV #Thurio_TGV
3,2,42,642,88,#Duke_TGV #Proteus_TGV #Thurio_TGV
4,1,43,17,2,#OUTLAWS.1_TGV #OUTLAWS.2_TGV #OUTLAWS.3_TGV
4,1,44,525,74,#OUTLAWS.1_TGV #OUTLAWS.2_TGV #OUTLAWS.3_TGV #Speed_TGV #Valentine_TGV
4,2,45,136,18,#Proteus_TGV
4,2,46,67,9,#MUSICIANS_TGV #Proteus_TGV #Thurio_TGV
4,2,47,354,62,#Host_TGV #Julia_TGV #MUSICIANS_TGV #Proteus_TGV #Thurio_TGV
4,2,48,377,50,#Host_TGV #Julia_TGV #Proteus_TGV #Sylvia_TGV
4,2,49,11,2,#Host_TGV #Julia_TGV #Proteus_TGV
4,2,50,45,7,#Host_TGV #Julia_TGV
4,3,51,25,4,#Eglamour_TGV
4,3,52,319,47,#Eglamour_TGV #Sylvia_TGV
4,4,53,404,40,#Crab_TGV #Lance_TGV
4,4,54,170,23,#Crab_TGV #Julia_TGV #Lance_TGV #Proteus_TGV
4,4,55,215,31,#Julia_TGV #Proteus_TGV
4,4,56,145,19,#Julia_TGV
4,4,57,530,76,#Julia_TGV #Sylvia_TGV
4,4,58,215,27,#Julia_TGV
5,1,59,48,6,#Eglamour_TGV
5,1,60,47,6,#Eglamour_TGV #Sylvia_TGV
5,2,61,209,30,#Julia_TGV #Proteus_TGV #Thurio_TGV
5,2,62,131,20,#Duke_TGV #Julia_TGV #Proteus_TGV #Thurio_TGV
5,2,63,32,4,#Julia_TGV #Proteus_TGV #Thurio_TGV
5,2,64,16,2,#Julia_TGV #Proteus_TGV
5,2,65,18,2,#Julia_TGV
5,3,66,77,11,#OUTLAWS.1_TGV #OUTLAWS.2_TGV #OUTLAWS.3_TGV #Sylvia_TGV
5,3,67,30,4,#OUTLAWS.1_TGV #Sylvia_TGV
5,4,68,131,18,#Valentine_TGV
5,4,69,796,113,#Julia_TGV #Proteus_TGV #Sylvia_TGV #Valentine_TGV
5,4,70,417,55,#Duke_TGV #Julia_TGV #OUTLAWS.1_TGV #OUTLAWS.2_TGV #OUTLAWS.3_TGV #Proteus_TGV #Sylvia_TGV #Thurio_TGV #Valentine_TGV
