act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,581,79,#Bertram_AWW #Countess_AWW #Helen_AWW #Lafew_AWW
1,1,2,23,4,#Bertram_AWW #Helen_AWW #Lafew_AWW
1,1,3,163,20,#Helen_AWW
1,1,4,677,89,#Helen_AWW #Parolles_AWW
1,1,5,200,29,#Helen_AWW #Page_AWW #Parolles_AWW
1,1,6,116,14,#Helen_AWW
1,2,7,18,3,#ATTENDANTS.KING_AWW #King_AWW
1,2,8,91,15,#ATTENDANTS.KING.0.1_AWW #ATTENDANTS.KING_AWW #King_AWW
1,2,9,16,3,#ATTENDANTS.KING.0.1_AWW #ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #King_AWW
1,2,10,478,65,#ATTENDANTS.KING.0.1_AWW #ATTENDANTS.KING.0.2_AWW #ATTENDANTS.KING_AWW #Bertram_AWW #King_AWW #Lafew_AWW #Parolles_AWW
1,3,11,734,98,#Countess_AWW #Fool_AWW #Steward_AWW
1,3,12,247,31,#Countess_AWW #Steward_AWW
1,3,13,1062,144,#Countess_AWW #Helen_AWW
2,1,14,367,54,#ATTENDANTS.KING_AWW #Bertram_AWW #King_AWW #LORDS.DUMAINE.1_AWW #LORDS.DUMAINE.2_AWW #Parolles_AWW
2,1,15,94,14,#ATTENDANTS.KING_AWW #Bertram_AWW #King_AWW #Parolles_AWW
2,1,16,277,39,#ATTENDANTS.KING_AWW #King_AWW #Lafew_AWW
2,1,17,47,7,#ATTENDANTS.KING_AWW #Helen_AWW #King_AWW #Lafew_AWW
2,1,18,889,117,#ATTENDANTS.KING_AWW #Helen_AWW #King_AWW
2,2,19,542,67,#Countess_AWW #Fool_AWW
2,3,20,255,39,#Bertram_AWW #Lafew_AWW #Parolles_AWW
2,3,21,93,13,#ATTENDANTS.KING_AWW #Bertram_AWW #Helen_AWW #King_AWW #Lafew_AWW #Parolles_AWW
2,3,22,1077,145,#ATTENDANTS.KING_AWW #Bertram_AWW #Helen_AWW #King_AWW #LORDS.COURT.1_AWW #LORDS.COURT.2_AWW #LORDS.COURT.3_AWW #LORDS.COURT.4_AWW #Lafew_AWW #Parolles_AWW
2,3,23,396,51,#Lafew_AWW #Parolles_AWW
2,3,24,73,7,#Parolles_AWW
2,3,25,185,24,#Lafew_AWW #Parolles_AWW
2,3,26,15,2,#Parolles_AWW
2,3,27,264,35,#Bertram_AWW #Parolles_AWW
2,4,28,95,12,#Fool_AWW #Helen_AWW
