act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#Berowne_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,897,113
1,1,1,#Dumaine_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,50,8
1,1,1,#King_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,401,52
1,1,1,#Longaville_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,86,11
1,1,2,#Berowne_LLL,#Berowne_LLL #Costard_LLL #Dull_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,79,14
1,1,2,#Costard_LLL,#Berowne_LLL #Costard_LLL #Dull_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,236,38
1,1,2,#Dull_LLL,#Berowne_LLL #Costard_LLL #Dull_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,53,8
1,1,2,#King_LLL,#Berowne_LLL #Costard_LLL #Dull_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,414,59
1,1,2,#Longaville_LLL,#Berowne_LLL #Costard_LLL #Dull_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,23,4
1,1,3,#Berowne_LLL,#Berowne_LLL #Costard_LLL #Dull_LLL,20,3
1,1,3,#Costard_LLL,#Berowne_LLL #Costard_LLL #Dull_LLL,42,5
1,2,4,#Armado_LLL,#Armado_LLL #Boy_LLL,410,64
1,2,4,#Boy_LLL,#Armado_LLL #Boy_LLL,414,61
1,2,5,#Armado_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Jaquenetta_LLL,31,7
1,2,5,#Dull_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Jaquenetta_LLL,52,7
1,2,5,#Jaquenetta_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Jaquenetta_LLL,20,6
1,2,6,#Armado_LLL,#Armado_LLL #Boy_LLL #Costard_LLL,23,4
1,2,6,#Boy_LLL,#Armado_LLL #Boy_LLL #Costard_LLL,20,4
1,2,6,#Costard_LLL,#Armado_LLL #Boy_LLL #Costard_LLL,105,13
1,2,7,#Armado_LLL,#Armado_LLL,181,19
2,1,8,#Boyet_LLL,#Boyet_LLL #Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,94,13
2,1,8,#Princess_LLL,#Boyet_LLL #Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,172,23
2,1,9,#Princess_LLL,#Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,14,2
2,1,10,#Katherine_LLL,#Katherine_LLL #LORDS.0_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,67,8
2,1,10,#LORDS.0_LLL,#Katherine_LLL #LORDS.0_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,7,2
2,1,10,#Maria_LLL,#Katherine_LLL #LORDS.0_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,102,13
2,1,10,#Princess_LLL,#Katherine_LLL #LORDS.0_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,46,7
2,1,10,#Rosaline_LLL,#Katherine_LLL #LORDS.0_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,94,13
2,1,11,#Boyet_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,63,8
2,1,11,#Princess_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,4,1
2,1,12,#Berowne_LLL,#Berowne_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #LORDS.0_LLL #LORDS_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,49,8
2,1,12,#Boyet_LLL,#Berowne_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #LORDS.0_LLL #LORDS_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,27,4
2,1,12,#King_LLL,#Berowne_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #LORDS.0_LLL #LORDS_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,352,47
2,1,12,#Princess_LLL,#Berowne_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #LORDS.0_LLL #LORDS_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,201,27
2,1,12,#Rosaline_LLL,#Berowne_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #LORDS.0_LLL #LORDS_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,54,8
2,1,13,#Berowne_LLL,#Berowne_LLL #Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,40,8
2,1,13,#Rosaline_LLL,#Berowne_LLL #Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,34,7
2,1,14,#Boyet_LLL,#Boyet_LLL #Dumaine_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,7,1
2,1,14,#Dumaine_LLL,#Boyet_LLL #Dumaine_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,18,2
2,1,15,#Boyet_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,44,7
2,1,15,#Longaville_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Longaville_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,41,6
2,1,16,#Berowne_LLL,#Berowne_LLL #Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,16,3
2,1,16,#Boyet_LLL,#Berowne_LLL #Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,18,3
2,1,17,#Boyet_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,262,36
2,1,17,#Katherine_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,41,6
2,1,17,#Maria_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,31,5
2,1,17,#Princess_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,49,7
2,1,17,#Rosaline_LLL,#Boyet_LLL #Katherine_LLL #LORDS.0_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,12,2
3,1,18,#Armado_LLL,#Armado_LLL #Boy_LLL,134,25
3,1,18,#Boy_LLL,#Armado_LLL #Boy_LLL,329,44
3,1,19,#Armado_LLL,#Armado_LLL,31,4
3,1,20,#Armado_LLL,#Armado_LLL #Boy_LLL #Costard_LLL,214,32
3,1,20,#Boy_LLL,#Armado_LLL #Boy_LLL #Costard_LLL,103,15
3,1,20,#Costard_LLL,#Armado_LLL #Boy_LLL #Costard_LLL,161,21
3,1,21,#Boy_LLL,#Boy_LLL #Costard_LLL,7,1
3,1,22,#Costard_LLL,#Costard_LLL,66,8
3,1,23,#Berowne_LLL,#Berowne_LLL #Costard_LLL,119,20
3,1,23,#Costard_LLL,#Berowne_LLL #Costard_LLL,82,13
3,1,24,#Berowne_LLL,#Berowne_LLL,248,32
4,1,25,#Boyet_LLL,#Boyet_LLL #Forester_LLL #Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,21,3
4,1,25,#Forester_LLL,#Boyet_LLL #Forester_LLL #Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,45,6
4,1,25,#Princess_LLL,#Boyet_LLL #Forester_LLL #Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,266,33
4,1,26,#Boyet_LLL,#Boyet_LLL #Costard_LLL #Forester_LLL #Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,351,43
4,1,26,#Costard_LLL,#Boyet_LLL #Costard_LLL #Forester_LLL #Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,100,17
4,1,26,#Princess_LLL,#Boyet_LLL #Costard_LLL #Forester_LLL #Katherine_LLL #LORDS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,130,20
4,1,27,#Boyet_LLL,#Boyet_LLL #Costard_LLL #Maria_LLL #Rosaline_LLL,89,12
4,1,27,#Maria_LLL,#Boyet_LLL #Costard_LLL #Maria_LLL #Rosaline_LLL,12,2
4,1,27,#Rosaline_LLL,#Boyet_LLL #Costard_LLL #Maria_LLL #Rosaline_LLL,79,12
4,1,28,#Boyet_LLL,#Boyet_LLL #Costard_LLL #Maria_LLL,49,6
4,1,28,#Costard_LLL,#Boyet_LLL #Costard_LLL #Maria_LLL,43,6
4,1,28,#Maria_LLL,#Boyet_LLL #Costard_LLL #Maria_LLL,31,4
4,1,29,#Costard_LLL,#Costard_LLL,99,14
4,2,30,#Dull_LLL,#Dull_LLL #Holofernes_LLL #Nathaniel_LLL,102,14
4,2,30,#Holofernes_LLL,#Dull_LLL #Holofernes_LLL #Nathaniel_LLL,372,55
4,2,30,#Nathaniel_LLL,#Dull_LLL #Holofernes_LLL #Nathaniel_LLL,224,29
4,2,31,#Costard_LLL,#Costard_LLL #Dull_LLL #Holofernes_LLL #Jaquenetta_LLL #Nathaniel_LLL,15,3
4,2,31,#Holofernes_LLL,#Costard_LLL #Dull_LLL #Holofernes_LLL #Jaquenetta_LLL #Nathaniel_LLL,313,41
4,2,31,#Jaquenetta_LLL,#Costard_LLL #Dull_LLL #Holofernes_LLL #Jaquenetta_LLL #Nathaniel_LLL,57,10
4,2,31,#Nathaniel_LLL,#Costard_LLL #Dull_LLL #Holofernes_LLL #Jaquenetta_LLL #Nathaniel_LLL,142,19
4,2,32,#Holofernes_LLL,#Dull_LLL #Holofernes_LLL #Nathaniel_LLL,128,15
4,2,32,#Nathaniel_LLL,#Dull_LLL #Holofernes_LLL #Nathaniel_LLL,37,5
4,3,33,#Berowne_LLL,#Berowne_LLL,207,19
4,3,34,#Berowne_LLL,#Berowne_LLL #King_LLL,20,3
4,3,34,#King_LLL,#Berowne_LLL #King_LLL,161,19
4,3,35,#Berowne_LLL,#Berowne_LLL #King_LLL #Longaville_LLL,95,13
4,3,35,#King_LLL,#Berowne_LLL #King_LLL #Longaville_LLL,14,2
4,3,35,#Longaville_LLL,#Berowne_LLL #King_LLL #Longaville_LLL,166,22
4,3,36,#Berowne_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,399,51
4,3,36,#Dumaine_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,224,35
4,3,36,#King_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,187,26
4,3,36,#Longaville_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,34,5
4,3,37,#Berowne_LLL,#Berowne_LLL #Costard_LLL #Dumaine_LLL #Jaquenetta_LLL #King_LLL #Longaville_LLL,91,13
4,3,37,#Costard_LLL,#Berowne_LLL #Costard_LLL #Dumaine_LLL #Jaquenetta_LLL #King_LLL #Longaville_LLL,23,4
4,3,37,#Dumaine_LLL,#Berowne_LLL #Costard_LLL #Dumaine_LLL #Jaquenetta_LLL #King_LLL #Longaville_LLL,14,2
4,3,37,#Jaquenetta_LLL,#Berowne_LLL #Costard_LLL #Dumaine_LLL #Jaquenetta_LLL #King_LLL #Longaville_LLL,23,4
4,3,37,#King_LLL,#Berowne_LLL #Costard_LLL #Dumaine_LLL #Jaquenetta_LLL #King_LLL #Longaville_LLL,64,12
4,3,37,#Longaville_LLL,#Berowne_LLL #Costard_LLL #Dumaine_LLL #Jaquenetta_LLL #King_LLL #Longaville_LLL,11,2
4,3,38,#Berowne_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,892,115
4,3,38,#Dumaine_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,54,7
4,3,38,#King_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,167,20
4,3,38,#Longaville_LLL,#Berowne_LLL #Dumaine_LLL #King_LLL #Longaville_LLL,50,6
5,1,39,#Holofernes_LLL,#Dull_LLL #Holofernes_LLL #Nathaniel_LLL,147,21
5,1,39,#Nathaniel_LLL,#Dull_LLL #Holofernes_LLL #Nathaniel_LLL,63,10
5,1,40,#Armado_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,345,45
5,1,40,#Boy_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,145,21
5,1,40,#Costard_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,111,13
5,1,40,#Dull_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,29,4
5,1,40,#Holofernes_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,235,39
5,1,40,#Nathaniel_LLL,#Armado_LLL #Boy_LLL #Costard_LLL #Dull_LLL #Holofernes_LLL #Nathaniel_LLL,13,3
5,2,41,#Katherine_LLL,#Katherine_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,124,17
5,2,41,#Maria_LLL,#Katherine_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,59,7
5,2,41,#Princess_LLL,#Katherine_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,184,24
5,2,41,#Rosaline_LLL,#Katherine_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,278,35
5,2,42,#Boyet_LLL,#Boyet_LLL #Katherine_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,355,47
5,2,42,#Katherine_LLL,#Boyet_LLL #Katherine_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,8,1
5,2,42,#Princess_LLL,#Boyet_LLL #Katherine_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,255,31
5,2,42,#Rosaline_LLL,#Boyet_LLL #Katherine_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,19,2
5,2,43,#Berowne_LLL,#BLACKAMOORS_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #MUSICIANS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,16,3
5,2,43,#Boy_LLL,#BLACKAMOORS_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #MUSICIANS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,63,10
5,2,43,#Boyet_LLL,#BLACKAMOORS_LLL #Berowne_LLL #Boy_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #MUSICIANS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,23,4
5,2,44,#Berowne_LLL,#BLACKAMOORS_LLL #Berowne_LLL #Boyet_LLL #Dumaine_LLL #Katherine_LLL #King_LLL #Longaville_LLL #MUSICIANS_LLL #Maria_LLL #Princess_LLL #Rosaline_LLL,98,15
