act,scene,node,n_tokens_speaker,n_lines_speaker,n_tokens_onstage,n_lines_onstage
0,0,#Chorus_H5,244,36,244,36
1,1,#BishopOfCanterbury_H5,603,83,732,103
1,1,#BishopOfEly_H5,129,20,732,103
1,2,#AMBASSADORS.0.1_H5,132,17,618,79
1,2,#BishopOfCanterbury_H5,1049,143,2362,316
1,2,#BishopOfEly_H5,111,15,2362,316
1,2,#Exeter_H5,108,17,2411,323
1,2,#HenryV_H5,961,124,2411,323
1,2,#Westmoreland_1H4,50,7,2411,323
2,0,#Chorus_H5,320,42,320,42
2,1,#Bardolph_1H4,176,27,967,125
2,1,#Boy_H5,39,5,66,9
2,1,#MistressQuickly_1H4,124,15,563,73
2,1,#Nym_H5,314,37,967,125
2,1,#Pistol_2H4,314,41,749,99
2,2,#Bedford_H5,26,3,1483,202
2,2,#Cambridge_H5,107,15,1305,178
2,2,#Exeter_H5,84,12,1483,202
2,2,#Grey_H5,86,12,1305,178
2,2,#HenryV_H5,1071,145,1396,190
2,2,#Scroop_H5,93,13,1305,178
2,2,#Westmoreland_1H4,21,3,1483,202
2,3,#Bardolph_1H4,37,6,467,62
2,3,#Boy_H5,50,8,467,62
2,3,#MistressQuickly_1H4,236,28,467,62
2,3,#Nym_H5,28,4,467,62
2,3,#Pistol_2H4,116,16,467,62
2,4,#Constable_H5,81,12,1125,155
2,4,#Dauphin_H5,282,39,1125,155
2,4,#Exeter_H5,436,58,548,74
2,4,#KingOfFrance_H5,314,44,1125,155
2,4,#MESSENGERS.X.1_H5,12,2,21,4
3,0,#Chorus_H5,261,37,261,37
3,1,#HenryV_H5,273,37,273,37
3,2,#Bardolph_1H4,11,2,175,28
3,2,#Boy_H5,292,32,434,55
3,2,#Fluellen_H5,366,45,790,95
3,2,#Gower_H5,83,13,743,88
3,2,#Jamy_H5,98,11,575,68
3,2,#MacMorris_H5,205,20,575,68
3,2,#Nym_H5,44,6,175,28
3,2,#Pistol_2H4,78,14,175,28
3,3,#Governor_H5,56,7,59,8
3,3,#HenryV_H5,391,52,447,59
3,4,#Alice_H5,112,21,383,60
3,4,#Katherine_H5,271,39,383,60
3,5,#Brittany_H5,65,9,520,71
3,5,#Constable_H5,172,22,520,71
3,5,#Dauphin_H5,76,11,520,71
3,5,#KingOfFrance_H5,207,29,520,71
3,6,#Fluellen_H5,523,64,1415,177
3,6,#Gloucester_2H4,9,1,729,92
3,6,#Gower_H5,183,23,1415,177
3,6,#HenryV_H5,356,47,729,92
3,6,#Montjoy_H5,193,24,445,56
3,6,#Pistol_2H4,151,18,303,39
3,7,#Constable_H5,406,57,1168,161
3,7,#Dauphin_H5,443,53,694,91
3,7,#MESSENGERS.X.2_H5,17,3,247,35
3,7,#Orleans_H5,253,40,1168,161
3,7,#Rambures_H5,49,8,1168,161
4,0,#Chorus_H5,381,54,381,54
4,1,#Erpingham_H5,53,7,197,29
4,1,#Fluellen_H5,147,16,163,20
4,1,#Gloucester_2H4,6,2,277,39
4,1,#Gower_H5,16,4,163,20
4,1,#HenryV_H5,1616,210,2475,320
4,1,#Pistol_2H4,109,17,168,28
4,1,#SOLDIERS.ENGLISH.Bates_H5,167,20,1251,150
4,1,#SOLDIERS.ENGLISH.Court_H5,11,2,1251,150
4,1,#SOLDIERS.ENGLISH.Williams_H5,350,42,1251,150
4,2,#Constable_H5,238,30,447,58
4,2,#Dauphin_H5,64,10,480,64
4,2,#Grandpre_H5,137,18,203,26
4,2,#MESSENGERS.X.3_H5,7,1,394,51
4,2,#Orleans_H5,17,3,480,64
4,2,#Rambures_H5,17,2,480,64
4,3,#Bedford_H5,51,7,1084,140
4,3,#Exeter_H5,15,2,1084,140
4,3,#Gloucester_2H4,4,1,1084,140
4,3,#HenryV_H5,779,98,954,123
4,3,#Montjoy_H5,93,14,413,55
4,3,#Salisbury_H5,75,9,653,86
4,3,#Westmoreland_1H4,53,7,1084,140
4,3,#York_H5,14,2,30,5
4,4,#Boy_H5,245,30,529,76
4,4,#Pistol_2H4,186,27,426,66
4,4,#SOLDIERS.FRENCH.LeFer_H5,98,19,426,66
4,5,#Bourbon_H5,74,9,181,25
4,5,#Constable_H5,25,4,181,25
4,5,#Dauphin_H5,40,7,181,25
4,5,#Orleans_H5,42,5,181,25
4,6,#Exeter_H5,212,27,283,37
4,6,#HenryV_H5,87,12,299,39
4,7,#Exeter_H5,16,2,1041,136
4,7,#Fluellen_H5,690,80,1386,177
4,7,#Gloucester_2H4,9,1,1041,136
4,7,#Gower_H5,99,15,981,124
4,7,#HenryV_H5,468,66,1041,136
4,7,#Montjoy_H5,113,16,433,58
4,7,#SOLDIERS.ENGLISH.Williams_H5,99,11,266,35
4,8,#Exeter_H5,31,5,824,108
4,8,#Fluellen_H5,334,42,981,130
4,8,#Gower_H5,5,1,989,131
4,8,#HERALDS.1_H5,8,1,405,56
4,8,#HenryV_H5,432,60,824,108
4,8,#SOLDIERS.ENGLISH.Williams_H5,172,21,989,131
4,8,#Warwick_2H4,7,1,859,113
5,0,#Chorus_H5,350,47,350,47
5,1,#Fluellen_H5,441,54,545,71
5,1,#Gower_H5,121,16,643,83
5,1,#Pistol_2H4,164,22,596,78
5,2,#ATTENDANTS.ENGLISH_H5,1,1,870,119
5,2,#Alice_H5,52,8,3076,386
5,2,#Burgundy_H5,512,70,1453,195
5,2,#Exeter_H5,63,9,1453,195
5,2,#HenryV_H5,1898,222,3076,386
5,2,#Katherine_H5,170,28,3076,386
5,2,#KingOfFrance_H5,178,26,1453,195
5,2,#QueenOfFrance_H5,188,24,1453,195
5,2,#Westmoreland_1H4,20,4,1453,195
6,0,#Chorus_H5,112,14,112,14
1,2,#AMBASSADORS_H5,0,0,543,69
1,2,#ATTENDANTS.ENGLISH.0_H5,0,0,543,69
1,2,#ATTENDANTS.ENGLISH_H5,0,0,2411,323
1,2,#Bedford_H5,0,0,2411,323
1,2,#Clarence_2H4,0,0,2411,323
1,2,#Gloucester_2H4,0,0,2411,323
1,2,#Warwick_2H4,0,0,2411,323
2,2,#ATTENDANTS.ENGLISH_H5,0,0,1396,190
2,4,#ATTENDANTS.ENGLISH_H5,0,0,548,74
2,4,#ATTENDANTS.FRENCH_H5,0,0,1125,155
2,4,#Berri_H5,0,0,1125,155
2,4,#Brittany_H5,0,0,1125,155
3,1,#Bedford_H5,0,0,273,37
3,1,#Exeter_H5,0,0,273,37
3,1,#Gloucester_2H4,0,0,273,37
3,1,#SOLDIERS.ENGLISH_H5,0,0,273,37
3,3,#Bedford_H5,0,0,447,59
3,3,#Exeter_H5,0,0,447,59
3,3,#Gloucester_2H4,0,0,447,59
3,3,#SOLDIERS.ENGLISH_H5,0,0,447,59
3,5,#ATTENDANTS.FRENCH_H5,0,0,520,71
3,6,#SOLDIERS.ENGLISH_H5,0,0,729,92
3,7,#ATTENDANTS.FRENCH_H5,0,0,1168,161
4,1,#Bedford_H5,0,0,251,35
4,2,#Beaumont_H5,0,0,480,64
4,3,#Erpingham_H5,0,0,1084,140
4,3,#SOLDIERS.ENGLISH_H5,0,0,1084,140
4,5,#Rambures_H5,0,0,181,25
4,6,#ATTENDANTS.ENGLISH_H5,0,0,299,39
4,6,#SOLDIERS.FRENCH_H5,0,0,299,39
4,7,#Bourbon_H5,0,0,1041,136
4,7,#HERALDS_H5,0,0,528,69
4,7,#SOLDIERS.FRENCH_H5,0,0,1041,136
4,7,#Warwick_2H4,0,0,1041,136
4,8,#Gloucester_2H4,0,0,859,113
5,2,#ATTENDANTS.ENGLISH.Huntington_H5,0,0,727,100
5,2,#ATTENDANTS.FRENCH_H5,0,0,727,100
5,2,#Bedford_H5,0,0,727,100
5,2,#Warwick_2H4,0,0,727,100
