node1,node2,n_lines,n_tokens
#ATTENDANTS_Err,1.01.0001,158,1190
#Duke_Err,1.01.0001,158,1190
#Egeon_Err,1.01.0001,158,1190
#OFFICERS.Jailer_Err,1.01.0001,158,1190
#AntipholusOfSyracuse_Err,1.02.0002,18,138
#DromioOfSyracuse_Err,1.02.0002,18,138
#Merchant1_Err,1.02.0002,18,138
#AntipholusOfSyracuse_Err,1.02.0003,14,112
#Merchant1_Err,1.02.0003,14,112
#AntipholusOfSyracuse_Err,1.02.0004,8,61
#AntipholusOfSyracuse_Err,1.02.0005,57,467
#DromioOfEphesus_Err,1.02.0005,57,467
#AntipholusOfSyracuse_Err,1.02.0006,11,80
#Adriana_Err,2.01.0007,43,346
#Luciana_Err,2.01.0007,43,346
#Adriana_Err,2.01.0008,47,342
#DromioOfEphesus_Err,2.01.0008,47,342
#Luciana_Err,2.01.0008,47,342
#Adriana_Err,2.01.0009,31,242
#Luciana_Err,2.01.0009,31,242
#AntipholusOfSyracuse_Err,2.02.0010,6,51
#AntipholusOfSyracuse_Err,2.02.0011,113,750
#DromioOfSyracuse_Err,2.02.0011,113,750
#Adriana_Err,2.02.0012,113,891
#AntipholusOfSyracuse_Err,2.02.0012,113,891
#DromioOfSyracuse_Err,2.02.0012,113,891
#Luciana_Err,2.02.0012,113,891
#Angelo_Err,3.01.0013,42,295
#AntipholusOfEphesus_Err,3.01.0013,42,295
#Balthasar_Err,3.01.0013,42,295
#DromioOfEphesus_Err,3.01.0013,42,295
#Angelo_Err,3.01.0014,28,174
#AntipholusOfEphesus_Err,3.01.0014,28,174
#Balthasar_Err,3.01.0014,28,174
#DromioOfEphesus_Err,3.01.0014,28,174
#DromioOfSyracuse_Err,3.01.0014,28,174
#Angelo_Err,3.01.0015,23,143
#AntipholusOfEphesus_Err,3.01.0015,23,143
#Balthasar_Err,3.01.0015,23,143
#DromioOfEphesus_Err,3.01.0015,23,143
#DromioOfSyracuse_Err,3.01.0015,23,143
#Luce_Err,3.01.0015,23,143
#Adriana_Err,3.01.0016,5,40
#Angelo_Err,3.01.0016,5,40
#AntipholusOfEphesus_Err,3.01.0016,5,40
#Balthasar_Err,3.01.0016,5,40
#DromioOfEphesus_Err,3.01.0016,5,40
#DromioOfSyracuse_Err,3.01.0016,5,40
#Luce_Err,3.01.0016,5,40
#Angelo_Err,3.01.0017,74,524
#AntipholusOfEphesus_Err,3.01.0017,74,524
#Balthasar_Err,3.01.0017,74,524
