act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,234,25,#Adam_AYL #Orlando_AYL
1,1,2,452,58,#Adam_AYL #Oliver_AYL #Orlando_AYL
1,1,3,24,3,#Oliver_AYL
1,1,4,31,6,#Dennis_AYL #Oliver_AYL
1,1,5,10,2,#Oliver_AYL
1,1,6,574,67,#Charles_AYL #Oliver_AYL
1,1,7,96,10,#Oliver_AYL
1,2,8,360,44,#Celia_AYL #Rosalind_AYL
1,2,9,344,46,#Celia_AYL #Rosalind_AYL #Touchstone_AYL
1,2,10,373,52,#Celia_AYL #LORDS.FREDERICK.LeBeau_AYL #Rosalind_AYL #Touchstone_AYL
1,2,11,526,73,#ATTENDANTS_AYL #Celia_AYL #Charles_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL
1,2,12,74,11,#ATTENDANTS_AYL #Celia_AYL #DukeFrederick_AYL #LORDS.FREDERICK.LeBeau_AYL #LORDS.FREDERICK_AYL #Orlando_AYL #Rosalind_AYL #Touchstone_AYL
1,2,13,219,31,#Celia_AYL #Orlando_AYL #Rosalind_AYL
1,2,14,30,4,#Orlando_AYL
1,2,15,207,26,#LORDS.FREDERICK.LeBeau_AYL #Orlando_AYL
1,2,16,19,3,#Orlando_AYL
1,3,17,276,37,#Celia_AYL #Rosalind_AYL
1,3,18,408,56,#Celia_AYL #DukeFrederick_AYL #LORDS.FREDERICK_AYL #Rosalind_AYL
1,3,19,399,52,#Celia_AYL #Rosalind_AYL
2,1,20,194,25,#DukeSenior_AYL #LORDS.SENIOR.Amiens_AYL #LORDS.SENIOR_AYL
2,1,21,303,42,#DukeSenior_AYL #LORDS.SENIOR.0.1_AYL #LORDS.SENIOR.Amiens_AYL #LORDS.SENIOR_AYL
2,1,22,36,6,#DukeSenior_AYL #LORDS.SENIOR.0.1_AYL #LORDS.SENIOR.0.2_AYL #LORDS.SENIOR.Amiens_AYL #LORDS.SENIOR_AYL
2,2,23,24,3,#DukeFrederick_AYL #LORDS.FREDERICK_AYL
2,2,24,32,4,#DukeFrederick_AYL #LORDS.FREDERICK.0.1_AYL #LORDS.FREDERICK_AYL
2,2,25,101,14,#DukeFrederick_AYL #LORDS.FREDERICK.0.1_AYL #LORDS.FREDERICK.0.2_AYL #LORDS.FREDERICK_AYL
2,3,26,610,77,#Adam_AYL #Orlando_AYL
2,4,27,140,18,#Celia_AYL #Rosalind_AYL #Touchstone_AYL
2,4,28,177,24,#Celia_AYL #Corin_AYL #Rosalind_AYL #Silvius_AYL #Touchstone_AYL
2,4,29,469,61,#Celia_AYL #Corin_AYL #Rosalind_AYL #Touchstone_AYL
2,5,30,392,61,#Jaques_AYL #LORDS.SENIOR.Amiens_AYL #LORDS.SENIOR_AYL
2,6,31,167,18,#Adam_AYL #Orlando_AYL
