act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,45,8
1,1,1,#CITIZENS.ROMAN_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN_Cor,21,4
1,1,2,#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor,204,25
1,1,2,#CITIZENS.ROMAN.0.2_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor,48,9
1,1,2,#CITIZENS.ROMAN_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor,12,3
1,1,3,#CITIZENS.ROMAN.0.1_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Menenius_Cor,14,3
1,1,3,#CITIZENS.ROMAN.0.2_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Menenius_Cor,245,34
1,1,3,#Menenius_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Menenius_Cor,641,86
1,1,4,#CITIZENS.ROMAN.0.2_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Coriolanus_Cor #Menenius_Cor,6,1
1,1,4,#Coriolanus_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Coriolanus_Cor #Menenius_Cor,434,63
1,1,4,#Menenius_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Coriolanus_Cor #Menenius_Cor,50,9
1,1,5,#Coriolanus_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Coriolanus_Cor #MESSENGERS.X.1_Cor #Menenius_Cor,19,3
1,1,5,#MESSENGERS.X.1_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Coriolanus_Cor #MESSENGERS.X.1_Cor #Menenius_Cor,12,2
1,1,6,#Coriolanus_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #Coriolanus_Cor #Lartius_Cor #MESSENGERS.X.1_Cor #Menenius_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor,4,1
1,1,7,#Cominius_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #Coriolanus_Cor #Lartius_Cor #MESSENGERS.X.1_Cor #Menenius_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor,11,3
1,1,7,#Coriolanus_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #Coriolanus_Cor #Lartius_Cor #MESSENGERS.X.1_Cor #Menenius_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor,107,16
1,1,7,#Lartius_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #Coriolanus_Cor #Lartius_Cor #MESSENGERS.X.1_Cor #Menenius_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor,31,6
1,1,7,#Menenius_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #Coriolanus_Cor #Lartius_Cor #MESSENGERS.X.1_Cor #Menenius_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor,3,1
1,1,7,#SENATORS.ROMAN.0.1_Cor,#CITIZENS.ROMAN.0.1_Cor #CITIZENS.ROMAN.0.2_Cor #CITIZENS.ROMAN_Cor #Cominius_Cor #Coriolanus_Cor #Lartius_Cor #MESSENGERS.X.1_Cor #Menenius_Cor #SENATORS.ROMAN.0.1_Cor #SENATORS.ROMAN_Cor #TRIBUNES.Brutus_Cor #TRIBUNES.Sicinius_Cor,41,7
