act,scene,stagegroup,n_tokens,n_lines,onstage
1,1,1,515,72,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv
1,1,2,250,34,#HughEvans_Wiv #MasterPage_Wiv #Shallow_2H4 #Slender_Wiv
1,1,3,525,77,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv
1,1,4,9,2,#AnnePage_Wiv #Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv
1,1,5,7,1,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv
1,1,6,43,6,#Bardolph_1H4 #Falstaff_1H4 #HughEvans_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5 #Pistol_2H4 #Shallow_2H4 #Slender_Wiv
1,1,7,15,2,#HughEvans_Wiv #Shallow_2H4 #Slender_Wiv
1,1,8,430,58,#HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv
1,1,9,45,7,#AnnePage_Wiv #HughEvans_Wiv #Shallow_2H4 #Simple_Wiv #Slender_Wiv
1,1,10,46,8,#AnnePage_Wiv #Simple_Wiv #Slender_Wiv
1,1,11,225,27,#AnnePage_Wiv #Slender_Wiv
1,1,12,80,14,#AnnePage_Wiv #MasterPage_Wiv #Slender_Wiv
1,2,13,102,13,#HughEvans_Wiv #Simple_Wiv
1,3,14,87,14,#Bardolph_1H4 #Falstaff_1H4 #Host_Wiv #Nym_H5 #Pistol_2H4 #Robin_Wiv
1,3,15,44,6,#Bardolph_1H4 #Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv
1,3,16,489,66,#Falstaff_1H4 #Nym_H5 #Pistol_2H4 #Robin_Wiv
1,3,17,132,21,#Nym_H5 #Pistol_2H4
1,4,18,3,1,#MistressQuickly_1H4 #Simple_Wiv
1,4,19,67,9,#MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv
1,4,20,186,26,#MistressQuickly_1H4 #Simple_Wiv
1,4,21,52,7,#MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv
1,4,22,6,1,#MistressQuickly_1H4 #Simple_Wiv
1,4,23,61,8,#DoctorCaius_Wiv #MistressQuickly_1H4 #Simple_Wiv
1,4,24,19,2,#DoctorCaius_Wiv #Simple_Wiv
1,4,25,20,4,#DoctorCaius_Wiv #MistressQuickly_1H4 #Simple_Wiv
1,4,26,58,9,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv
1,4,27,11,2,#MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv
1,4,28,356,50,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv #Simple_Wiv
1,4,29,107,14,#DoctorCaius_Wiv #MistressQuickly_1H4 #Rugby_Wiv
1,4,30,37,4,#MistressQuickly_1H4
1,4,31,241,33,#Fenton_Wiv #MistressQuickly_1H4
1,4,32,26,3,#MistressQuickly_1H4
2,1,33,256,31,#MistressPage_Wiv
2,1,34,600,77,#MistressFord_Wiv #MistressPage_Wiv
2,1,35,115,20,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5 #Pistol_2H4
2,1,36,90,10,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #Nym_H5
2,1,37,112,21,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv
2,1,38,49,8,#MasterFord_Wiv #MasterPage_Wiv #MistressFord_Wiv #MistressPage_Wiv #MistressQuickly_1H4
2,1,39,160,20,#MasterFord_Wiv #MasterPage_Wiv
2,1,40,41,6,#Host_Wiv #MasterFord_Wiv #MasterPage_Wiv
2,1,41,264,35,#Host_Wiv #MasterFord_Wiv #MasterPage_Wiv #Shallow_2H4
2,1,42,72,7,#MasterFord_Wiv
2,2,43,252,30,#Falstaff_1H4 #Pistol_2H4
2,2,44,11,2,#Falstaff_1H4 #Pistol_2H4 #Robin_Wiv
2,2,45,798,101,#Falstaff_1H4 #MistressQuickly_1H4 #Pistol_2H4 #Robin_Wiv
2,2,46,31,5,#Falstaff_1H4 #Pistol_2H4
2,2,47,56,6,#Falstaff_1H4
2,2,48,46,8,#Bardolph_1H4 #Falstaff_1H4
2,2,49,14,2,#Falstaff_1H4
2,2,50,32,6,#Bardolph_1H4 #Falstaff_1H4 #MasterFord_Wiv
2,2,51,1001,133,#Falstaff_1H4 #MasterFord_Wiv
2,2,52,241,28,#MasterFord_Wiv
2,3,53,106,17,#DoctorCaius_Wiv #Rugby_Wiv
