act,scene,stagegroup,speaker,onstage,n_tokens,n_lines
1,1,1,#Bedford_H5,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #Somerset_1H6 #Warwick_2H4,158,21
1,1,1,#CardinalBeaufort_1H6,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #Somerset_1H6 #Warwick_2H4,73,9
1,1,1,#Exeter_H5,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #Somerset_1H6 #Warwick_2H4,75,11
1,1,1,#Gloucester_2H4,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #Somerset_1H6 #Warwick_2H4,128,16
1,1,2,#Bedford_H5,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #MESSENGERS.ENGLISH.1_1H6 #Somerset_1H6 #Warwick_2H4,27,3
1,1,2,#Exeter_H5,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #MESSENGERS.ENGLISH.1_1H6 #Somerset_1H6 #Warwick_2H4,8,1
1,1,2,#Gloucester_2H4,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #MESSENGERS.ENGLISH.1_1H6 #Somerset_1H6 #Warwick_2H4,24,4
1,1,2,#MESSENGERS.ENGLISH.1_1H6,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #MESSENGERS.ENGLISH.1_1H6 #Somerset_1H6 #Warwick_2H4,126,18
1,1,3,#Bedford_H5,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #Somerset_1H6 #Warwick_2H4,37,5
1,1,3,#Exeter_H5,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #Somerset_1H6 #Warwick_2H4,15,2
1,1,4,#MESSENGERS.ENGLISH.2_1H6,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #MESSENGERS.ENGLISH.2_1H6 #Somerset_1H6 #Warwick_2H4,54,7
1,1,5,#Bedford_H5,#ATTENDANTS.ENGLISH_1H6 #Bedford_H5 #CardinalBeaufort_1H6 #Exeter_H5 #Gloucester_2H4 #HERALDS.ENGLISH_1H6 #Somerset_1H6 #Warwick_2H4,20,3
