node1,node2,n_lines,n_tokens
#Alonso_Tmp,1.01,67,473
#Antonio_Tmp,1.01,67,473
#Boatswain_Tmp,1.01,67,473
#Ferdinand_Tmp,1.01,67,473
#Gonzalo_Tmp,1.01,67,473
#SAILORS_Tmp,1.01,67,473
#Sebastian_Tmp,1.01,67,473
#Shipmaster_Tmp,1.01,67,473
#Ariel_Tmp,1.02,613,4106
#Caliban_Tmp,1.02,613,4106
#Ferdinand_Tmp,1.02,613,4106
#Miranda_Tmp,1.02,613,4106
#Prospero_Tmp,1.02,613,4106
#Adrian_Tmp,2.01,377,2398
#Alonso_Tmp,2.01,377,2398
#Antonio_Tmp,2.01,377,2398
#Ariel_Tmp,2.01,377,2398
#Francisco_Tmp,2.01,377,2398
#Gonzalo_Tmp,2.01,377,2398
#Sebastian_Tmp,2.01,377,2398
#Caliban_Tmp,2.02,194,1527
#Stephano_Tmp,2.02,194,1527
#Trinculo_Tmp,2.02,194,1527
#Ferdinand_Tmp,3.01,115,810
#Miranda_Tmp,3.01,115,810
#Prospero_Tmp,3.01,115,810
#Ariel_Tmp,3.02,166,1137
#Caliban_Tmp,3.02,166,1137
#Stephano_Tmp,3.02,166,1137
#Trinculo_Tmp,3.02,166,1137
#Adrian_Tmp,3.03,133,909
#Alonso_Tmp,3.03,133,909
#Antonio_Tmp,3.03,133,909
#Ariel_Tmp,3.03,133,909
#Francisco_Tmp,3.03,133,909
#Gonzalo_Tmp,3.03,133,909
#Prospero_Tmp,3.03,133,909
#SPIRITS_Tmp,3.03,133,909
#Sebastian_Tmp,3.03,133,909
#Ariel_Tmp,4.01,295,2001
#Caliban_Tmp,4.01,295,2001
#Ferdinand_Tmp,4.01,295,2001
#Miranda_Tmp,4.01,295,2001
#Prospero_Tmp,4.01,295,2001
#SPIRITS.Ceres_Tmp,4.01,295,2001
#SPIRITS.Iris_Tmp,4.01,295,2001
#SPIRITS.Juno_Tmp,4.01,295,2001
#SPIRITS.NYMPHS_Tmp,4.01,295,2001
#SPIRITS.REAPERS_Tmp,4.01,295,2001
#SPIRITS_Tmp,4.01,295,2001
#Stephano_Tmp,4.01,295,2001
#Trinculo_Tmp,4.01,295,2001
#Adrian_Tmp,5.01,380,2581
#Alonso_Tmp,5.01,380,2581
#Antonio_Tmp,5.01,380,2581
#Ariel_Tmp,5.01,380,2581
#Boatswain_Tmp,5.01,380,2581
#Caliban_Tmp,5.01,380,2581
#Ferdinand_Tmp,5.01,380,2581
#Francisco_Tmp,5.01,380,2581
#Gonzalo_Tmp,5.01,380,2581
#Miranda_Tmp,5.01,380,2581
#Prospero_Tmp,5.01,380,2581
#Sebastian_Tmp,5.01,380,2581
#Shipmaster_Tmp,5.01,380,2581
#Stephano_Tmp,5.01,380,2581
#Trinculo_Tmp,5.01,380,2581
#Prospero_Tmp,6.00,20,128
